gene	term	evidence
0610005C13Rik	GO:0008150	ND
0610006L08Rik	GO:0008150	ND
0610007P14Rik	GO:0006629	IEA
0610007P14Rik	GO:0006694	IEA
0610007P14Rik	GO:0008202	IEA
0610007P14Rik	GO:0016126	IEA
0610009B22Rik	GO:0008150	ND
0610009E02Rik	GO:0008150	ND
0610009L18Rik	GO:0008150	ND
0610009O20Rik	GO:0008625	ISO
0610009O20Rik	GO:0043281	ISO
0610010F05Rik	GO:0008150	ND
0610010K14Rik	GO:0008150	ND
0610010K14Rik	GO:0016568	IEA
0610011F06Rik	GO:0008150	ND
0610030E20Rik	GO:0008150	ND
0610037L13Rik	GO:0008150	ND
0610039K10Rik	GO:0008150	ND
0610040F04Rik	GO:0008150	ND
0610040J01Rik	GO:0008150	ND
1010001N08Rik	GO:0008150	ND
1110001J03Rik	GO:0008150	ND
1110002E22Rik	GO:0008150	ND
1110002J07Rik	GO:0008150	ND
1110002L01Rik	GO:0008150	ND
1110004E09Rik	GO:0048858	IBA
1110004F10Rik	GO:0008150	ND
1110008E08Rik	GO:0008150	ND
1110008F13Rik	GO:0008150	ND
1110008L16Rik	GO:0008033	IEA
1110008L16Rik	GO:0008150	ND
1110008P14Rik	GO:0008150	ND
1110012L19Rik	GO:0008150	ND
1110017D15Rik	GO:0007283	IEA
1110017D15Rik	GO:0030154	IEA
1110017D15Rik	GO:0043623	IDA
1110018N20Rik	GO:0008150	ND
1110019D14Rik	GO:0008150	ND
1110020A21Rik	GO:0008150	ND
1110025L11Rik	GO:0008150	ND
1110032A03Rik	GO:0008150	ND
1110032F04Rik	GO:0008150	ND
1110034G24Rik	GO:0008150	ND
1110036E04Rik	GO:0008150	ND
1110037F02Rik	GO:0006397	IEA
1110037F02Rik	GO:0008380	IEA
1110037F02Rik	GO:0080009	ISO
1110038B12Rik	GO:0008150	ND
1110038F14Rik	GO:0008150	ND
1110046J04Rik	GO:0008150	ND
1110051M20Rik	GO:0008150	ND
1110057P08Rik	GO:0008150	ND
1110059E24Rik	GO:0008150	ND
1110059G10Rik	GO:0008150	ND
1110064A23Rik	GO:0008150	ND
1110065P20Rik	GO:0008150	ND
1190002N15Rik	GO:0014066	ISO
1190002N15Rik	GO:0048199	IC
1190002N15Rik	GO:0060038	ISO
1190003K10Rik	GO:0008150	ND
1190005I06Rik	GO:0008150	ND
1190007I07Rik	GO:0008150	ND
1190028D05Rik	GO:0008150	ND
12aex	GO:0001843	IMP
1300002E11Rik	GO:0008150	ND
1300017J02Rik	GO:0043086	IEA
1500002C15Rik	GO:0008150	ND
1500002F19Rik	GO:0008150	ND
1500004F05Rik	GO:0008150	ND
1500009C09Rik	GO:0008150	ND
1500009L16Rik	GO:0008150	ND
1500011B03Rik	GO:0008150	ND
1500012K07Rik	GO:0008150	ND
1500015O10Rik	GO:0008054	IDA
1500015O10Rik	GO:0070314	IDA
1500015O10Rik	GO:0090398	IDA
1500017E21Rik	GO:0008150	ND
1500026H17Rik	GO:0008150	ND
1500035N22Rik	GO:0008150	ND
1520401A03Rik	GO:0008150	ND
1520401O13Rik	GO:0008150	ND
1600002H07Rik	GO:0008150	ND
1600002K03Rik	GO:0008150	ND
1600012H06Rik	GO:0006915	IEA
1600012H06Rik	GO:0008150	ND
1600012P17Rik	GO:0008150	ND
1600014C10Rik	GO:0008150	ND
1600014C23Rik	GO:0008150	ND
1600015I10Rik	GO:0008150	ND
1600020E01Rik	GO:0008150	ND
1600023N17Rik	GO:0008150	ND
1600027J07Rik	GO:0008150	ND
1700001C02Rik	GO:0008150	ND
1700001C19Rik	GO:0008150	ND
1700001F09Rik	GO:0008150	ND
1700001G01Rik	GO:0008150	ND
1700001G11Rik	GO:0008150	ND
1700001G17Rik	GO:0008150	ND
1700001J03Rik	GO:0008150	ND
1700001K19Rik	GO:0008150	ND
1700001L05Rik	GO:0008150	ND
1700001L19Rik	GO:0008150	ND
1700001N15Rik	GO:0008150	ND
1700001O22Rik	GO:0008150	ND
1700001P01Rik	GO:0008150	ND
1700003E16Rik	GO:0008150	ND
1700003E24Rik	GO:0008150	ND
1700003F12Rik	GO:0008150	ND
1700003G18Rik	GO:0008150	ND
1700003H04Rik	GO:0008150	ND
1700003O08Rik	GO:0008150	ND
1700006A11Rik	GO:0008150	ND
1700006E09Rik	GO:0008150	ND
1700006J14Rik	GO:0008150	ND
1700007B14Rik	GO:0008150	ND
1700007G11Rik	GO:0008150	ND
1700007H22Rik	GO:0008150	ND
1700007K09Rik	GO:0008150	ND
1700007K13Rik	GO:0008150	ND
1700008B15Rik	GO:0008150	ND
1700008O03Rik	GO:0008150	ND
1700008P02Rik	GO:0008150	ND
1700009N14Rik	GO:0000054	IBA
1700009N14Rik	GO:0006606	IBA
1700010B08Rik	GO:0008150	ND
1700010D01Rik	GO:0008150	ND
1700010H22Rik	GO:0008150	ND
1700010I14Rik	GO:0008150	ND
1700010L04Rik	GO:0008150	ND
1700010L13Rik	GO:0008150	ND
1700010N08Rik	GO:0008150	ND
1700011A15Rik	GO:0008150	ND
1700011E24Rik	GO:0008150	ND
1700011H14Rik	GO:0008150	ND
1700011I03Rik	GO:0008150	ND
1700011L22Rik	GO:0008150	ND
1700011M02Rik	GO:0008150	ND
1700012A03Rik	GO:0008150	ND
1700012B07Rik	GO:0008150	ND
1700012B09Rik	GO:0008150	ND
1700012C08Rik	GO:0008150	ND
1700012D14Rik	GO:0008150	ND
1700012L04Rik	GO:0006342	IBA
1700012O15Rik	GO:0008150	ND
1700012P22Rik	GO:0008150	ND
1700013D24Rik	GO:0008150	ND
1700013F07Rik	GO:0008150	ND
1700013G24Rik	GO:0008150	ND
1700013H16Rik	GO:0007286	IBA
1700014B07Rik	GO:0008150	ND
1700014D04Rik	GO:0008150	ND
1700015E13Rik	GO:0008150	ND
1700015F17Rik	GO:0008150	ND
1700015G11Rik	GO:0008150	ND
1700015O11Rik	GO:0008150	ND
1700016A09Rik	GO:0008150	ND
1700016C15Rik	GO:0008150	ND
1700016D02Rik	GO:0008150	ND
1700016D06Rik	GO:0007338	IBA
1700016G14Rik	GO:0008150	ND
1700016H13Rik	GO:0008150	ND
1700016J18Rik	GO:0008150	ND
1700016K19Rik	GO:0016598	IDA
1700016P03Rik	GO:0008150	ND
1700017B05Rik	GO:0008150	ND
1700017D01Rik	GO:0008150	ND
1700017G19Rik	GO:0008150	ND
1700017N19Rik	GO:0008150	ND
1700018A14Rik	GO:0008150	ND
1700018B08Rik	GO:0008150	ND
1700018B24Rik	GO:0008150	ND
1700018C11Rik	GO:0008150	ND
1700018F24Rik	GO:0008150	ND
1700018G05Rik	GO:0008150	ND
1700018P22Rik	GO:0008150	ND
1700019A02Rik	GO:0008150	ND
1700019B03Rik	GO:0008150	ND
1700019D03Rik	GO:0008150	ND
1700019G17Rik	GO:0008150	ND
1700019J19Rik	GO:0008150	ND
1700019N19Rik	GO:0008150	ND
1700019O17Rik	GO:0008150	ND
1700020A23Rik	GO:0008150	ND
1700020D05Rik	GO:0008150	ND
1700020D12Rik	GO:0008150	ND
1700020G03Rik	GO:0008150	ND
1700020I14Rik	GO:0008150	ND
1700020L24Rik	GO:0008150	ND
1700020N01Rik	GO:0008150	ND
1700020N15Rik	GO:0008150	ND
1700021A07Rik	GO:0008150	ND
1700021F02Rik	GO:0008150	ND
1700021F05Rik	GO:0008150	ND
1700021F07Rik	GO:0008150	ND
1700021P04Rik	GO:0008150	ND
1700022I11Rik	GO:0008150	ND
1700022N22Rik	GO:0008150	ND
1700023F06Rik	GO:0008150	ND
1700024B05Rik	GO:0008150	ND
1700024G13Rik	GO:0008150	ND
1700024P04Rik	GO:0006334	IBA
1700024P12Rik	GO:0008150	ND
1700024P16Rik	GO:0008150	ND
1700025C18Rik	GO:0008150	ND
1700025D23Rik	GO:0008150	ND
1700025F22Rik	GO:0008150	ND
1700025G04Rik	GO:0008150	ND
1700025H01Rik	GO:0008150	ND
1700025O08Rik	GO:0008150	ND
1700026L06Rik	GO:0008150	ND
1700027F06Rik	GO:0008150	ND
1700027J07Rik	GO:0008150	ND
1700028E10Rik	GO:0008150	ND
1700028I16Rik	GO:0008150	ND
1700028J19Rik	GO:0008150	ND
1700028K03Rik	GO:0008150	ND
1700028P14Rik	GO:0008150	ND
1700029F12Rik	GO:0008150	ND
1700029H14Rik	GO:0008150	ND
1700029I15Rik	GO:0008150	ND
1700029J07Rik	GO:0008150	ND
1700029P11Rik	GO:0008150	ND
1700030C10Rik	GO:0008150	ND
1700030C12Rik	GO:0008150	ND
1700030J22Rik	GO:0008150	ND
1700030K09Rik	GO:0008150	ND
1700031F05Rik	GO:0008150	ND
1700034E13Rik	GO:0008150	ND
1700034H15Rik	GO:0008150	ND
1700034I23Rik	GO:0008150	ND
1700034J04Rik	GO:0008150	ND
1700034J05Rik	GO:0008150	ND
1700034O15Rik	GO:0008150	ND
1700034P13Rik	GO:0008150	ND
1700036A12Rik	GO:0008150	ND
1700037C18Rik	GO:0008150	ND
1700037H04Rik	GO:0008150	ND
1700039E15Rik	GO:0008150	ND
1700039I01Rik	GO:0008150	ND
1700039M10Rik	GO:0008150	ND
1700040D17Rik	GO:0008150	ND
1700040F15Rik	GO:0007286	IBA
1700040F17Rik	GO:0008150	ND
1700040L02Rik	GO:0008150	ND
1700041G16Rik	GO:0008150	ND
1700041I07Rik	GO:0008150	ND
1700042G07Rik	GO:0008150	ND
1700045I11Rik	GO:0008150	ND
1700047A11Rik	GO:0008150	ND
1700047F07Rik	GO:0008150	ND
1700047G07Rik	GO:0008150	ND
1700047I17Rik2	GO:0008150	ND
1700047K16Rik	GO:0008150	ND
1700048O14Rik	GO:0008150	ND
1700048O20Rik	GO:0008150	ND
1700049E17Rik1	GO:0008150	ND
1700049G17Rik	GO:0006355	IBA
1700054O19Rik	GO:0008150	ND
1700055D18Rik	GO:0008150	ND
1700056E22Rik	GO:0008150	ND
1700057G04Rik	GO:0015914	IBA
1700057G04Rik	GO:0017121	IBA
1700060C20Rik	GO:0008150	ND
1700060L04Rik	GO:0008150	ND
1700061G19Rik	GO:0008150	ND
1700061I17Rik	GO:0008150	ND
1700062C10Rik	GO:0008150	ND
1700063H04Rik	GO:0008150	ND
1700064H15Rik	GO:0008150	ND
1700065D16Rik	GO:0008150	ND
1700065J11Rik	GO:0008150	ND
1700066B19Rik	GO:0008150	ND
1700066C05Rik	GO:0008150	ND
1700066M21Rik	GO:0008150	ND
1700066O22Rik	GO:0008150	ND
1700067K01Rik	GO:0008150	ND
1700067P10Rik	GO:0008150	ND
1700069B07Rik	GO:0008150	ND
1700069L16Rik	GO:0008150	ND
1700069P05Rik	GO:0008150	ND
1700071A11Rik	GO:0008150	ND
1700072O05Rik	GO:0008150	ND
1700074I03Rik	GO:0008150	ND
1700080E11Rik	GO:0008150	ND
1700080G18Rik	GO:0008150	ND
1700080O16Rik	GO:0008150	ND
1700084D21Rik	GO:0008150	ND
1700084M14Rik	GO:0008150	ND
1700084P21Rik	GO:0008150	ND
1700085B13Rik	GO:0008150	ND
1700086D15Rik	GO:0008150	ND
1700086L19Rik	GO:0008150	ND
1700086O06Rik	GO:0008150	ND
1700086P04Rik	GO:0008150	ND
1700088E04Rik	GO:0008150	ND
1700091H14Rik	GO:0008150	ND
1700092C17Rik	GO:0008150	ND
1700092K14Rik	GO:0008150	ND
1700092M07Rik	GO:0008150	ND
1700093J21Rik	GO:0008150	ND
1700093K21Rik	GO:0008150	ND
1700094D03Rik	GO:0008150	ND
1700094M24Rik	GO:0008150	ND
1700095J03Rik	GO:0008150	ND
1700101G07Rik	GO:0008150	ND
1700101I19Rik	GO:0008150	ND
1700102H20Rik	GO:0008150	ND
1700102P08Rik	GO:0008150	ND
1700104B16Rik	GO:0008150	ND
1700108N06Rik	GO:0008150	ND
1700109H08Rik	GO:0008150	ND
1700109K24Rik	GO:0008150	ND
1700110I01Rik	GO:0008150	ND
1700111E14Rik	GO:0008150	ND
1700112E06Rik	GO:0030154	IEA
1700112E06Rik	GO:0030318	IBA
1700112E06Rik	GO:0030318	ISO
1700112J16Rik	GO:0008150	ND
1700113A16Rik	GO:0008150	ND
1700113H08Rik	GO:0008150	ND
1700116B05Rik	GO:0008150	ND
1700119I11Rik	GO:0008150	ND
1700120B22Rik	GO:0008150	ND
1700121C10Rik	GO:0008150	ND
1700122O11Rik	GO:0008150	ND
1700123I01Rik	GO:0008150	ND
1700123K08Rik	GO:0008150	ND
1700123L14Rik	GO:0008150	ND
1700123O20Rik	GO:0008150	ND
1700125G22Rik	GO:0008150	ND
1700125H20Rik	GO:0008150	ND
1700128F08Rik	GO:0000398	IBA
1700129C05Rik	GO:0008150	ND
1810009A15Rik	GO:0008150	ND
1810009J06Rik	GO:0006508	IBA
1810009J06Rik	GO:0007586	IBA
1810009N02Rik	GO:0008150	ND
1810010D01Rik	GO:0008150	ND
1810010H24Rik	GO:0008150	ND
1810011H11Rik	GO:0008150	ND
1810011O10Rik	GO:0002264	ISO
1810011O10Rik	GO:0006915	IEA
1810011O10Rik	GO:0034605	ISO
1810011O10Rik	GO:0042346	ISO
1810011O10Rik	GO:0043620	ISO
1810011O10Rik	GO:0045746	ISO
1810011O10Rik	GO:1902806	ISO
1810011O10Rik	GO:1903706	IDA
1810013L24Rik	GO:0008150	ND
1810014B01Rik	GO:0008150	ND
1810019D21Rik	GO:0008150	ND
1810019N24Rik	GO:0008150	ND
1810022K09Rik	GO:0002230	ISO
1810022K09Rik	GO:0098779	ISO
1810022K09Rik	GO:0098792	ISO
1810024B03Rik	GO:0008150	ND
1810026J23Rik	GO:0008150	ND
1810030O07Rik	GO:0008150	ND
1810032O08Rik	GO:0008150	ND
1810037I17Rik	GO:0008150	ND
1810041L15Rik	GO:0008150	ND
1810043G02Rik	GO:0007010	ISO
1810043G02Rik	GO:0007224	IMP
1810043G02Rik	GO:0008360	ISO
1810043G02Rik	GO:0030030	IEA
1810043G02Rik	GO:0060271	IMP
1810043H04Rik	GO:0008150	ND
1810046K07Rik	GO:0008150	ND
1810055G02Rik	GO:0008150	ND
1810058I24Rik	GO:0008150	ND
1810058N15Rik	GO:0008150	ND
1810062G17Rik	GO:0008150	ND
1810064F22Rik	GO:0008150	ND
1810065E05Rik	GO:0008150	ND
2010001A14Rik	GO:0008150	ND
2010001E11Rik	GO:0006810	IEA
2010001E11Rik	GO:0006811	IEA
2010001E11Rik	GO:0006814	IEA
2010001E11Rik	GO:0008150	ND
2010001E11Rik	GO:0008643	IEA
2010001E11Rik	GO:0055085	IEA
2010003K11Rik	GO:0008150	ND
2010007E15Rik	GO:0008150	ND
2010007H06Rik	GO:0008150	ND
2010016I18Rik	GO:0008150	ND
2010106E10Rik	GO:0008150	ND
2010107E04Rik	GO:0008150	ND
2010107G12Rik	GO:0008150	ND
2010107G23Rik	GO:0008150	ND
2010109A12Rik	GO:0008150	ND
2010109I03Rik	GO:0008150	ND
2010110K18Rik	GO:0008150	ND
2010111I01Rik	GO:0006508	IBA
2010111I01Rik	GO:0006508	ISO
2010111I01Rik	GO:0006508	ISS
2010111I01Rik	GO:0019370	IEA
2010111I01Rik	GO:0043171	IBA
2010204K13Rik	GO:0008150	ND
2010300C02Rik	GO:0008150	ND
2010300F17Rik	GO:0008150	ND
2010309G21Rik	GO:0008150	ND
2200002D01Rik	GO:0008150	ND
2200002J24Rik	GO:0008150	ND
2210008F06Rik	GO:0008150	ND
2210010C04Rik	GO:0006508	IBA
2210010C04Rik	GO:0007586	IBA
2210011C24Rik	GO:0008150	ND
2210016F16Rik	GO:0008150	ND
2210016L21Rik	GO:0008150	ND
2210017I01Rik	GO:0008150	ND
2210019I11Rik	GO:0008150	ND
2210039B01Rik	GO:0008150	ND
2210404E10Rik	GO:0008150	ND
2210404O09Rik	GO:0008150	ND
2210407C18Rik	GO:0008150	ND
2210408F21Rik	GO:0008150	ND
2210408I21Rik	GO:0008150	ND
2210409D07Rik	GO:0008150	ND
2210418O10Rik	GO:0008150	ND
2300002M23Rik	GO:0030198	IDA
2300003K06Rik	GO:0008150	ND
2300005B03Rik	GO:0008150	ND
2300009A05Rik	GO:0008150	ND
2310001H17Rik	GO:0008150	ND
2310001K24Rik	GO:0008150	ND
2310002D06Rik	GO:0008150	ND
2310002F09Rik	GO:0008150	ND
2310002L09Rik	GO:0008150	ND
2310003L06Rik	GO:0008150	ND
2310007B03Rik	GO:0008150	ND
2310009B15Rik	GO:0008150	ND
2310010G23Rik	GO:0008150	ND
2310010J17Rik	GO:0008150	ND
2310011J03Rik	GO:0008150	ND
2310014F06Rik	GO:0008150	ND
2310015A10Rik	GO:0008150	ND
2310015K22Rik	GO:0008150	ND
2310016D23Rik	GO:0008150	ND
2310016G11Rik	GO:0008150	ND
2310022A10Rik	GO:0008150	ND
2310022B05Rik	GO:0008150	ND
2310026I22Rik	GO:0008150	ND
2310030G06Rik	GO:0008150	ND
2310031A07Rik	GO:0008150	ND
2310033P09Rik	GO:0008150	ND
2310034C09Rik	GO:0008150	ND
2310035C23Rik	GO:0008150	ND
2310036O22Rik	GO:0008150	ND
2310039H08Rik	GO:0008150	ND
2310047K21Rik	GO:0008150	ND
2310050C09Rik	GO:0018149	IBA
2310050C09Rik	GO:0030216	IBA
2310057B04Rik	GO:0008150	ND
2310057J18Rik	GO:0007275	IEA
2310057J18Rik	GO:0008150	ND
2310057M21Rik	GO:0008150	ND
2310057N15Rik	GO:0008150	ND
2310058D17Rik	GO:0008150	ND
2310061I04Rik	GO:0008150	ND
2310061N02Rik	GO:0008150	ND
2310069G16Rik	GO:0008150	ND
2310079G19Rik	GO:0008150	ND
2310081J21Rik	GO:0008150	ND
2410004B18Rik	GO:0008150	ND
2410004P03Rik	GO:0008150	ND
2410006H16Rik	GO:0008150	ND
2410015M20Rik	GO:0042407	ISO
2410016O06Rik	GO:0006338	TAS
2410016O06Rik	GO:0006351	IEA
2410016O06Rik	GO:0006355	IEA
2410016O06Rik	GO:0016568	IEA
2410016O06Rik	GO:0034720	IDA
2410016O06Rik	GO:0042254	TAS
2410016O06Rik	GO:0045668	IMP
2410016O06Rik	GO:0045892	IDA
2410016O06Rik	GO:0055114	IEA
2410016O06Rik	GO:0070544	IDA
2410017I17Rik	GO:0008150	ND
2410022M11Rik	GO:0008150	ND
2410089E03Rik	GO:0001736	IMP
2410089E03Rik	GO:0001822	IMP
2410089E03Rik	GO:0003279	IMP
2410089E03Rik	GO:0003281	IMP
2410089E03Rik	GO:0007507	IMP
2410089E03Rik	GO:0021549	IMP
2410089E03Rik	GO:0042384	ISO
2410089E03Rik	GO:0042384	IMP
2410089E03Rik	GO:0042733	IMP
2410089E03Rik	GO:0060021	IMP
2410089E03Rik	GO:0060976	IMP
2410089E03Rik	GO:1904491	IMP
2410124H12Rik	GO:0008150	ND
2410125D13Rik	GO:0008150	ND
2410131K14Rik	GO:0008150	ND
2410137M14Rik	GO:0008150	ND
2410141K09Rik	GO:0006355	IBA
2500002B13Rik	GO:0008150	ND
2500004C02Rik	GO:0008150	ND
2510002D24Rik	GO:0008150	ND
2510009E07Rik	GO:0008150	ND
2510022D24Rik	GO:0008150	ND
2510039O18Rik	GO:0008150	ND
2510046G10Rik	GO:0008150	ND
2600006K01Rik	GO:0008150	ND
2610001J05Rik	GO:0008150	ND
2610002M06Rik	GO:0006810	IEA
2610002M06Rik	GO:0007034	IEA
2610002M06Rik	GO:0007049	IEA
2610002M06Rik	GO:0008150	ND
2610002M06Rik	GO:0015031	IEA
2610002M06Rik	GO:0051301	IEA
2610005M20Rik	GO:0008150	ND
2610008E11Rik	GO:0008150	ND
2610020C07Rik	GO:0008150	ND
2610020H08Rik	GO:0008150	ND
2610021A01Rik	GO:0006355	IBA
2610027K06Rik	GO:0008150	ND
2610028H24Rik	GO:0008150	ND
2610035D17Rik	GO:0008150	ND
2610035F20Rik	GO:0008150	ND
2610036A22Rik	GO:0008150	ND
2610037D02Rik	GO:0008150	ND
2610042L04Rik	GO:0001933	IDA
2610042L04Rik	GO:0007416	IDA
2610042L04Rik	GO:0007416	IMP
2610042L04Rik	GO:0010821	IDA
2610042L04Rik	GO:0060025	IDA
2610042L04Rik	GO:0060025	IMP
2610044O15Rik8	GO:0008150	ND
2610203C20Rik	GO:0008150	ND
2610203C22Rik	GO:0008150	ND
2610301B20Rik	GO:0008150	ND
2610301H18Rik	GO:0008150	ND
2610303G11Rik	GO:0008150	ND
2610305D13Rik	GO:0008150	ND
2610307P16Rik	GO:0008150	ND
2610316D01Rik	GO:0008150	ND
2610318M16Rik	GO:0008150	ND
2610318N02Rik	GO:0008150	ND
2610507B11Rik	GO:0008150	ND
2610507I01Rik	GO:0008150	ND
2610524H06Rik	GO:0008150	ND
2610528A11Rik	GO:0008150	ND
2610528J11Rik	GO:0002230	ISO
2610528J11Rik	GO:0098792	ISO
2700012I20Rik	GO:0008150	ND
2700016F22Rik	GO:0008150	ND
2700029M09Rik	GO:0008150	ND
2700038G22Rik	GO:0008150	ND
2700046A07Rik	GO:0008150	ND
2700046G09Rik	GO:0010628	IDA
2700046G09Rik	GO:0010629	IGI
2700046G09Rik	GO:0031643	IDA
2700046G09Rik	GO:0043489	IDA
2700049A03Rik	GO:0007224	IMP
2700049A03Rik	GO:0030030	IEA
2700049A03Rik	GO:0042384	ISO
2700049A03Rik	GO:0060271	IMP
2700049A03Rik	GO:0070201	ISO
2700054A10Rik	GO:0008150	ND
2700060E02Rik	GO:0006351	IEA
2700060E02Rik	GO:0006355	IEA
2700060E02Rik	GO:0006388	ISO
2700060E02Rik	GO:0045944	ISO
2700062C07Rik	GO:0008150	ND
2700069I18Rik	GO:0008150	ND
2700073G19Rik	GO:0008150	ND
2700081O15Rik	GO:0008150	ND
2700097O09Rik	GO:0032259	IBA
2810001G20Rik	GO:0008150	ND
2810002D19Rik	GO:0008150	ND
2810004N23Rik	GO:0008150	ND
2810006K23Rik	GO:0006412	IEA
2810006K23Rik	GO:0006415	IEA
2810006K23Rik	GO:0070126	IBA
2810006K23Rik	GO:0072344	IBA
2810021J22Rik	GO:0008150	ND
2810025M15Rik	GO:0008150	ND
2810032G03Rik	GO:0008150	ND
2810038D20Rik	GO:0008150	ND
2810047C21Rik2	GO:0008150	ND
2810403A07Rik	GO:0008150	ND
2810403D21Rik	GO:0008150	ND
2810407A14Rik	GO:0008150	ND
2810408A11Rik	GO:0043666	IBA
2810410L24Rik	GO:0008150	ND
2810416G20Rik	GO:0008150	ND
2810417H13Rik	GO:0006260	ISO
2810417H13Rik	GO:0006281	IEA
2810417H13Rik	GO:0006974	ISO
2810417H13Rik	GO:0009411	ISO
2810417H13Rik	GO:0019985	ISO
2810417H13Rik	GO:0051297	ISO
2810417H13Rik	GO:0051726	ISO
2810425M01Rik	GO:0008150	ND
2810428I15Rik	GO:0008150	ND
2810429I04Rik	GO:0008150	ND
2810459M11Rik	GO:0008150	ND
2810468N07Rik	GO:0008150	ND
2810474C18Rik	GO:0008150	ND
2810474O19Rik	GO:0008150	ND
2900005J15Rik	GO:0008150	ND
2900011O08Rik	GO:0007026	IMP
2900011O08Rik	GO:0021822	IMP
2900026A02Rik	GO:0008150	ND
2900040C04Rik	GO:0008150	ND
2900041M22Rik	GO:0008150	ND
2900052L18Rik	GO:0008150	ND
2900055J20Rik	GO:0008150	ND
2900060B14Rik	GO:0008150	ND
2900073C17Rik	GO:0008150	ND
2900076A07Rik	GO:0008150	ND
2900079G21Rik	GO:0008150	ND
2900092C05Rik	GO:0008150	ND
3010026O09Rik	GO:0008150	ND
3021401N23Rik	GO:0008150	ND
3100002H09Rik	GO:0008150	ND
3110001I22Rik	GO:0008150	ND
3110009E18Rik	GO:0008150	ND
3110009F21Rik	GO:0008150	ND
3110018I06Rik	GO:0008150	ND
3110021A11Rik	GO:0008150	ND
3110021N24Rik	GO:0008150	ND
3110035E14Rik	GO:0008150	ND
3110039M20Rik	GO:0008150	ND
3110040M04Rik	GO:0008150	ND
3110040N11Rik	GO:0008150	ND
3110043O21Rik	GO:0006897	ISO
3110043O21Rik	GO:0006914	ISO
3110045C21Rik	GO:0008150	ND
3110052M02Rik	GO:0006355	IBA
3110054G05Rik	GO:0008150	ND
3110056K07Rik	GO:0008150	ND
3110062M04Rik	GO:0008150	ND
3110070M22Rik	GO:0008150	ND
3110079O15Rik	GO:0008150	ND
3110082I17Rik	GO:0008150	ND
3110082J24Rik	GO:0008150	ND
31bex	GO:0001843	IMP
3222401L13Rik	GO:0008150	ND
3300002A11Rik	GO:0008150	ND
3300002I08Rik	GO:0008150	ND
3425401B19Rik	GO:0008150	ND
3632451O06Rik	GO:0008150	ND
3830403N18Rik	GO:0002244	IGI
3830403N18Rik	GO:0007286	IBA
3830406C13Rik	GO:0008150	ND
3830408C21Rik	GO:0008150	ND
3830417A13Rik	GO:0008150	ND
38dlp	GO:0001756	IMP
38dlp	GO:0048368	IMP
3930402G23Rik	GO:0008150	ND
4430402I18Rik	GO:0008150	ND
4631405J19Rik	GO:0008150	ND
4632404H12Rik	GO:0008150	ND
4632411P08Rik	GO:0008150	ND
4632415L05Rik	GO:0008150	ND
4632427E13Rik	GO:0008150	ND
4632428C04Rik	GO:0008150	ND
4632433K11Rik	GO:0008150	ND
4731417B20Rik	GO:0008150	ND
4731419I09Rik	GO:0008150	ND
4732414G09Rik	GO:0008150	ND
4732419C18Rik	GO:0008150	ND
4732440D04Rik	GO:0008150	ND
4732456N10Rik	GO:0008150	ND
4732463B04Rik	GO:0008150	ND
4732465J04Rik	GO:0008150	ND
4732471J01Rik	GO:0008150	ND
4732487G21Rik	GO:0008150	ND
4732491K20Rik	GO:0008150	ND
4831440E17Rik	GO:0008150	ND
4833405L11Rik	GO:0008150	ND
4833407H14Rik	GO:0008150	ND
4833412C05Rik	GO:0008150	ND
4833413E03Rik	GO:0008150	ND
4833417C18Rik	GO:0008150	ND
4833418N02Rik	GO:0008150	ND
4833419F23Rik	GO:0008150	ND
4833419G08Rik	GO:0008150	ND
4833420G17Rik	GO:0008150	ND
4833422M21Rik	GO:0008150	ND
4833423E24Rik	GO:0006629	IEA
4833423E24Rik	GO:0006629	IEA
4833423E24Rik	GO:0006631	IEA
4833423E24Rik	GO:0006633	IEA
4833423E24Rik	GO:0006810	IEA
4833423E24Rik	GO:0008150	ND
4833423E24Rik	GO:0055114	IEA
4833427G06Rik	GO:0008150	ND
4833428L15Rik	GO:0008150	ND
4833439L19Rik	GO:0008150	ND
4833439L19Rik	GO:0055114	IEA
4921501E09Rik	GO:0008150	ND
4921504A21Rik	GO:0008150	ND
4921504E06Rik	GO:0008150	ND
4921507G05Rik	GO:0008150	ND
4921507L20Rik	GO:0008150	ND
4921507P07Rik	GO:0008150	ND
4921508M14Rik	GO:0008150	ND
4921509C19Rik	GO:0006468	IBA
4921509C19Rik	GO:0016310	IEA
4921509C19Rik	GO:0035556	IBA
4921511C20Rik	GO:0008150	ND
4921511H03Rik	GO:0008150	ND
4921511M17Rik	GO:0008150	ND
4921513D11Rik	GO:0008150	ND
4921513I03Rik	GO:0008150	ND
4921517D22Rik	GO:0008150	ND
4921522P10Rik	GO:0008150	ND
4921524J17Rik	GO:0008150	ND
4921524L21Rik	GO:0008150	ND
4921528I07Rik	GO:0008150	ND
4921530L21Rik	GO:0008150	ND
4921531C22Rik	GO:0008150	ND
4921531P14Rik	GO:0008150	ND
4921534A09Rik	GO:0008150	ND
4921536K21Rik	GO:0008150	ND
4921539E11Rik	GO:0008150	ND
4921539H07Rik	GO:0008150	ND
4922502B01Rik	GO:0008150	ND
4922502D21Rik	GO:0008150	ND
4930402F06Rik	GO:0008150	ND
4930402H24Rik	GO:0008150	ND
4930402K13Rik	GO:0008150	ND
4930404H24Rik	GO:0008150	ND
4930404I05Rik	GO:0008150	ND
4930404N11Rik	GO:0008150	ND
