EntrezGene ID	RefSeq ncRNA [e.g. NR_002834]
574470	NR_030192
693207	NR_030754
100302161	NR_031610
100422901	NR_036086
84678	
100302123	NR_031681
100422832	NR_036159
100422832	NR_036158
100422899	NR_036159
100422899	NR_036158
93166	
102466732	NR_106832
100616456	NR_039687
100616248	NR_039877
767591	NR_003206
102465250	NR_106758
693180	NR_030325
100033815	NR_003356
677780	NR_003012
677809	NR_002963
26829	NR_002754
100616416	NR_039880
8459	
9253	
693196	NR_030342
100033428	NR_003331
100033416	NR_003319
100847012	NR_049800
100422985	NR_036259
26835	NR_003925
100500876	NR_037446
100422843	NR_036181
102465840	NR_107008
574510	NR_030232
100302229	NR_031652
582	
100423026	NR_036184
693158	NR_030299
100616423	NR_039852
100847076	NR_049843
102466889	NR_107059
3116	
102465462	NR_106829
100302114	NR_031709
314	
100500851	NR_037482
100616244	NR_039772
102466616	NR_106748
406919	NR_029673
50832	
102465752	NR_106987
102465524	NR_106929
100616474	NR_039865
102723897	
100616476	NR_039648
100422960	NR_036140
100847068	NR_049801
132864	
100847046	NR_049808
100422861	NR_036191
406960	NR_029705
100616482	NR_039833
105372894	
100126304	NR_030590
407006	NR_029635
2353	
574459	NR_030181
100422873	NR_036179
767608	NR_003220
102465441	NR_106795
100422954	NR_036192
100188847	NR_030646
102466865	NR_107002
100616484	NR_039680
406952	NR_029487
100616428	NR_039762
574516	NR_030238
100422936	NR_036108
100616243	NR_039916
728137	
100302144	NR_031733
100616432	NR_039864
101954273	NR_104082
100169766	NR_023377
100422854	NR_036154
100616342	NR_039781
102465837	NR_107003
100126349	NR_030626
102464832	NR_106731
100422862	NR_036071
11076	
101954271	NR_104080
102465517	NR_106917
554214	NR_029962
100422908	NR_036076
154288	
26870	NR_004427
100847029	NR_049799
100500881	NR_039963
100500881	NR_037459
100616303	NR_039963
100616303	NR_037459
100616277	NR_039748
79839	
102464827	NR_106722
100506581	
101340252	NR_102370
253017	
102466912	NR_106931
100302124	NR_031698
100033426	NR_003329
5877	
100500882	NR_037440
100847031	NR_049885
554210	NR_029957
100422990	NR_036085
768222	NR_030528
102466253	NR_107043
7919	
677768	NR_003002
767564	NR_003232
100616256	NR_039872
100169760	NR_023371
54766	
406949	NR_029663
100422951	NR_036098
100302134	NR_031621
26777	NR_002911
100616196	NR_039751
100616311	NR_039769
100500879	NR_037441
102466202	NR_106919
2880	
100302138	NR_031699
693153	NR_030293
100302153	NR_031578
100500834	NR_037490
102465139	NR_106749
103504739	NR_128716
406969	NR_029711
677796	NR_002991
100616195	NR_039869
100124535	NR_003705
100422836	NR_036144
100500897	NR_037411
9300	NR_002562
100422834	NR_036267
100379132	NR_033335
100422849	NR_036093
105372897	
100302205	NR_031696
100616393	NR_039801
102466743	NR_106880
692072	NR_003033
100302236	NR_031661
100616429	NR_039819
100422846	NR_036122
100500890	NR_037405
100033438	NR_003340
100126329	NR_030638
100126339	NR_030638
100126339	NR_030639
100126339	NR_030637
100126352	NR_030638
100500812	NR_037448
100302127	NR_031716
51764	
100302288	NR_031686
100500872	NR_037473
171024	
100616215	NR_039710
677798	NR_002952
5865	
693199	NR_030345
100422974	NR_036139
100500843	NR_037487
100616143	NR_039920
2843	
692073	NR_003035
102466194	NR_106831
574448	NR_030170
100616310	NR_039793
26805	NR_002749
100422982	NR_036248
693157	NR_030298
407049	NR_029509
692076	NR_003037
84938	
102465440	NR_106793
574414	
100313780	NR_031755
100500866	NR_037506
574512	NR_030234
100616268	NR_039682
100616245	NR_039805
100846998	NR_049872
100422857	NR_036202
100616211	NR_039858
102466757	NR_106944
692214	NR_003079
100132677	NR_038866
100132677	
406946	NR_029704
102466877	NR_107039
152002	
100302116	NR_031668
100500908	NR_037407
26863	NR_004400
407053	NR_029512
102466746	NR_106894
100033423	NR_003326
693159	NR_030300
102465526	NR_106932
100423035	NR_036198
100847022	NR_049816
100313778	NR_031582
724029	NR_030396
100500900	NR_037462
100033811	NR_003352
6319	
100616175	NR_039776
201176	
338427	NR_001292
100500914	NR_037404
100847008	NR_049834
100500850	NR_037453
724032	NR_030384
9731	
102465485	NR_106867
100500823	NR_037485
100169759	NR_023370
100302156	NR_031598
692223	NR_004403
100616123	NR_039941
100616224	NR_039908
100422911	NR_036257
100287722	NR_037864
102465138	NR_106747
102724023	
100288966	
100616169	NR_039602
55704	
100302132	NR_031593
6158	
26517	
23351	
595099	NR_002442
440419	
440419	NR_033892
102465474	NR_106849
100847059	NR_049817
26828	NR_002753
100033808	NR_003349
100847081	NR_049888
285267	
693133	NR_030319
693133	NR_037513
100500883	NR_030319
100500883	NR_037513
100500919	NR_037503
693138	NR_030279
693170	NR_030311
100616204	NR_039882
100422972	NR_130462
100500904	NR_037507
100616284	NR_039709
285242	
101928200	
101928200	NR_120541
692229	NR_004381
101954272	NR_104081
100302743	NR_028374
100302276	NR_031622
767562	NR_003230
693123	NR_030387
83592	
100302211	NR_031607
100302228	NR_031663
84812	
4600	
6023	NR_003051
100302141	NR_031734
693208	NR_030353
100302135	NR_031565
100313843	NR_031756
654321	NR_002921
442911	NR_029907
406956	NR_029782
100422914	NR_036214
10043	
406976	NR_029586
54665	
100422950	NR_036094
54467	
100126296	NR_030580
9824	
100616485	NR_039649
254173	
684959	NR_003028
100313837	NR_031576
9476	
574467	NR_030189
100033450	NR_003305
693221	NR_030366
245913	
100302167	NR_031629
343	
724024	NR_030390
102465870	NR_107037
100422939	NR_036102
574443	NR_030165
100302121	NR_031682
9515	
102466252	NR_107036
100302219	NR_039947
100302219	NR_031647
100616324	NR_039947
100616324	NR_031647
102466739	NR_106861
767596	NR_003211
64601	
7473	
100422978	NR_036150
102465995	NR_107048
102465872	NR_107040
26790	NR_002572
102465531	NR_106942
768213	NR_030407
102465428	NR_106774
767561	NR_003229
100302280	NR_031602
100616434	NR_039911
100126350	NR_030630
100847067	NR_049812
100169762	NR_023373
100423038	NR_130459
54014	
9355	
100616109	NR_039671
677811	NR_002964
642402	
642402	NR_111962
100422953	NR_036123
100616356	NR_039933
100302155	NR_031657
2116	
406882	NR_029477
102465877	NR_107047
102465862	NR_107023
3996	
100126308	NR_030594
102465475	NR_106850
1837	
102466724	NR_106797
693198	NR_030344
100033424	NR_003327
100847051	NR_049826
26789	NR_002737
102465803	NR_106993
406988	NR_029622
767582	NR_003198
407056	NR_029843
100616409	NR_039861
100847017	NR_049868
80204	
100302122	NR_031594
100616455	NR_039610
6432	
442899	NR_029905
100616365	NR_039623
102466814	NR_106973
100616127	NR_039650
102465909	NR_107062
100616212	NR_039696
100500827	NR_037408
100847003	NR_049878
9783	
100302257	NR_031720
100033434	NR_003337
100423012	NR_036138
102466750	NR_106914
406958	NR_029614
542767	
26792	NR_002738
80067	
693202	NR_030348
9755	
100616475	NR_039629
25859	NR_028509
25859	
100500826	NR_037471
102465800	NR_106989
693231	NR_030376
100500831	NR_037474
102465486	NR_106869
100033809	NR_003350
26810	NR_002751
2139	
100616209	NR_039666
7082	
100616266	NR_039886
100847056	NR_049894
8944	NR_000007
85389	NR_001453
100422988	NR_036112
26773	NR_000010
100616202	NR_039777
102466967	NR_106746
406884	NR_029479
103504731	NR_128711
100847048	NR_049873
102464829	NR_106726
692215	NR_003080
693165	NR_030306
3820	
715	
100616328	NR_039622
26871	NR_004430
102465842	NR_107010
406910	NR_029693
100616370	NR_039928
7711	
100616494	NR_039747
100169761	NR_023372
406947	NR_030784
100500825	NR_037433
724026	NR_030392
103504735	NR_128708
100422847	NR_036173
100422945	NR_036220
100616278	NR_039766
100113380	NR_003686
406977	NR_029618
345643	
677845	NR_003021
693160	NR_030301
100847047	NR_049877
26099	
100616301	NR_039821
554213	NR_029960
26808	NR_000013
100616259	NR_039760
51621	
100302234	NR_031705
84798	
100616138	NR_039950
5187	
170959	
389898	NR_121210
391003	
767578	NR_003194
407014	NR_029498
4050	
6066	NR_002716
693161	NR_030302
102466815	NR_106977
9304	NR_000008
102724828	
102465834	NR_106998
595098	NR_002441
1102	
554223	
100847070	NR_049828
101340250	NR_102368
102723373	
102723373	NR_119378
100302259	NR_031606
407977	
100616360	NR_039948
574506	NR_030228
100616114	NR_039814
693163	NR_030304
26817	NR_000019
677840	NR_003018
100422856	NR_036069
102465458	NR_106823
57335	
102465456	NR_106819
100302130	NR_031633
100616361	NR_039934
100169754	NR_023365
1748	
102465864	NR_107027
100847020	NR_049846
100616313	NR_039904
102466751	NR_106918
100616354	NR_039600
100302233	NR_031672
100422992	NR_036106
693234	NR_030379
102465477	NR_106854
100302139	NR_031718
26796	NR_002741
23559	
100422841	NR_036135
100422997	NR_036211
100422986	NR_036072
101954278	NR_104088
693146	NR_030287
100302217	NR_031728
6668	
100126354	NR_030643
102465975	NR_106821
574513	NR_030235
51527	
94161	NR_000024
574504	NR_030226
26818	NR_000020
80217	
100500896	NR_037439
116535	
55603	
100616258	NR_039741
693139	NR_030280
100616483	NR_039906
26780	NR_000012
102466196	NR_106852
100847077	NR_049870
6082	NR_002908
1448	
677832	NR_003015
2917	
100616329	NR_039849
693201	NR_030346
85391	NR_003125
768215	NR_030409
1394	
102465436	NR_106786
100033430	NR_003333
100302209	NR_031571
442910	NR_029906
442918	NR_029866
8897	
102465503	NR_106895
5136	
407020	NR_029502
692063	NR_003032
102465478	NR_106855
2720	
100616205	NR_039853
574484	NR_030206
100616449	NR_039878
406935	NR_029684
116937	NR_000027
56145	
100033445	NR_003300
100500869	NR_037444
102465866	NR_107031
574472	NR_030194
5167	
406939	NR_029604
143279	
100423018	NR_036164
102465873	NR_107041
100616129	NR_039647
406995	NR_029626
122664	
406929	NR_029700
100616388	NR_039875
100313835	NR_031702
5393	
102465879	NR_107052
574503	NR_030225
101927318	NR_110591
101927318	NR_110590
101927318	
100616281	NR_039951
100033805	NR_003346
102724770	
100500894	NR_037461
100423008	NR_036061
693190	NR_030336
1363	
102465907	NR_107058
724025	NR_030391
100616414	NR_039918
374768	
102723362	NR_110577
140612	
102465863	NR_107025
100616336	NR_039611
406971	NR_029712
100616400	NR_039851
100126313	NR_030613
100847052	NR_049842
100302115	NR_031567
9299	NR_002561
89882	
406920	NR_029845
406896	NR_029519
100616250	NR_039767
100302239	NR_031646
100616437	NR_039836
100302169	NR_031725
100616448	NR_039955
677781	NR_003013
100126331	NR_030640
100616375	NR_039640
100033415	NR_003318
574480	NR_030202
767605	NR_003218
151011	
693142	NR_030284
100616207	NR_039641
406959	NR_029615
100616440	NR_039653
102466659	NR_106770
574442	NR_030164
100422737	
100422737	NR_033557
102466742	NR_106876
100616249	NR_039925
54873	
102467004	NR_107020
102464835	NR_106735
677800	NR_002954
100616477	NR_039644
768220	NR_030527
619571	NR_002592
102465469	NR_106840
100422909	NR_036177
102466982	NR_106787
100422962	NR_036239
100422831	NR_036266
102466753	NR_106928
407037	NR_029714
693203	NR_030349
729587	
100847027	NR_049891
91851	
100500917	NR_037451
677816	NR_002993
100500808	NR_037481
100616332	NR_039866
100379141	NR_033337
100302113	NR_031604
23512	
100847082	NR_049867
100422942	NR_036083
55643	
692058	NR_003031
102465833	NR_106995
406968	NR_029710
100616325	NR_039665
81876	
693128	NR_030315
26834	NR_003137
100616386	NR_039798
100500857	NR_037504
100422877	NR_036175
100422877	NR_036174
100422987	NR_036175
100422987	NR_036174
100422903	NR_036250
574487	NR_030209
692093	NR_003050
29889	
56123	
100616391	NR_039832
56244	
101928600	NR_109904
574457	NR_030179
100616179	NR_039719
3687	
115653	
693131	NR_037517
693131	NR_030385
100500895	NR_037517
100500895	NR_030385
100616124	NR_039790
4952	
693219	NR_030364
100033806	NR_003347
54875	
100423005	NR_036244
574486	NR_030208
338433	NR_001291
692202	NR_003067
102465460	NR_106826
574485	NR_030207
100616299	NR_039654
102466953	NR_106730
102465976	NR_106865
55650	
8195	
9397	
100847043	NR_049861
81609	
57415	
102466872	NR_107015
100616486	NR_039847
724023	NR_030388
102465481	NR_106860
100847041	NR_049833
100616343	NR_039824
27111	
128367	
100302281	NR_031613
391190	
102465489	NR_106873
100500816	NR_037422
127077	
102465455	NR_106818
100616340	NR_039915
406937	NR_029686
256892	
100847016	NR_049880
10936	
100616222	NR_039707
100126324	NR_030631
85390	NR_001454
100422934	NR_036096
119695	
100302185	NR_031609
3802	
79324	
767567	NR_003235
407030	NR_029666
3122	
100847053	NR_049887
390093	
23310	
100847089	NR_049849
5019	
119764	
102465504	NR_106897
100847092	NR_049840
102466755	NR_106935
219428	
100423023	NR_036167
390142	
220002	
406898	NR_029522
100846992	NR_049862
219437	
1071	
574479	NR_030201
729528	
100302119	NR_031719
100302125	NR_031620
219479	
100616146	NR_039759
219493	
101954266	NR_104075
134353	
285989	
101928886	NR_110741
219952	
4939	
138715	
5195	
6865	
100033456	NR_003310
100500909	NR_037470
283162	
102465880	NR_107053
11007	
100423021	NR_036185
442194	
406911	NR_029671
442909	NR_029888
347169	
102465527	NR_106936
677802	NR_002956
100033422	NR_003325
85302	
100500846	NR_037460
102465695	NR_106983
406922	NR_029675
828	
56667	
100616334	NR_039953
442895	NR_029858
26281	
100616292	NR_039839
100847000	NR_049841
693184	NR_030329
953	
26822	NR_000022
100033417	NR_003320
664613	NR_030257
100126309	NR_030596
102465688	NR_106972
102465442	NR_106796
100505591	
101928947	
3431	
3785	
101060321	
5819	
100169751	NR_023363
909	
23081	
105377494	
574509	NR_030231
8569	
55684	
102465684	NR_106971
677813	NR_002966
100422955	NR_036235
100313840	NR_031749
100302218	NR_031616
100616130	NR_039752
171389	
100616227	NR_039724
445	
100616387	NR_039891
28976	
100151683	NR_023343
100422970	NR_036176
102465867	NR_107032
54762	
8644	
406974	NR_029583
102466744	NR_106885
407033	NR_029599
102466749	NR_106908
113220	
9837	
100616381	NR_039661
374387	NR_027134
51643	
727676	NR_033294
100616458	NR_039970
388327	
402160	
26781	NR_002912
100847072	NR_049806
693152	NR_030292
100847014	NR_049836
63915	
693168	NR_030309
6079	NR_000005
54494	
677792	NR_003026
400121	NR_040244
102467074	NR_104617
3710	
100616367	NR_039677
105379478	
105379478	NR_133643
100169763	NR_023374
102465507	NR_106901
105373383	NR_131982
105373383	
100616422	NR_130466
693209	NR_030354
9210	
56241	
146894	
407001	NR_029632
406909	NR_029670
619563	NR_002582
25826	NR_004398
4319	
100616307	NR_039914
285577	NR_033898
102466656	NR_106754
100847078	NR_049838
767565	NR_003233
693218	NR_030363
102465514	NR_106913
102466227	NR_106985
100874185	NR_051990
100874185	NR_047477
10801	
100616187	NR_039944
100124537	NR_003707
100302268	NR_031617
100422859	NR_036087
100302152	NR_031666
5396	
574466	NR_030188
574468	NR_030190
101954275	NR_104084
100616369	NR_039863
27430	
693171	NR_030313
693185	NR_030331
1196	
101410543	NR_102711
101410543	NR_102710
101410543	
102465516	NR_106916
100616112	NR_039956
24150	
653550	
729264	
729355	
102723655	
102723713	
102724101	
102724127	
166012	
100302254	NR_031695
8293	
100847006	NR_049835
114822	
767595	NR_003210
26767	NR_004386
100302183	NR_031726
100616408	NR_039969
693147	NR_030288
3934	
245915	
100302140	NR_031635
100500868	NR_037476
100500868	NR_037475
100500903	NR_037476
100500903	NR_037475
693149	NR_030290
79786	
26800	NR_002744
56140	
102465666	NR_106959
158427	
80036	
4661	
166815	
146852	
102466515	NR_106715
692148	NR_004387
100616337	NR_039902
6992	
406907	NR_029668
386618	
100422852	NR_130464
100616269	NR_039782
515	
101927884	NR_110281
100033460	NR_003312
10199	
91316	
91316	NR_024448
259294	
619568	NR_002588
102466748	NR_106904
100313781	NR_031757
11072	
6834	
100616267	NR_039935
100616267	NR_039936
100616472	NR_039935
100616472	NR_039936
102725121	
53940	
10190	
692225	NR_004378
100302143	NR_031650
145438	NR_037676
641649	
693206	NR_030352
50840	
102724357	
26815	NR_002448
144125	
3808	
767563	NR_003231
629	
102465978	NR_106909
100423011	NR_036090
100033413	NR_003316
148534	
100616167	NR_039873
677793	NR_002950
349152	NR_027768
349152	
349152	NR_003561
63943	
693216	NR_030360
27248	
100996720	
442916	NR_039909
442916	NR_029864
26766	NR_004385
406955	NR_029612
102465444	NR_106800
100500913	NR_037465
100302287	NR_031679
677807	NR_002961
406994	NR_029625
767610	NR_003222
7072	
677830	NR_002980
102466854	NR_106992
101928283	NR_110188
100422977	NR_036260
100422845	NR_036261
100616359	NR_039883
6232	
100131138	
100131138	NR_036513
100616399	NR_039635
100616139	NR_039895
100616111	NR_039660
102466741	NR_106871
103504741	NR_128721
221184	
25805	
106478957	
114787	
100313824	NR_031608
26787	NR_002735
102465470	NR_106842
101929717	NR_110823
100616389	NR_039670
257202	
170850	
100616487	NR_039742
374882	
406899	NR_029523
101929064	
101929064	NR_110879
6141	
100126341	NR_030581
100616271	NR_039780
100033801	NR_003342
406957	NR_029613
101929184	NR_125789
389376	
84418	
574491	NR_030213
100500828	NR_037413
134701	
100422891	NR_036221
100422900	NR_036115
100422900	NR_036114
100423033	NR_036115
100423033	NR_036114
693137	NR_030278
100616145	NR_039972
100616275	NR_039731
80142	
100616210	NR_039890
100616262	NR_039850
406986	NR_029620
574518	NR_030240
26289	
406925	NR_029677
5222	
101929651	NR_121680
101929651	
26819	NR_000021
102467003	NR_107005
100616436	NR_039651
440712	
8516	
100616247	NR_039601
677842	NR_002995
221527	
285440	
22925	
100616148	NR_039917
406996	NR_029627
4784	
375748	
100302117	NR_031564
100847033	NR_049830
100506994	
100506994	NR_038282
100506994	NR_038283
100126303	NR_030589
100616407	NR_039645
51368	
728075	
100847064	NR_049879
102465443	NR_106798
79864	
594837	NR_002434
100302145	NR_031649
100616348	NR_039807
100616348	NR_039803
100616372	NR_039807
100616372	NR_039803
100422864	NR_036088
100847037	NR_049797
641451	NR_002917
100422930	NR_036256
89832	
101929970	
677765	NR_003139
677885	NR_003025
26094	
677773	NR_003007
6439	
1302	
56139	
54870	
400673	
100616351	NR_039817
1767	
100423040	NR_036124
201243	
406917	NR_029596
79728	
100033807	NR_003348
5983	
102724159	
51660	
102466205	NR_106947
22987	
100500905	NR_037434
11103	
100847028	NR_049852
57565	
92935	
100500849	NR_037480
100500860	NR_037412
3018	
100422920	NR_036166
645682	NR_034180
105371242	
102465508	NR_106902
353189	
100616473	NR_039631
100846994	NR_049832
102465487	NR_106870
11187	
6447	
574481	NR_030203
619279	
146722	
102465857	NR_107016
100616180	NR_039675
125958	
100033455	NR_003309
574483	NR_030205
406889	NR_029484
140730	
5950	
8590	
10542	
100422917	NR_036246
2914	
4308	
100616327	NR_039704
56882	
8687	
388468	
100033421	NR_003324
10103	
7201	
730005	
442890	NR_029903
10818	
1815	
100616213	NR_039637
407051	NR_029692
83867	NR_001551
115708	
