EntrezGene ID	Agilent WholeGenome 4x44k v1 probe
23005	A_24_P944444
23005	A_24_P272594
23005	A_23_P352226
23005	
101928784	
101928784	A_32_P40272
7866	A_23_P92132
7866	A_23_P361405
7866	
64112	
200150	A_23_P510
200150	
80124	A_32_P74366
80124	A_23_P256445
157313	A_23_P385861
157313	
6737	A_23_P47691
7388	
101410540	
257	A_23_P85941
83729	
83729	A_24_P141707
57396	A_23_P61674
57396	A_24_P123521
57396	
100505975	A_32_P145447
283514	A_24_P110827
283514	A_24_P59735
1022	
1022	A_23_P133585
57085	A_23_P158596
57085	
9791	A_23_P168868
9791	
128977	A_23_P388244
128977	A_24_P922357
2107	A_23_P133582
2107	
3753	
388820	
102723475	
102060282	A_32_P46351
55211	A_23_P380526
55211	
222	A_23_P24311
222	
738	
738	A_23_P104641
400084	
400084	A_24_P886065
864	A_23_P51231
864	
9452	A_23_P171074
9452	
84905	A_23_P17562
84905	A_23_P17570
3274	A_23_P7535
440896	
80243	A_32_P59648
80243	A_23_P134887
80243	
1052	A_23_P31810
219972	A_23_P127727
219972	A_24_P153568
90673	A_23_P428640
90673	
90809	A_23_P48610
90809	
197259	A_24_P185044
197259	A_23_P61050
197259	
26140	
26140	A_23_P380928
26140	A_24_P37540
26140	A_23_P391382
26140	A_24_P917492
284058	A_23_P55376
284058	
11345	A_23_P118313
11345	A_24_P356338
11345	
155051	
2830	A_23_P156919
154872	
26692	
120	
120	A_23_P202435
120	A_24_P90097
101928846	A_32_P22549
101928846	
10319	
23173	A_23_P155907
23173	A_24_P226076
23173	
84698	A_32_P209208
84698	A_23_P380379
84698	
389376	A_24_P367079
85378	A_23_P6546
85378	
119692	
126006	A_24_P399500
55388	A_24_P412088
55388	A_23_P161474
55388	
9196	A_23_P125033
9196	A_23_P370454
9196	
23239	A_23_P89762
23239	
23239	A_24_P935712
6447	A_23_P62081
26257	A_24_P253293
79140	A_23_P62764
79140	
6809	A_23_P139143
6809	
2639	A_23_P90089
2639	
6696	A_23_P7313
6696	
7730	A_24_P168398
7730	A_23_P164706
7730	
80144	A_23_P259462
80144	A_32_P107876
80144	
80144	A_23_P133107
119694	
8601	A_23_P73097
8601	
57010	
100133991	
100133991	A_23_P328174
100499171	
400668	A_23_P251805
389333	
101669764	A_32_P191200
101669764	A_32_P95766
128360	A_23_P23507
100526830	A_24_P262201
100526830	A_23_P501451
100526830	A_24_P914573
100526831	A_24_P262201
100526831	A_23_P501451
100526831	A_24_P914573
3674	
3674	A_24_P65373
9925	A_23_P216476
553158	
9903	A_23_P341223
9903	A_23_P201478
9903	
646457	
757	
4314	A_23_P161698
4314	
57185	A_23_P46604
57185	A_24_P919419
57185	A_24_P45367
57185	
29078	A_24_P46659
29078	A_24_P171983
100132464	
401665	
728656	A_32_P179998
728656	
728656	A_24_P410286
23315	A_24_P58054
23315	A_23_P252936
23315	
391107	
7351	A_23_P47704
7351	
1669	A_23_P326080
9194	A_23_P117059
9194	
9194	A_32_P105397
9194	A_32_P130630
100270679	
7855	A_24_P148503
7855	A_23_P108437
7855	A_23_P397999
3682	A_23_P218375
3682	
7078	A_23_P399078
55531	
55531	A_23_P401774
643923	
643923	A_23_P401774
5053	A_32_P226169
5053	A_23_P2501
5053	
387921	A_24_P412486
387921	A_32_P129950
387921	
4297	A_24_P196298
4297	
3796	
3796	A_23_P254091
225689	
23220	
23220	A_24_P158718
9701	A_23_P95353
9701	A_24_P919727
9701	
10865	
10865	A_23_P143016
10865	A_24_P929441
2273	A_23_P217326
2273	
3456	A_23_P71774
64395	A_23_P335463
64395	A_23_P28375
64395	
128408	A_24_P57898
64866	A_23_P113613
64866	A_23_P32474
64866	
7403	A_23_P217304
7403	
389827	
164781	
84978	A_23_P26037
84978	
3163	A_24_P381945
3163	A_23_P100501
3163	
26065	
101928687	
101929586	
2825	A_23_P154150
23624	A_23_P397910
319	A_23_P87491
319	A_24_P193027
129642	A_32_P119096
129642	A_24_P114255
129642	A_23_P370635
129642	
64409	A_23_P111517
64409	
2045	A_23_P7835
2045	A_24_P226332
2045	A_24_P34031
7407	
3814	A_23_P124892
131965	A_23_P361469
131965	
192134	A_23_P366895
192134	A_23_P127978
5596	
4725	A_23_P10463
441871	A_23_P126658
28981	A_24_P164123
28981	A_23_P48130
28981	
100507300	
102724551	
196385	
83864	A_23_P406242
83864	A_23_P251868
425057	A_23_P406242
425057	A_23_P251868
55209	
55209	A_23_P212204
55209	A_24_P944427
55209	A_23_P92035
26275	
26275	A_23_P154345
345611	
51191	A_23_P110196
51191	
10022	A_23_P51479
9512	A_23_P134464
9512	
6897	A_23_P70168
6897	
100303755	
6693	A_23_P433758
6693	A_23_P433760
6693	
6693	A_24_P407645
105369261	A_23_P433758
105369261	A_23_P433760
105369261	
105369261	A_24_P407645
79897	
3806	
58492	A_32_P182394
58492	A_32_P182388
58492	
6789	A_23_P143199
6789	A_24_P185615
6789	A_24_P935026
6789	
343172	A_24_P298724
26119	A_32_P216548
26119	
54955	A_23_P45970
54955	
104355285	
10247	A_23_P134714
10247	
91752	A_32_P316136
102724053	
430	A_32_P171061
430	A_23_P105088
9808	A_23_P386442
3918	
3918	A_23_P201636
51166	A_23_P253484
51166	
26220	A_23_P29118
26220	
9986	
79644	A_23_P121783
81621	A_23_P421011
81621	
81621	A_24_P192727
10314	A_24_P259922
10314	A_23_P50887
10314	
442319	A_32_P46191
117155	A_24_P181422
117155	A_23_P88489
117155	
57576	
57576	A_23_P400515
57576	A_24_P942954
343450	
123879	A_32_P104000
6942	A_23_P424316
6942	
91689	
9240	A_23_P99771
85441	A_24_P79199
85441	
1662	A_23_P32938
1662	
150160	A_23_P29110
253769	
10220	A_24_P227350
10220	A_23_P76102
50650	A_23_P143885
50650	
23670	A_23_P94552
23670	
494513	
345193	
84552	A_24_P74070
84552	A_23_P141699
84552	
26279	A_23_P300100
26279	A_24_P111271
221037	A_23_P427217
221037	A_32_P57140
221037	A_23_P300301
221037	
85235	A_23_P81859
388815	A_32_P186865
388815	A_32_P188953
388815	
2643	A_24_P167642
2643	A_23_P163079
135656	A_24_P269184
135656	A_23_P122508
55743	
55743	A_23_P344037
55743	A_32_P834166
1535	
1535	A_23_P315651
6424	A_23_P215328
6424	
203238	
203238	A_23_P350658
203238	A_32_P450587
196463	A_23_P10911
196463	A_32_P90695
196463	
64081	A_24_P112395
64081	A_23_P149998
64081	
64081	A_24_P126484
103352670	
9228	
5261	A_24_P296457
5261	A_23_P77682
5261	
80833	A_23_P29237
80833	A_24_P416997
80833	
55229	
60676	
60676	A_23_P23873
100130111	
558	A_23_P208389
558	
63827	
63827	A_23_P160607
63827	A_24_P358554
119772	
84639	A_23_P501713
81696	
100874031	
6691	A_23_P155688
6691	
51296	
79444	A_23_P79769
100507435	
799	A_23_P134484
799	
22862	A_23_P25503
22862	A_24_P409126
22862	
4733	
442194	
79794	A_24_P107528
79794	A_24_P715924
79794	A_23_P13797
79794	
137868	A_23_P373584
137868	
56990	A_23_P430758
56990	A_23_P167767
56990	A_24_P409042
56990	
23185	
23185	A_23_P405942
2314	
163223	A_24_P205036
26531	
10695	A_23_P19352
1613	A_23_P165028
1613	
101927274	
7587	
7587	A_24_P239668
728340	
728340	A_24_P3704
728340	A_24_P274640
1760	A_23_P50535
1760	
137209	A_23_P301360
56171	A_23_P33583
56171	A_24_P410776
56171	
56171	A_32_P351037
100507118	
64981	A_23_P5266
64981	A_24_P125690
64981	
10061	
10061	A_24_P380629
64097	A_24_P944378
64097	
64097	A_23_P135948
64097	A_24_P943026
6289	
283316	
1827	
1827	A_23_P166248
285051	
285051	A_32_P776863
81559	A_23_P115124
81559	A_24_P370682
81559	
81559	A_24_P50908
7570	A_23_P384512
7570	A_23_P202458
652968	
284273	A_32_P177300
284273	A_24_P22746
284273	A_23_P375476
284273	A_23_P330448
2744	A_24_P294233
2744	A_23_P39766
2744	A_23_P308800
2744	
80072	A_23_P37455
79411	A_23_P218579
79411	
55659	A_23_P55688
132989	A_23_P377339
132989	
100506746	A_23_P377339
100506746	
1005	A_24_P382287
1005	A_23_P153146
1005	
118460	A_32_P162726
118460	A_32_P121794
118460	A_32_P39963
118460	A_24_P39639
118460	A_23_P100413
55696	A_23_P92895
55696	
64764	
64764	A_24_P180654
5707	A_23_P209740
5707	
80864	
102723968	A_23_P342751
79596	A_23_P25638
8623	A_23_P159544
8623	A_23_P159539
8623	
285521	A_23_P321485
285521	A_24_P208897
285521	
10718	
10718	A_23_P61761
79939	
79939	A_23_P208416
53822	
100874101	A_32_P85009
116285	A_23_P106933
116285	
7567	
7567	A_23_P500905
101927849	
100101120	A_32_P737629
9540	
7581	A_24_P212129
7581	A_24_P212127
55173	A_24_P209285
55173	A_23_P70417
9271	
83394	
4118	
4118	A_23_P17134
3861	A_24_P265346
388906	
8324	A_23_P209449
27044	A_23_P42829
27044	
27044	A_24_P389285
100529215	A_24_P168398
100529215	A_23_P164706
100529215	
119682	
143941	
27288	A_23_P61967
122525	
144983	A_32_P113436
144983	A_32_P8015
144983	A_32_P216426
144983	A_32_P19431
144983	A_24_P25054
101928469	
339622	
100131187	A_23_P217901
79634	A_23_P17021
79634	A_23_P17012
79634	
53616	A_24_P355006
53616	A_23_P215625
53616	A_32_P180395
53616	A_24_P243741
53616	A_24_P929899
53616	
50964	A_23_P118571
5705	
85455	A_23_P324340
85455	
100506083	
55052	A_24_P8768
55052	A_23_P97473
525	A_23_P142815
525	
525	A_24_P145249
8857	A_23_P21495
8857	
81853	
140880	A_23_P120588
8091	A_23_P95930
8091	
8091	A_32_P139123
100506869	
3211	A_23_P118675
23475	A_23_P218225
23475	A_23_P34233
23475	A_32_P2354
55506	A_23_P12733
55506	
54518	A_24_P232365
54518	A_23_P401700
6712	A_23_P98282
6712	
219654	A_23_P335452
219654	
7433	A_24_P105933
7433	
5939	
8326	A_23_P59613
442721	A_24_P249253
4049	
338809	A_24_P838483
10488	
157285	A_23_P250212
1737	A_24_P372672
1737	A_23_P203030
1737	
10602	A_23_P209636
10602	A_24_P924697
10602	
118461	
91801	A_23_P371876
91801	
7293	A_32_P26092
100419743	A_23_P104413
64109	
197358	A_23_P340019
197358	A_23_P329399
197358	
100132169	
84224	A_24_P345081
84224	
84224	A_23_P103454
84224	A_32_P88635
84224	A_23_P308189
55784	
55784	A_24_P944154
55784	A_32_P72758
55784	A_23_P65789
55784	A_24_P244944
3617	A_23_P42032
3617	
23221	
23221	A_23_P20427
339906	A_24_P408767
419	
101928067	
5143	A_24_P100001
5143	A_24_P139120
5143	A_23_P119583
5143	
729966	A_24_P100001
729966	A_24_P139120
729966	A_23_P119583
729966	
148413	A_24_P781757
148413	
100506915	
1582	
1582	A_24_P208704
100128731	A_32_P57854
10335	A_23_P161837
10335	
10659	A_23_P115645
10659	A_23_P202071
10659	
7263	A_23_P29248
7263	
347541	
55026	A_23_P125680
55026	
8542	A_24_P87931
8542	A_23_P17837
8542	
86614	A_23_P62446
86614	A_23_P45579
159119	A_23_P62446
159119	A_23_P45579
56897	A_24_P192197
56897	A_23_P214344
22877	A_23_P9823
22877	A_24_P415624
22877	A_23_P33027
22877	
148641	A_23_P422212
5599	
5599	A_24_P286898
5599	A_23_P202540
5599	A_23_P356152
57115	A_23_P85503
57115	
100506907	
55308	A_23_P129606
55308	
5610	A_32_P38003
5610	
9516	A_23_P3532
9516	
256364	A_23_P127793
256364	
63970	
63970	A_23_P340171
8239	
8239	A_23_P217409
54752	A_23_P66552
338773	A_23_P76267
338773	
3903	
51085	A_23_P145786
51085	A_24_P209389
51085	
2138	A_23_P502363
2138	
25923	A_23_P105028
25923	
158830	A_32_P101352
158830	
51400	A_24_P4705
51400	
353088	A_23_P95736
353088	A_32_P106944
353088	
1141	A_23_P368624
1141	A_32_P77178
1141	A_24_P388003
4867	A_24_P88801
4867	A_23_P108970
4867	
100431172	A_24_P824642
765	
765	A_24_P376760
765	A_23_P407905
6133	A_23_P7066
6133	A_24_P232856
6133	
1891	
8654	
256144	A_23_P2077
7409	A_23_P38959
7409	
10250	
10250	A_24_P264192
10250	A_24_P679409
10250	A_24_P11131
100506765	
50700	
25787	
146556	
8209	A_23_P109333
8209	
55527	A_24_P859032
55527	A_24_P219920
8669	A_23_P54297
8669	
84767	A_23_P150483
101929470	
100874120	
23538	A_23_P125286
27087	A_23_P1833
27087	A_23_P13232
27087	
2110	
2110	A_32_P120484
2110	A_23_P61447
135932	A_23_P42909
1131	
1131	A_23_P401472
1131	A_24_P817236
1131	A_23_P200843
1131	A_24_P25137
4298	A_24_P151295
4298	A_24_P418126
4298	
102723525	
92565	
5978	A_24_P246787
5978	A_23_P167081
5978	A_24_P299507
5978	
22876	A_23_P35684
22876	A_24_P4426
22876	
30814	A_23_P114857
7105	A_23_P171143
7105	
51056	A_23_P18604
51056	
6871	A_23_P66658
6871	
27199	A_23_P139986
27199	A_24_P39195
2023	A_24_P105501
2023	A_23_P137391
2023	
6648	A_23_P134176
6648	
6648	A_24_P935819
100129518	A_23_P134176
100129518	
100129518	A_24_P935819
10567	A_23_P38864
10567	
54468	A_23_P59602
54468	
54468	A_24_P346388
79863	A_23_P153086
79863	
79412	A_23_P77612
221400	A_24_P229714
221400	
57521	
57521	A_23_P384499
8611	
55768	A_23_P218841
55768	
51058	A_23_P97221
54918	A_24_P97526
54918	A_23_P57736
54918	
10859	
8867	A_23_P324718
8867	A_23_P102884
8867	
170622	A_24_P920521
170622	A_32_P114215
170622	
2947	A_23_P12343
2947	A_24_P920534
2947	
1339	A_23_P49424
120071	A_23_P104617
120071	
101927464	
84293	
84293	A_23_P63660
90871	A_32_P134846
90871	A_23_P305877
65975	A_23_P127915
65975	
104533120	
94122	A_23_P317082
94122	A_24_P14776
10500	A_23_P138000
10500	
105375732	
388333	
51634	A_23_P255153
51634	A_24_P322966
51634	
387836	
112885	A_24_P113572
112885	
200420	A_23_P435657
30837	A_24_P367211
30837	A_32_P43711
30837	A_32_P111852
30837	A_24_P779605
54475	A_23_P141315
54475	
2572	A_23_P75008
2572	
114336	A_24_P395814
114336	A_23_P27709
9389	
9389	A_23_P132730
11249	A_23_P316121
23741	A_23_P54283
23741	A_24_P30806
23741	
6280	
387264	
143501	A_23_P314672
7024	A_24_P112747
7024	A_23_P169789
7024	A_23_P347528
7024	
388272	A_23_P49279
5364	A_23_P57961
5364	
642477	
642477	A_24_P901856
642477	A_24_P788227
642477	A_24_P497235
80149	A_23_P326160
80149	
55818	
55818	A_23_P258037
55818	A_24_P105761
1775	A_23_P15045
1775	A_23_P3643
5613	A_23_P217339
5613	
7011	A_23_P65481
7011	A_24_P201973
7011	
121227	A_23_P47885
121227	
7319	A_23_P148446
7319	
253970	A_24_P693461
253970	
8870	
2530	A_23_P313632
2530	
116835	A_23_P91334
220988	A_32_P77502
220988	A_23_P17163
220988	A_24_P488588
220988	A_24_P706312
220988	A_24_P706314
57817	
101928766	
23207	A_23_P351342
23207	
64108	A_23_P166797
23033	A_23_P434268
23033	
83871	A_23_P152876
83871	
102546226	
7381	A_23_P31671
221504	
2549	A_23_P18505
2549	A_23_P335239
2549	A_24_P936319
2549	
54345	A_23_P255418
23586	A_23_P20814
3614	A_24_P89708
3614	A_24_P89701
3614	
7922	A_23_P70571
175	A_23_P7099
175	
7365	A_23_P7342
8971	A_23_P96087
219541	A_23_P150510
79664	A_23_P54389
79664	A_24_P914972
79664	A_32_P129419
79664	A_32_P115701
79664	
147798	A_23_P330461
6283	A_23_P74001
55859	A_23_P159952
50717	A_23_P200143
50717	
50717	A_24_P76725
54433	A_23_P58280
54433	
114335	A_23_P39095
114335	A_24_P395814
114335	A_23_P27709
55161	A_24_P922858
55161	A_24_P410639
55161	A_24_P932066
55161	A_24_P123325
55161	A_23_P213069
55161	A_24_P191790
55161	
7569	A_32_P43465
55057	A_24_P308229
55057	A_24_P68358
55057	A_23_P360329
55057	
350	A_23_P38244
350	
10166	
80146	A_23_P67829
80146	
3169	A_23_P37127
3169	A_24_P347431
3169	
401666	
55862	A_23_P82206
55862	A_23_P215051
55862	
54069	A_23_P252335
84312	A_24_P56484
84312	A_23_P205419
84312	
27128	A_24_P74559
27128	A_23_P155057
27128	
121952	
100129128	
5008	A_23_P166408
5008	
6404	A_23_P64860
8689	
23089	A_23_P82503
23089	
2002	A_23_P171054
2002	
10388	A_23_P210675
10388	A_24_P333644
10388	
102724450	
100874295	
101060200	
100131434	
100131434	A_24_P264031
221120	A_23_P35989
221120	
2993	A_24_P12059
2993	A_23_P45180
2993	
284383	
388719	
1429	A_23_P114662
1429	
2537	A_23_P201459
26261	
26261	A_23_P70888
161145	A_23_P336239
161145	
3752	A_32_P140268
3752	A_23_P692
3752	A_32_P58407
9586	A_23_P157117
9586	
9586	A_24_P933828
9586	A_32_P219135
9586	A_24_P532232
5792	
5792	A_24_P385313
5792	A_23_P200984
8310	A_23_P316381
8310	A_24_P354451
8310	
81833	A_23_P30649
81833	
9881	A_23_P91859
9881	A_24_P68079
9881	
286967	A_24_P276463
100132967	A_24_P276463
84557	A_23_P154786
84557	
91179	A_23_P132185
91179	A_24_P108738
9927	
9927	A_23_P126135
10060	A_24_P178503
10060	A_23_P204194
10060	
6870	A_23_P110299
25896	A_23_P52082
25896	
1182	A_24_P402847
1182	A_23_P124476
1182	A_24_P114671
1182	
5790	A_23_P98173
1894	A_24_P366033
1894	A_23_P44684
1894	A_23_P9574
1894	
27032	A_23_P143916
27032	A_24_P137376
27032	
653333	A_24_P280868
653333	
221154	A_23_P76598
221154	
5155	A_24_P339944
5155	
100507002	
341880	
6146	
6146	A_24_P849801
6146	A_23_P115460
6146	A_32_P210252
119	A_23_P209856
119	A_23_P421436
119	A_32_P86533
119	
119	A_23_P317636
1910	A_24_P330263
1910	A_23_P2831
1910	
123803	A_23_P170498
123803	
144165	A_23_P408285
144165	
7419	
7419	A_24_P235316
7419	A_23_P60069
136541	A_23_P82567
4940	A_23_P47955
4940	A_24_P335305
4940	
5763	A_23_P128337
5763	
128	A_23_P18692
128	A_32_P198399
128	A_24_P260346
128	
6750	A_23_P252817
886	
101928345	
440104	A_24_P93703
440104	A_24_P596027
11107	
11107	A_23_P362759
101928376	
1557	
127795	A_23_P386384
121340	A_23_P317729
121340	
401250	
101927377	
10102	A_23_P64650
10102	
8778	A_24_P48539
4999	A_23_P39616
4999	
317648	
317648	A_24_P42539
101927221	A_24_P450172
80726	A_23_P130974
80726	
114821	
100131496	A_32_P314783
26232	A_23_P45999
26232	
4753	A_23_P10025
4753	
5510	
5459	A_23_P121976
50834	A_23_P402123
57179	A_23_P383910
57179	A_32_P51905
57179	
27097	A_23_P35309
27097	A_24_P376441
27097	
343069	A_24_P767422
343069	A_24_P136161
101928079	
55889	
55889	A_24_P546375
643988	A_24_P731549
651	A_23_P81058
246100	A_23_P148541
9283	A_32_P212446
9283	A_24_P145633
9283	A_32_P114866
8618	A_23_P69326
8618	
8618	A_24_P912167
147923	
147923	A_23_P380951
10501	A_23_P208900
10501	
5526	
5526	A_23_P35796
5794	A_23_P101642
5794	
3720	A_23_P214876
3720	
145788	A_32_P447001
9785	A_23_P38011
9785	
3658	
3658	A_23_P106497
3658	A_24_P188005
540	
540	A_23_P205228
57462	A_32_P405703
57462	
79683	A_23_P250619
79683	
6293	A_23_P70583
6293	
654364	A_23_P141405
654364	A_23_P398005
405753	
4212	A_23_P88602
4212	A_24_P82200
4212	
9957	A_23_P121657
80194	
399967	
84735	A_23_P9869
84735	
114819	A_32_P384562
114819	
50839	
285692	
100533483	A_24_P39378
100533483	A_23_P346006
100533483	
101060226	A_32_P27020
101060226	A_32_P149492
101060226	A_32_P5040
101060226	
101928509	
7299	A_23_P312505
7299	A_23_P35755
127829	A_23_P138271
127829	
113540	A_23_P106663
113540	A_23_P106661
676	A_23_P136589
676	
1149	A_23_P376704
8224	A_23_P80295
8224	
641367	
144233	A_23_P338233
100506596	
1761	
1761	A_23_P169293
10957	
10957	A_23_P145074
23036	
23036	A_23_P428468
23036	A_32_P113584
23036	A_24_P937119
163131	
79913	
279	
201625	A_24_P169402
201625	A_32_P14721
201625	
2694	A_23_P52974
2694	
84650	A_23_P128554
84650	
102723487	A_32_P65195
80763	A_23_P322086
80763	A_23_P2414
80763	
1113	
7322	
7322	A_23_P58622
3262	
401447	
101928399	A_32_P14881
81030	A_23_P259141
81030	A_24_P395966
81030	
1442	A_23_P381347
1442	A_23_P381351
1442	A_23_P207154
1442	A_24_P211044
1442	A_23_P207170
1442	A_23_P207174
1444	A_23_P381347
1444	A_23_P381351
1444	A_23_P207154
1444	A_24_P211044
1444	A_23_P207170
1444	A_23_P207174
64975	A_32_P115130
5716	A_23_P258570
5716	
100131816	A_23_P367071
26017	A_23_P50331
26017	
101928527	
54556	A_23_P111811
54556	A_24_P200962
54556	
391109	
101928738	
84959	A_24_P192933
84959	
84084	
150786	
51132	A_23_P148484
51132	A_32_P152673
123722	A_23_P65901
123722	
131578	A_24_P751327
131578	A_23_P166584
131578	A_24_P827037
54462	
54462	A_23_P404108
100131320	
645402	
2814	A_23_P143811
2814	A_24_P944964
93663	A_32_P17163
93663	A_32_P162250
57552	A_23_P132644
57552	
374986	A_24_P744259
374986	
100132526	
28968	A_23_P130735
28968	
100129361	
8100	A_23_P48339
8100	
5770	A_23_P338890
647024	A_32_P218355
647024	A_24_P472055
9627	
9627	A_23_P19020
93010	A_23_P39755
93010	A_24_P20292
25906	
359822	
286148	
286148	A_24_P481824
286148	A_32_P196047
167127	A_24_P251950
167127	
55066	A_24_P350649
55066	A_23_P206677
55066	
54947	A_24_P364807
54947	A_23_P141021
54947	
100874530	
100128890	
285349	A_32_P375286
285349	
100128675	
100287226	
7058	
221527	A_23_P111155
91368	A_23_P250644
91368	A_24_P410657
51720	
9988	A_23_P8664
9988	
404672	A_32_P27763
404672	A_24_P196117
9424	A_23_P50591
9424	A_24_P193961
9424	A_24_P262543
9424	
63916	A_24_P322635
63916	A_24_P187993
63916	
55255	
55255	A_23_P259521
7182	
7182	A_23_P40936
101926950	
92715	A_23_P406957
92715	
441161	A_32_P14762
441161	
204851	A_23_P103787
204851	A_24_P385336
204851	A_24_P11315
204851	A_32_P24832
204851	A_32_P231446
204851	
100852408	
23218	A_23_P409168
23218	
729877	A_23_P164210
4681	A_23_P51958
4681	
105379030	
284521	A_23_P370786
101927434	
9796	A_23_P433229
9796	
115098	A_23_P342118
115098	
102723605	
100885778	
441430	A_24_P851132
441430	A_24_P64241
441430	A_24_P868583
441430	A_23_P216889
441430	
53632	A_23_P28258
53632	
119687	A_23_P13455
54454	A_32_P191004
54454	
7104	A_23_P252432
7104	
3070	
3070	A_23_P12816
3070	A_32_P200934
100130086	A_23_P96497
146325	A_32_P78936
63915	A_24_P106591
2891	
2891	A_32_P172339
2891	A_23_P340617
2891	A_24_P914688
9293	A_23_P85534
143244	
489	A_23_P207632
489	
25778	A_23_P23894
25778	A_32_P71943
25778	
102724601	
2672	A_23_P257365
2672	
57129	A_23_P502425
2595	
101928153	
101928153	A_32_P184509
128414	
128414	A_23_P17316
22904	A_23_P5273
22904	
25770	A_23_P132237
780	
51077	
51077	A_32_P202092
51077	A_24_P56407
200810	
81608	A_24_P265162
81608	A_23_P58337
81608	A_24_P20623
81608	
84680	
84680	A_23_P24586
7923	
119504	A_32_P32207
80759	A_24_P280762
80759	
252946	A_24_P298723
252946	A_24_P298716
100289150	A_24_P298723
100289150	A_24_P298716
9953	A_24_P23625
9953	A_23_P77918
79016	
168544	
168544	A_24_P218074
168544	A_24_P916718
59344	A_24_P347880
54429	A_23_P252100
146713	A_32_P213086
146713	
5329	A_23_P16469
5329	
81282	
4173	
4173	A_23_P370989
9095	A_23_P412962
9095	A_23_P137705
6991	
169522	A_23_P32083
867	A_23_P53226
867	A_23_P339191
867	
10369	
114984	A_24_P417596
114984	
64063	A_23_P400298
64063	
7020	
7020	A_32_P14187
643834	
643834	A_23_P150547
643834	A_23_P150549
101928696	
10903	A_23_P51986
10903	A_23_P126766
10903	
55030	A_23_P117527
55030	
51726	A_23_P166899
51726	
51726	A_23_P391689
9362	A_23_P151595
9362	A_23_P151598
9362	
55584	A_23_P61508
55584	
57181	
57181	A_23_P119778
9760	A_23_P123413
9760	A_24_P226755
341568	
51765	A_23_P32414
51765	
222663	A_24_P943894
124152	
124152	A_24_P919958
124152	A_23_P324523
124152	A_32_P35847
3108	A_23_P42306
3108	A_24_P50245
84934	A_23_P87635
84934	
151531	A_23_P357316
55680	A_24_P380991
55680	A_24_P1167
55680	
55680	A_24_P941708
54816	A_23_P14708
54816	
54816	A_32_P10894
145783	A_23_P14708
145783	
145783	A_32_P10894
195814	A_24_P317708
195814	
55653	A_24_P143492
55653	A_32_P23659
2719	
162967	
162967	A_23_P38813
162967	A_32_P540407
8786	A_23_P118122
8786	A_24_P325118
8786	
1082	A_24_P395814
203	A_24_P278192
203	A_23_P217088
11270	
55205	A_23_P346421
55205	
55062	
55062	A_23_P141394
100874190	
168975	
168975	A_23_P371861
201266	
151963	A_23_P326963
151963	A_32_P117464
101929746	
100286844	
646522	
100506688	
23312	
641311	
201965	A_32_P76156
201965	A_23_P394276
201965	
646096	
255189	A_24_P147169
255189	
283152	
64600	A_24_P208081
64600	
26150	A_23_P166526
26150	
123228	A_23_P334263
1486	A_23_P201368
1486	A_24_P940135
9525	A_24_P322369
9525	A_23_P50156
9525	
9689	A_24_P924389
9689	A_24_P362572
9689	
101928855	
105374516	
284424	A_23_P353667
284424	
399694	A_24_P350223
399694	A_32_P234145
399694	
23646	
5252	
100873944	
51010	A_23_P123905
51010	
9508	A_24_P140405
9508	A_23_P144521
9508	
55617	A_23_P120557
55617	
51314	A_23_P259611
51314	
10537	A_23_P81898
85465	
85465	A_24_P940803
85465	A_23_P68300
149563	A_32_P232455
149563	A_23_P376172
389072	
64067	A_23_P21570
64067	A_23_P2942
64067	
763	A_23_P95683
763	
106480429	
114899	A_23_P122067
114899	A_23_P122068
114899	
54538	A_23_P104881
54538	A_23_P344421
54538	
23359	
7454	
7454	A_23_P96331
4716	A_23_P118105
79866	A_23_P25626
79866	
260436	
106660610	
10101	A_23_P49082
10101	
140453	A_24_P247643
140453	A_23_P306610
140453	A_24_P358875
140453	A_24_P169507
140453	
100130889	
101928151	
101929780	A_23_P359430
101929780	A_23_P103454
101929780	A_32_P171181
101929780	A_32_P27020
101929780	A_32_P149492
4430	A_32_P217471
4430	A_23_P361049
4430	A_24_P7143
4430	A_23_P252175
4430	
165679	A_32_P199551
165679	
100526664	A_23_P131435
100874131	
222234	
222234	A_23_P336565
222234	A_23_P59828
79736	
79736	A_24_P365048
79736	A_23_P33607
9249	A_23_P33759
9249	
101929754	
84128	A_32_P217510
84128	
391267	
391267	A_32_P68942
391267	A_32_P150086
353299	
353299	A_23_P51419
7089	A_23_P153676
7089	
25970	
25970	A_24_P185029
868	A_23_P212715
868	A_23_P29830
868	
7422	A_24_P179400
7422	A_23_P81805
7422	A_24_P12401
7422	
5657	A_23_P142345
2199	A_23_P143981
2199	
100131117	
100131117	A_24_P728215
64801	
64801	A_23_P135995
66002	
7827	A_23_P35055
9933	
9933	A_23_P20683
84824	A_23_P46039
84824	A_24_P276576
84824	
2193	
55027	A_23_P259771
55027	
260293	A_23_P72411
260293	A_24_P293530
260293	
390	A_23_P142849
390	
84216	
84216	A_23_P2573
7773	
10059	A_24_P743907
10059	A_23_P204324
10059	A_24_P176044
10059	
343406	A_23_P705
57827	
2547	A_23_P120942
2547	
100507557	
100507557	A_24_P772450
391192	
26247	
163175	A_24_P310256
163175	
9528	A_24_P892402
9528	A_23_P103282
9528	
6504	A_23_P62652
6504	A_23_P62647
6504	
81466	
10916	
7311	A_23_P56188
7311	A_24_P173325
7311	
7311	A_24_P65779
152586	A_32_P66756
152586	
26246	
