EntrezGene ID	Agilent WholeGenome 4x44k v1 probe
6660	A_23_P87952
6660	
105377390	
3625	A_23_P153958
3625	A_23_P153964
100509894	
29944	A_23_P22422
29944	A_23_P377094
29944	
100129213	
55819	A_24_P614261
55819	A_23_P41734
55819	
100874052	
150	A_23_P138706
1439	A_23_P120899
1439	
348801	
10904	
10904	A_23_P419624
389136	A_23_P132763
389136	A_24_P67585
50854	A_23_P122531
102724885	
10237	A_23_P89455
10237	
90525	A_32_P183904
90525	
90525	A_24_P101314
124872	
23074	
441869	A_24_P311063
441869	A_23_P86079
27252	A_24_P213724
27252	
3973	A_23_P102286
3973	
100874095	
8910	
81688	A_23_P42514
81688	A_24_P209204
81688	A_24_P200652
79693	A_23_P62840
5449	
5449	A_24_P929909
10900	A_24_P91094
2686	A_23_P57236
2686	A_23_P325093
2686	A_24_P196419
2686	
672	A_23_P207400
672	
158584	A_23_P113471
158584	
23473	
54732	A_23_P70127
54732	
64219	A_23_P11244
64219	
54831	A_23_P16225
54831	
92126	
23774	A_23_P166536
23774	
348995	A_23_P31055
348995	A_24_P200761
348995	
101927498	A_24_P781825
4324	A_23_P100177
4324	A_24_P116535
4324	
25939	A_24_P267592
84844	A_23_P253571
286205	A_23_P405513
286205	A_32_P71113
286205	A_24_P481431
286205	
79980	A_23_P165937
79980	
83933	
83933	A_23_P211673
105370578	
9149	A_23_P90296
9149	
101937451	
440243	A_32_P715159
440243	A_24_P50972
1161	A_23_P58521
1161	
1161	A_24_P324986
57030	A_23_P78750
57030	
100505635	
222194	A_32_P107752
222194	A_32_P230465
222194	A_24_P925292
222194	
619189	A_24_P160586
619189	A_32_P138977
144347	A_32_P200697
144347	A_24_P288890
144347	
100533183	A_32_P200697
100533183	A_24_P288890
100533183	
91373	A_23_P135164
91373	
375318	A_23_P142856
375318	A_23_P142861
9394	
9394	A_24_P8220
9394	A_23_P90587
1306	
1306	A_23_P112554
1306	A_24_P315120
55504	A_23_P140057
55504	A_24_P56310
55504	
152007	
152007	A_23_P414913
731779	
23314	A_32_P174365
23314	
23314	A_24_P928408
7112	A_24_P210244
7112	
7112	A_23_P204170
7112	A_23_P325040
63935	A_23_P210496
63935	
2832	A_23_P40334
26251	A_23_P61171
10172	A_23_P16022
139735	
11186	A_23_P41066
11186	A_24_P148777
11186	
5781	
5781	A_32_P61757
5781	A_23_P99027
5781	A_23_P204090
56658	A_24_P89413
202658	A_24_P89413
100874236	
150248	
2559	
2559	A_23_P41847
151556	A_32_P132317
151556	A_23_P335958
151556	
2512	A_23_P50504
2512	A_32_P155247
2512	A_23_P50498
6916	A_32_P212886
6916	
6543	A_23_P336954
6543	A_32_P45844
6543	
10099	A_23_P14804
10099	
80820	A_23_P333498
80820	
79676	A_23_P53324
79676	
4174	
23065	A_23_P97553
23065	A_23_P435604
23065	A_23_P435610
23065	
285141	A_32_P197340
85315	
85315	A_23_P214281
85315	A_24_P334640
84148	
51506	
102724917	
3430	A_23_P152782
2158	
2158	A_23_P62406
66005	
66005	A_23_P147874
66005	A_24_P295806
66005	A_24_P8130
23405	A_23_P37111
23405	
25977	A_24_P116132
25977	
4295	A_23_P19523
4295	
56676	A_23_P2083
4598	
4598	A_24_P372901
4598	A_23_P105592
84766	A_32_P462013
84766	
100289341	A_24_P333567
100306951	
331	
331	A_23_P22460
55071	A_24_P43876
55071	A_23_P43425
5988	A_23_P211417
7159	A_23_P12526
7159	
100506272	
283365	
1193	A_23_P45456
1193	
129880	A_23_P5785
129880	A_24_P208452
129880	
100130311	
56905	
56905	A_23_P37514
132141	A_32_P121834
5196	A_24_P79403
100507175	
116844	A_23_P50638
116844	
85440	A_23_P331348
85440	A_32_P230547
85440	A_24_P203622
85440	
57700	A_32_P26895
57700	
283624	A_24_P931030
283624	
101927362	
79364	A_23_P303317
79364	
135946	
329	
329	A_24_P115774
144577	A_24_P68294
144577	A_23_P370569
144577	
11105	A_24_P86246
11105	A_23_P49230
11105	
51081	
10965	A_24_P161036
10965	A_23_P3111
84987	A_23_P151280
10539	A_24_P381029
10539	
253982	A_23_P170667
253982	
338707	
338707	A_23_P344000
9372	A_23_P251974
9372	A_23_P33768
9372	
56255	A_24_P942517
56255	A_23_P166100
56255	A_24_P250535
56255	
56255	A_24_P923654
284612	
54806	A_24_P38143
54806	A_24_P943484
54806	
90665	A_23_P114466
101929730	
339965	A_32_P60716
339965	
11176	A_23_P203841
11176	
101927495	
6619	A_32_P127542
6619	A_32_P218806
6619	A_23_P71908
6619	
9787	A_23_P88331
9787	
283150	
79072	
138429	A_24_P129483
138429	
4744	A_23_P300600
2555	A_23_P167121
2555	A_23_P212869
2555	
58494	
58494	A_32_P310335
29126	A_23_P338479
29126	A_23_P256487
29126	
100874084	
3454	
3454	A_23_P17633
401115	
103724390	
9453	A_23_P52189
9453	
642446	A_24_P213120
642446	A_24_P281636
642446	A_23_P12972
6406	
8851	A_23_P141467
8193	
118	
118	A_23_P212768
118	A_24_P109272
3799	A_23_P86403
3799	
8445	
8445	A_24_P56270
8445	A_24_P942786
8445	A_23_P204048
8445	A_24_P249824
89885	
83990	A_23_P15844
83990	A_24_P410468
83990	
26496	
83607	A_23_P209760
83607	A_23_P40039
9480	A_32_P58606
9480	A_23_P66988
9480	A_32_P124708
6573	
6573	A_23_P29083
4710	A_23_P69468
4710	
79627	A_23_P7791
79627	
103752589	
79807	
79807	A_23_P110288
79807	A_23_P213038
3981	A_23_P25581
3981	A_24_P415839
3981	A_24_P415845
5290	
55501	A_23_P310421
55501	A_32_P227615
55501	
101927181	A_23_P310421
101927181	A_32_P227615
101927181	
6678	A_23_P7642
6678	
51172	A_24_P116571
51172	A_23_P38041
51172	
56891	A_23_P153662
104355140	
54865	A_23_P97265
54865	
1146	
51659	A_23_P118246
434	
79643	A_23_P10156
79643	
56132	A_24_P251962
2972	A_24_P344100
2972	
2972	A_24_P102411
79053	A_23_P13554
79053	
5795	A_23_P405049
5795	
5795	A_24_P921321
54839	A_23_P129174
54839	
100129385	A_32_P65706
84968	A_23_P84892
10523	A_23_P16139
10523	A_23_P16132
10523	
3142	A_23_P126266
2741	A_23_P156261
81494	A_24_P111406
81494	A_24_P336510
81494	A_23_P23759
51060	
10758	A_24_P72351
10758	
115207	A_23_P377957
2894	A_24_P941896
2894	A_23_P32805
100507423	
26287	A_23_P104555
26287	A_24_P188116
101929180	
83854	A_23_P50276
83854	
8805	A_23_P93629
8805	
7184	
7184	A_23_P2601
5607	
4007	A_23_P348684
4007	
58189	
4957	
4957	A_23_P60488
9212	
4602	A_23_P31073
4602	
5473	A_23_P121596
339122	A_32_P205859
339122	A_24_P277295
339122	A_32_P86318
339122	
91409	A_23_P401718
91409	A_23_P381102
91409	
2901	A_23_P16063
2901	
570	A_23_P71810
7260	A_23_P256773
7260	
153201	A_23_P70102
153201	
284161	A_23_P84666
284161	A_24_P920730
284161	
23509	A_23_P68624
23509	A_23_P370479
23509	
64174	A_23_P118025
64174	
100144597	
51686	
1874	A_24_P318457
1874	
7414	A_23_P202280
7414	A_24_P47182
7414	
353174	
353174	A_23_P316064
283902	
7325	A_32_P155506
7325	
83697	
138050	A_23_P112061
138050	A_24_P120827
138050	A_24_P16378
138050	A_23_P147950
138050	
339287	A_24_P500476
339287	A_24_P332837
339287	
65258	A_23_P27285
65258	
8773	
8773	A_23_P206177
100505994	
55157	A_23_P148984
55157	
120406	
54514	
100874246	
6885	A_23_P500773
342926	
6374	A_24_P277367
6374	A_23_P110204
9827	A_23_P135015
9827	A_24_P923190
9827	A_24_P398064
9827	
152831	A_32_P33114
152831	A_23_P350617
152831	A_23_P69531
7786	A_23_P105409
7786	
3748	A_23_P101516
3748	
57619	A_23_P58117
57619	
146212	A_23_P37785
146212	
284004	A_23_P300174
284004	
100129066	
399671	A_24_P696470
399671	
144348	A_24_P232659
144348	A_23_P359655
144348	
91050	A_32_P108738
91050	
91050	A_23_P419764
22827	A_23_P9756
22827	A_24_P149645
414152	
112703	A_24_P246351
112703	
27327	A_23_P349310
27327	A_23_P377806
27327	
84250	A_23_P144684
84250	A_24_P212072
84250	
100506172	
64115	A_23_P24077
64115	
57514	A_32_P226620
57514	A_24_P349039
57514	
54510	A_24_P284959
54510	
115992	A_23_P385500
115992	
6662	A_23_P26847
6575	A_23_P94921
6575	
754	A_23_P109345
754	A_32_P325710
754	
9202	A_23_P104146
9202	
7770	
7770	A_23_P371011
9052	A_24_P98948
9052	A_23_P36825
9052	A_23_P36831
728537	
728537	A_24_P456723
4692	A_23_P106405
6102	A_24_P134568
6102	A_23_P22433
199746	A_23_P326296
199746	A_24_P127950
84249	A_23_P30358
91687	A_23_P126120
91687	
91687	A_24_P930100
2617	
346562	
84890	A_23_P202345
117532	A_23_P305527
117532	A_23_P68517
402635	
4589	
4589	A_23_P121614
286753	A_23_P308058
286753	A_24_P125236
266917	
55577	
7546	A_23_P36972
7546	
140902	
54872	A_32_P127658
54872	A_24_P247879
54872	A_23_P136552
54872	A_23_P136547
54872	
138199	A_23_P306346
138199	A_24_P320970
138199	
5954	
5954	A_23_P13222
5954	A_23_P203299
440034	
440034	A_23_P13222
440034	A_23_P203299
353219	A_24_P143301
114036	
114036	A_32_P737256
26233	A_23_P43296
26233	
51333	A_24_P87413
51333	
51333	A_24_P927679
147381	A_23_P15889
147381	
374308	
337970	
337970	A_23_P143461
257101	
148932	A_24_P225339
148932	A_23_P166
831	
831	A_23_P434352
831	A_23_P213518
55167	A_23_P132438
55167	
140462	
140462	A_23_P125643
9868	A_23_P144264
9868	
348487	A_24_P169073
1595	A_23_P257716
1595	
64094	A_23_P70307
64094	
83732	A_24_P93798
83732	
155038	A_24_P132383
155038	A_23_P168388
197335	A_23_P408215
197335	A_23_P411833
197335	
197335	A_24_P275723
2661	A_23_P167585
84881	A_23_P75540
84881	A_24_P318073
84881	
130497	A_23_P323272
130497	
91298	A_23_P310068
91298	A_32_P46765
91298	
8552	A_23_P148600
8552	A_23_P148602
84662	A_23_P323154
101929260	
53942	
53942	A_32_P92188
201255	A_23_P381461
201255	
84517	A_23_P121447
9081	A_23_P11408
283948	A_24_P316257
100874365	A_32_P59308
100874365	
4968	A_24_P414183
4968	A_23_P344392
4968	A_23_P212196
4968	
126961	A_23_P435029
126961	A_24_P45651
156	A_23_P202667
156	
29881	A_23_P20075
29881	
9877	
9877	A_32_P193822
9877	A_32_P221076
9877	A_23_P58967
9877	A_23_P255194
9877	A_24_P19993
9877	A_32_P130265
441155	
441155	A_32_P193822
441155	A_32_P221076
441155	A_23_P58967
441155	A_23_P255194
441155	A_24_P19993
441155	A_32_P130265
64407	A_23_P302550
64407	
100132247	A_32_P116323
100132247	A_23_P26358
100132247	A_32_P140823
100132247	A_32_P20982
100132247	A_24_P167877
100132247	A_23_P383698
100132247	A_32_P174151
100132247	A_24_P110564
100132247	A_32_P215143
100132247	A_24_P936496
100132247	A_24_P725891
100132247	A_32_P78649
100132247	A_24_P693321
100132247	A_32_P168853
100132247	
100132247	A_32_P107821
773	A_24_P130559
773	
101927900	
106144593	
100873924	
6440	
6440	A_24_P250666
6440	A_23_P95213
84981	A_23_P49610
84981	A_24_P253723
400960	
400960	A_24_P650482
400960	A_24_P450194
6867	A_24_P25354
6867	A_24_P98249
6867	A_23_P60047
6867	
55128	A_23_P2097
55128	
57165	A_23_P51729
390874	
16	A_24_P172990
16	
9901	A_23_P358410
9901	
9901	A_24_P153869
9061	A_23_P144465
9061	
5071	A_23_P136077
5071	A_23_P147465
5071	
2969	
2969	A_32_P88791
2969	A_24_P112110
2969	A_23_P168567
2969	A_24_P765784
2230	A_23_P357780
400946	
55728	A_24_P222114
55728	A_23_P309779
55728	
23016	
23016	A_24_P317135
23016	A_23_P69497
64328	A_24_P333716
64328	
5720	
403282	
27233	
27233	A_23_P39605
139065	A_32_P131640
139065	A_32_P158892
139065	A_24_P707156
8370	A_23_P436281
54551	A_23_P99996
84643	A_23_P107102
5540	A_24_P364042
100996758	A_24_P364042
105379861	A_24_P364042
51473	A_23_P134162
51473	
3233	A_23_P345725
728299	
100133267	
23168	
23168	A_24_P390403
55654	A_23_P100156
55654	A_24_P80181
55654	
10565	
10565	A_23_P82941
10565	A_24_P599396
87178	A_32_P76035
87178	
10654	A_23_P114774
204474	A_24_P70906
204474	
120425	A_24_P192914
120425	
2626	A_23_P384761
2626	
140732	
115727	A_23_P165007
115727	A_23_P431310
115727	
126382	A_32_P144710
126382	A_24_P126181
126382	
390326	
5603	
5603	A_23_P145376
5603	A_24_P406132
5603	A_32_P19262
653677	
5859	
5859	A_32_P532216
23199	A_23_P152420
23199	
23199	A_24_P943062
348093	A_23_P100056
56269	A_23_P67521
91807	
100874019	
400804	
80108	A_23_P133359
80108	
881	A_23_P60227
10446	A_23_P11843
10446	
10076	
259230	A_32_P163125
259230	
161779	A_23_P420334
161779	A_24_P299164
54928	A_24_P101200
54928	A_23_P136232
54928	A_23_P383532
54928	A_24_P166789
54928	
105377888	
7702	
7702	A_23_P203564
7702	A_24_P206736
147699	A_23_P141893
116093	A_23_P131139
3107	A_24_P298409
388403	A_32_P23360
388403	A_24_P787947
388403	A_24_P501544
388403	
54460	A_23_P86182
54460	A_24_P139816
102724188	
100874091	
2805	A_24_P81473
2805	A_23_P63825
2805	
27143	A_23_P161481
25843	A_24_P225719
25843	A_23_P210274
55726	A_23_P36464
55726	
200008	
200008	A_24_P943866
200008	A_24_P357997
81796	A_32_P372878
81796	A_23_P135669
81796	
7363	A_23_P335214
7363	A_23_P386912
7363	
387712	
390992	
389124	A_23_P29608
784	
784	A_23_P204016
101928999	A_24_P376209
3222	A_23_P162355
202781	
58527	A_32_P160972
58527	
81706	A_23_P45011
346689	
4071	
100874363	
100129654	
7221	A_23_P169873
10333	A_24_P17677
10333	A_23_P256561
10333	
2863	A_23_P79155
2863	A_23_P425240
862	A_23_P216307
862	A_23_P427278
862	
3990	A_23_P88559
3990	
5199	A_23_P22444
5199	
55218	A_23_P205293
55218	A_23_P205296
55218	
137872	
137872	A_23_P157569
8879	
8879	A_24_P940815
8879	A_23_P75325
6611	
105372833	
105379484	
100302640	
729467	
51524	A_23_P24723
51524	
2018	A_23_P44264
134728	A_32_P21474
134728	
89857	A_24_P944253
89857	A_23_P212655
89857	
10084	
389524	
389524	A_24_P186497
389524	A_23_P59616
389524	A_24_P876864
55217	A_24_P40529
55217	A_23_P62335
55217	
55858	A_23_P133174
55858	A_24_P43391
55858	
55858	A_32_P35452
56127	
56127	A_24_P380284
56127	A_23_P18798
56128	A_23_P41599
54329	A_23_P215687
54329	A_24_P21161
54329	
390327	
84267	A_23_P60339
84267	
3480	A_23_P417282
3480	A_23_P205986
3480	
3480	A_23_P305680
84866	A_23_P203115
84866	
388284	A_32_P178499
388284	
79944	A_23_P106158
79944	
402135	
2838	A_23_P6943
1159	
1159	A_23_P163227
1159	A_24_P339024
135935	
554251	
25842	A_24_P112087
25842	A_23_P19219
25842	
253152	A_23_P43898
253152	
4842	A_24_P934355
4842	A_23_P204791
4842	A_32_P332320
4842	
287	
287	A_23_P133068
22989	A_24_P11900
22989	
4776	
4776	A_23_P140394
55124	A_32_P208654
55124	
3233	A_23_P323180
101928618	
85439	A_23_P309837
85439	A_32_P103558
85439	
100529144	A_23_P206830
56253	A_23_P305092
56253	
6206	A_23_P82128
27037	A_23_P120784
27037	
87	A_24_P107695
87	A_32_P167278
87	
4636	
140885	A_23_P210708
140885	A_24_P259083
140885	A_24_P267619
80005	A_24_P350245
80005	A_23_P60089
80005	
60681	
3235	A_23_P429383
3235	
25924	
25924	A_23_P326760
29922	A_32_P223786
29922	
80829	A_24_P56052
80829	A_23_P203344
7143	
6037	
100507501	
10874	A_23_P69537
10874	
51079	A_23_P119627
101927282	
5064	A_23_P208991
5064	
148930	A_24_P383050
148930	
8000	A_24_P201021
8000	A_23_P71379
8204	A_23_P211007
8204	
101927410	
6621	A_23_P20722
254394	A_24_P303497
254394	A_23_P30630
254394	
254394	A_23_P397347
2800	A_23_P258972
2800	A_23_P258978
2800	
254528	A_32_P75902
219854	A_23_P1676
219854	
5193	A_24_P416411
5193	
134147	
134147	A_23_P144668
10413	A_23_P104762
10413	A_24_P273679
10413	
338322	
729759	
1757	
1757	A_23_P135079
4048	A_23_P388670
4048	
11320	A_23_P28507
11320	
1208	A_23_P8142
11064	
11064	A_23_P43580
100652730	A_24_P732106
1755	A_23_P86599
112714	
6716	A_23_P28186
90321	A_24_P935276
90321	
84080	A_23_P14975
84080	
284367	
283768	A_24_P264166
283768	A_24_P384588
338657	A_24_P636332
338657	
338657	A_24_P693946
4697	A_23_P145777
4697	
22903	A_23_P102759
22903	A_24_P134356
22903	
8907	A_23_P55802
8907	
100507404	
101927830	
101928165	
83930	A_23_P70938
83930	
286370	
170394	A_23_P374389
51024	
130075	
100507470	
117144	
646817	
375323	A_32_P94
375323	
353500	A_23_P115118
30009	A_23_P141555
30009	
8581	A_23_P134764
59272	A_23_P252981
59272	
27245	A_23_P115331
27245	A_24_P924999
27245	
643965	
51065	A_23_P14734
51065	A_24_P917549
8436	A_23_P72668
3855	
23676	A_23_P253542
932	A_23_P161909
932	
84457	A_24_P940545
84457	A_23_P97923
84457	
7088	A_23_P135239
7088	
51114	A_23_P148057
51114	
121512	A_24_P158946
121512	A_24_P937325
121512	
11346	A_24_P405992
11346	A_23_P213798
11346	
11346	A_23_P344531
6171	A_23_P128067
55856	A_23_P31116
7675	A_23_P89960
7675	A_24_P935782
7675	A_24_P325035
105370681	
246175	A_23_P110304
246175	A_24_P291680
246175	
54893	A_23_P117833
51744	A_23_P85453
51744	
29780	
29780	A_24_P918762
51343	A_24_P318836
51343	A_24_P944291
51343	A_23_P142333
51343	A_23_P142325
643623	
1070	A_23_P7732
1070	
5465	
5465	A_32_P198371
5465	A_24_P417036
5465	A_23_P211643
5465	A_24_P570049
56121	A_23_P121851
56121	
55149	A_23_P1145
55149	
55149	A_32_P162322
1410	A_24_P206776
1410	
7084	
7084	A_24_P219324
7084	A_23_P351679
81606	A_23_P120227
81606	A_24_P182858
81606	
1014	A_23_P100240
1014	
619373	A_24_P306824
10665	A_24_P331675
10665	A_32_P221907
23281	A_23_P334308
23281	A_23_P425990
23281	
27089	A_23_P213718
253012	A_32_P118397
124773	
124773	A_23_P164100
80152	A_23_P163580
80152	A_24_P13804
80152	
55539	
27258	A_24_P29001
27258	A_23_P421563
27258	A_23_P132863
245806	A_32_P459849
245806	A_32_P106376
899	A_23_P37954
899	A_24_P193592
899	
129530	A_23_P165707
23152	A_23_P55731
23152	
467	A_24_P33895
467	A_23_P34915
467	
1270	A_23_P36100
375196	A_24_P349750
7096	
7096	A_23_P10873
60491	
60491	A_23_P5415
11221	A_24_P182494
11221	A_23_P51856
10001	A_24_P318319
10001	
101927533	
126637	
284697	
3166	
2165	
79035	
26508	A_23_P430658
84641	A_23_P83073
84641	A_23_P33187
353274	A_23_P40785
353274	A_24_P915355
353274	
5967	
5967	A_23_P90743
341418	
79102	A_23_P64630
671	
671	A_23_P131785
100134444	A_23_P129821
100271715	
11073	
11073	A_23_P159390
283352	A_32_P128409
283352	
284349	A_24_P247512
284349	A_23_P94911
284349	
2923	
101928062	
101928062	A_32_P36136
5265	A_23_P218111
169436	
169436	A_24_P155196
101928448	
4245	A_23_P58482
4245	
54894	A_23_P3934
54894	
29926	
100526820	A_32_P151133
9014	A_23_P165891
9014	
7329	A_23_P152107
7329	A_24_P227993
7329	
3683	A_23_P206806
3683	
7334	
7334	A_23_P341471
7334	A_23_P116829
285704	A_24_P363100
285704	
285704	A_23_P58796
23671	A_23_P125383
23671	
6528	A_23_P101774
6528	
101928139	
8925	A_23_P257503
8925	
84705	A_23_P28068
84705	
284069	
404281	
3361	A_23_P42565
3361	
403284	
200959	A_23_P69020
200959	
170482	A_23_P2616
653519	A_24_P887553
653519	A_23_P1056
653519	
2687	A_24_P297182
2687	
2687	A_23_P132197
4088	
4088	A_23_P48936
1315	
50628	A_23_P66867
50628	A_23_P66872
50628	
81607	A_23_P46441
4780	
4780	A_23_P5761
4780	A_24_P400172
118490	
8629	A_24_P230156
8629	A_23_P334630
8629	A_23_P334635
8629	
8629	A_32_P79492
4833	
1361	A_23_P36901
57095	A_23_P200073
51004	
22887	A_23_P566
22887	
100128385	A_32_P99347
3866	A_23_P27133
3866	A_23_P66798
3866	
101928858	
5178	A_23_P407583
5178	
10324	A_23_P17190
10324	
347733	A_24_P314477
347733	A_23_P501276
80018	A_23_P400927
80018	
54868	A_24_P284324
54868	
840	
840	A_23_P12572
199	A_23_P214627
5289	A_23_P164536
5289	A_24_P288116
5289	
6949	A_23_P310317
6949	A_24_P243396
6949	
105370404	
7980	A_24_P95070
7980	A_23_P393620
7980	
284083	A_32_P402562
7294	A_23_P302018
7294	
27036	
27036	A_23_P38784
27036	A_23_P50175
29066	A_23_P26336
29066	
51380	
56660	A_23_P108883
56660	
154043	A_23_P134085
154043	A_32_P227921
154043	
441897	
4113	A_23_P254831
7384	
10730	A_24_P167052
10730	A_23_P104201
10730	
285643	
7062	A_32_P98072
25975	A_23_P22596
25975	
196047	
196047	A_24_P892472
105370489	A_32_P191648
57828	
85015	
85015	A_23_P134008
126375	A_23_P67618
126375	
7461	A_23_P215479
7461	
10233	A_23_P36689
10233	
84075	A_23_P140342
6891	A_23_P368067
6891	A_23_P214444
10494	A_23_P252653
10494	
3853	
54534	A_32_P38404
54534	A_23_P253412
1421	A_23_P131215
1421	A_23_P320705
27	A_32_P139894
27	A_23_P138099
27	
10964	
10964	A_23_P45871
100505909	
105377770	
105379248	
5533	
5533	A_23_P157495
100128264	
29118	A_23_P138910
29118	
10011	
10011	A_24_P274607
10011	A_24_P20753
10011	A_23_P257578
10011	A_23_P110445
8359	A_23_P431179
100506668	A_32_P177797
9856	A_24_P166397
9856	A_23_P168324
84873	
6603	A_23_P66487
6603	
100529257	A_23_P53957
100529257	
665	A_23_P134925
665	A_23_P408708
665	
10669	
10669	A_23_P403445
80324	A_23_P60753
80324	A_23_P251771
80324	A_24_P335358
80324	
22902	
22902	A_24_P362979
22902	A_23_P212914
22902	A_23_P336083
8934	A_24_P234094
8934	A_23_P126939
8934	
4793	A_23_P330895
4793	A_23_P79086
4793	A_24_P161086
51703	A_24_P201360
51703	
221424	A_24_P737939
121643	A_32_P140030
121643	
153769	
8811	A_23_P77756
200030	A_23_P359430
200030	A_23_P103454
200030	A_32_P171181
200030	A_32_P27020
200030	A_32_P149492
200030	A_24_P135061
57586	A_23_P161659
57586	
286333	A_24_P687326
102723641	
3868	
376267	A_24_P193295
376267	
791114	
285588	
286749	A_23_P79496
286749	A_23_P79488
286749	
10933	A_24_P398898
10933	A_23_P37579
10933	A_32_P164314
10933	
340348	A_23_P392928
340348	A_24_P365901
340348	
57664	A_24_P408047
57664	
6194	A_23_P123563
6194	
9463	
4625	
400823	
138716	A_23_P169409
51129	
51129	A_23_P159325
2194	
730091	A_32_P224327
730091	
7556	
7556	A_24_P215475
7556	A_23_P203829
84182	A_24_P919224
84182	
554206	A_23_P434040
554206	A_32_P200490
7288	
91523	A_23_P36888
91523	
283887	
728492	A_24_P935881
728492	A_24_P346126
728492	A_23_P69868
124402	A_23_P402787
124402	
27005	
27005	A_24_P139620
81797	A_23_P259555
7743	A_24_P89872
7743	A_23_P216869
7430	A_23_P19590
7430	
1109	
121256	A_23_P308839
1811	
1811	A_23_P123228
136895	A_24_P12521
136895	
51360	
51360	A_23_P114095
51360	A_24_P213856
100128191	
55742	A_23_P47642
55742	A_24_P124370
55742	
23582	
23582	A_23_P26243
8387	A_23_P101073
8648	
8648	A_23_P39602
84527	A_24_P284584
84527	
79692	A_32_P206293
79692	
2309	A_32_P102062
2309	A_23_P345575
4355	A_23_P394259
4355	
6718	A_23_P382000
6718	A_23_P255185
6718	
219348	
219348	A_23_P86461
23432	A_23_P354314
23432	A_23_P103532
23432	
23432	A_32_P497742
340602	
283914	
5884	A_23_P159053
115817	A_24_P133475
115817	
364	
23493	A_24_P363408
254887	A_23_P350689
254887	
29888	A_23_P67399
29888	
9721	
80003	A_23_P200260
80003	A_23_P200267
80003	
80003	A_23_P114585
56624	
5836	
5836	A_23_P48676
341416	
121129	A_23_P36439
51510	A_23_P83278
284370	A_23_P67072
284370	A_24_P190345
284370	
123283	A_23_P129128
123283	
158160	
55260	A_24_P412976
55260	
55256	
494141	A_32_P177267
1839	A_24_P140608
1839	A_23_P213944
170506	A_23_P57697
253980	
254428	A_23_P368182
254428	A_24_P122732
254428	
2862	A_23_P36905
4826	A_24_P382533
2974	A_23_P14255
2974	
23354	A_23_P349771
23354	
6997	A_32_P135985
6997	A_23_P366376
6997	
126295	A_23_P39263
57482	
57482	A_24_P331882
101927901	
574432	
1039	A_23_P14957
1039	A_24_P339071
1039	
1039	A_24_P296347
101060399	A_23_P14957
101060399	A_24_P339071
101060399	
101060399	A_24_P296347
27013	A_24_P128683
6654	A_23_P343808
6654	
9683	A_23_P432610
9683	
23484	A_23_P215931
23484	
552853	
100874145	
101927766	
51776	
51776	A_23_P318300
51776	A_23_P366394
23539	A_23_P155079
23539	
229	A_23_P415974
229	A_23_P32143
5869	A_23_P410998
5869	
23469	
23469	A_23_P70371
56122	A_23_P133236
7518	
140469	A_24_P182696
140469	A_23_P417853
140469	
116372	A_23_P419696
116372	A_32_P101031
116372	
79169	A_23_P97328
79169	
54836	A_24_P180849
54836	A_23_P71946
1316	A_24_P252739
1316	A_24_P932981
1316	A_23_P63798
1316	A_24_P128308
1316	
54469	A_32_P220472
54469	
84795	
81793	A_23_P33420
81793	
23076	A_24_P944040
23076	A_23_P256297
80017	
80017	A_24_P58177
80017	A_23_P48771
11253	A_23_P94857
11253	
401312	
26118	
26118	A_23_P4353
5424	A_23_P50456
5424	A_23_P50455
5424	
57142	A_23_P56933
57142	
7555	
130507	A_23_P5405
130507	A_24_P285501
130507	
29086	A_23_P119714
29086	
140710	A_24_P920922
140710	A_32_P32179
140710	
51264	A_23_P49768
51264	
2267	A_23_P20484
2267	
400831	A_32_P213881
9108	A_24_P383095
9108	
151188	A_23_P28169
151188	
64210	A_23_P46982
64210	A_24_P369263
64210	
80012	A_23_P409988
80012	
80012	A_24_P179175
80012	A_24_P265177
285628	
57109	A_23_P157861
57109	
642517	A_32_P221958
642517	A_23_P138394
642517	A_32_P230196
642517	A_24_P729905
642517	A_32_P41526
7874	A_23_P49481
7874	A_24_P245108
7874	
51097	A_23_P62807
9134	A_23_P215976
9134	
26680	
6745	
6745	A_24_P544882
6745	A_32_P89755
151888	A_23_P80883
151888	
284233	
100507057	A_24_P459880
23309	
23309	A_24_P93901
79501	A_24_P58501
10776	A_24_P313262
10776	A_23_P205768
10776	
12	A_23_P2920
12	A_23_P162918
1509	A_23_P52556
1509	
727915	
55651	A_24_P63608
55651	
135114	A_23_P145574
51614	A_24_P216313
51614	
729991	A_24_P914940
729991	A_24_P282013
729991	
729991	A_24_P393470
51327	A_23_P135486
9498	A_24_P75680
9498	
9498	A_23_P72912
9498	A_23_P336342
1420	A_23_P142606
11172	
11172	A_23_P83012
199720	A_23_P333552
199720	
4241	
4241	A_24_P924484
4241	A_23_P386320
64072	A_23_P217946
64072	A_23_P364437
64072	A_24_P187083
64072	A_23_P307968
64072	A_24_P943180
23625	A_23_P124962
317701	A_23_P402279
26225	
26225	A_32_P127209
26225	A_24_P165595
26225	A_23_P101943
11213	A_23_P162300
11213	A_32_P83256
11213	
283547	
22818	
22818	A_23_P116809
22818	A_24_P389959
8424	A_23_P127495
8424	
383	A_23_P111321
383	
6629	A_23_P40307
6629	A_24_P194260
6629	
57461	A_23_P155179
57461	A_23_P124164
57461	
81617	A_24_P56363
81617	A_23_P204879
81617	
11069	
11069	A_23_P17192
10746	A_23_P313645
10746	A_32_P98887
