EntrezGene ID	Affy HTA-2_0 probeset
101928846	
101928846	TC01005720.hg
101928846	TC01003009.hg
10319	TC09000744.hg
10319	
23173	
84698	
84698	TC12001745.hg
389376	TC6_cox_hap2000147.hg
389376	TC6_mcf_hap5000124.hg
389376	TC6_dbb_hap3000136.hg
389376	TC6_mann_hap4000125.hg
389376	TC06001514.hg
389376	TC6_qbl_hap6000137.hg
389376	TC6_dbb_hap3000137.hg
389376	TC6_cox_hap2000148.hg
389376	TC06001516.hg
85378	TC22001416.hg
85378	TC22000908.hg
85378	
119692	ADDON002650.hg
119692	TC11001316.hg
126006	
126006	TC19001115.hg
55388	TC10000098.hg
55388	
9196	TC17001097.hg
9196	
23239	TC18000224.hg
23239	
6447	TC15000224.hg
26257	TC14001048.hg
79140	TC01000421.hg
79140	
6809	TC11002689.hg
6809	TC11000499.hg
6809	
2639	TC19000231.hg
2639	
6696	TC04002100.hg
6696	TC04000478.hg
7730	TC19002621.hg
7730	
80144	
80144	TC04000434.hg
119694	ADDON002645.hg
119694	TC11000102.hg
8601	
8601	TC08000373.hg
57010	
57010	TC11000692.hg
100133991	TC17002232.hg
100133991	
100133991	TC17000583.hg
100499171	TC02004057.hg
400668	TC19000989.hg
389333	TC05001842.hg
101669764	TC02003780.hg
101669764	TC02001216.hg
101669764	
128360	TC01003372.hg
100526830	TC16000343.hg
100526830	TC16001479.hg
100526830	TC16000321.hg
100526830	TC16001486.hg
100526831	TC16000343.hg
100526831	TC16001479.hg
100526831	TC16000321.hg
100526831	TC16001486.hg
3674	
3674	TC17001581.hg
9925	TC09001079.hg
553158	
9903	
9903	TC01002155.hg
646457	TC19002350.hg
646457	TC19001229.hg
757	
4314	TC11003313.hg
4314	TC11002235.hg
4314	
57185	
57185	TC01000310.hg
29078	TC06001956.hg
100132464	
401665	TC11000103.hg
728656	TC0X002335.hg
728656	TC0X000398.hg
728656	TC0X002334.hg
728656	
23315	TC20000391.hg
23315	
391107	TC01003373.hg
7351	TC11002074.hg
7351	
1669	TC08000908.hg
9194	
100270679	TC20001145.hg
100270679	TC20000148.hg
7855	TC02002714.hg
3682	
3682	TC17001011.hg
7078	TC22000248.hg
55531	TC11000972.hg
55531	
55531	TC11002855.hg
55531	TC11000973.hg
643923	TC11000972.hg
643923	
643923	TC11002855.hg
643923	TC11000973.hg
5053	TC12001892.hg
5053	
5053	TC12003049.hg
387921	
387921	TC13000135.hg
4297	TC11002899.hg
4297	TC11003467.hg
4297	TC11001064.hg
4297	TC11002900.hg
4297	
3796	TC05003396.hg
3796	TC05002400.hg
3796	
225689	
23220	TC11000484.hg
23220	TC11002686.hg
23220	
9701	TC22000423.hg
9701	
10865	TC02000583.hg
10865	
2273	TC0X001889.hg
2273	
3456	TC09000946.hg
64395	TC02000409.hg
64395	
128408	ADDON002697.hg
128408	TC20001022.hg
64866	TC03001345.hg
64866	
7403	TC0X000212.hg
7403	
389827	TC09001692.hg
164781	TC02001365.hg
164781	
84978	TC15001289.hg
84978	
3163	
3163	TC16000131.hg
26065	
101928687	TC10001299.hg
101928687	TC10002648.hg
101929586	TC15002656.hg
101929586	TC15001725.hg
2825	TC02002698.hg
23624	TC19000629.hg
319	TC12001604.hg
129642	TC02001556.hg
129642	TC02004035.hg
129642	
64409	TC07000425.hg
64409	
2045	TC06001952.hg
2045	
7407	
3814	TC01003727.hg
131965	TC03001208.hg
131965	
131965	TC03001210.hg
192134	TC11000826.hg
5596	
4725	TC01000492.hg
441871	TC01002226.hg
441871	TC01002229.hg
441871	TC01000166.hg
28981	
28981	TC12000855.hg
100507300	TC11001575.hg
100507300	TC11003131.hg
102724551	TC05002081.hg
196385	
83864	TC0Y000320.hg
83864	TC0Y000070.hg
83864	TC0Y000178.hg
425057	TC0Y000320.hg
425057	TC0Y000070.hg
425057	TC0Y000178.hg
55209	
26275	
345611	
345611	TC05000836.hg
51191	TC04000485.hg
51191	
10022	TC01002752.hg
9512	TC07000672.hg
9512	
6897	TC05000148.hg
6897	
100303755	
6693	TC16002068.hg
6693	
105369261	TC16002068.hg
105369261	
79897	
3806	
58492	TC19001039.hg
58492	TC19001037.hg
58492	
6789	TC20001234.hg
6789	
343172	TC01002017.hg
26119	TC01000323.hg
26119	
54955	
54955	TC01002521.hg
104355285	TC04002207.hg
104355285	TC04000662.hg
10247	TC08001461.hg
10247	
91752	TC02001095.hg
102724053	TC06003163.hg
102724053	TC06001144.hg
430	TC11001277.hg
9808	TC07001216.hg
9808	TC07002848.hg
3918	TC01001585.hg
3918	
51166	TC04001730.hg
51166	
26220	
26220	ADDON000627.hg
26220	ADDON002229.hg
26220	TC22000036.hg
26220	TC22000955.hg
9986	TC11003464.hg
9986	
79644	TC04000319.hg
79644	
81621	TC10000732.hg
81621	
10314	TC02002733.hg
10314	
442319	TC07000370.hg
117155	
117155	TC15002811.hg
117155	TC15002511.hg
117155	TC15002810.hg
57576	
57576	TC01002317.hg
343450	TC01003659.hg
343450	
123879	TC16002041.hg
123879	
6942	TC22000843.hg
6942	
91689	
9240	TC14001296.hg
85441	TC20001035.hg
85441	
1662	TC11000981.hg
1662	
150160	TC22000461.hg
253769	
10220	TC12000490.hg
10220	TC12002385.hg
50650	
23670	TC09001204.hg
23670	
494513	TC02001073.hg
494513	
345193	TC04000567.hg
84552	TC18000593.hg
84552	
26279	TC01002308.hg
221037	
221037	TC10002673.hg
221037	TC10001329.hg
85235	ADDON002756.hg
85235	TC06000225.hg
85235	TC06000226.hg
388815	
2643	TC14002019.hg
2643	TC14001152.hg
135656	TC06000352.hg
135656	TC6_mcf_hap5000037.hg
135656	TC6_dbb_hap3000043.hg
135656	TC6_cox_hap2000050.hg
135656	TC6_qbl_hap6000043.hg
55743	
55743	TC12002157.hg
55743	TC12003200.hg
55743	TC12003217.hg
1535	TC16001339.hg
1535	
6424	TC07001293.hg
6424	
203238	
203238	TC09001837.hg
203238	TC09001836.hg
196463	TC12000891.hg
196463	
64081	TC10001345.hg
64081	
103352670	TC08000524.hg
103352670	TC08002000.hg
9228	
5261	TC16001491.hg
5261	TC16002073.hg
5261	
80833	TC22001324.hg
80833	
55229	
60676	TC01004845.hg
60676	TC01001534.hg
60676	TC01004846.hg
60676	
100130111	TC15000155.hg
100130111	TC15002111.hg
558	TC19000576.hg
558	
63827	
63827	TC01001325.hg
119772	TC11000094.hg
84639	TC02000718.hg
81696	
100874031	TC02001672.hg
6691	
6691	TC04001223.hg
51296	
51296	TC11003170.hg
51296	TC11001847.hg
79444	TC20000508.hg
79444	
100507435	
799	TC07001608.hg
799	
22862	TC13000193.hg
22862	
4733	TC22001422.hg
4733	
442194	
79794	TC12003105.hg
79794	TC12002009.hg
79794	
137868	TC08001003.hg
137868	
56990	TC05000623.hg
56990	
56990	TC05002618.hg
23185	
23185	TC10000964.hg
2314	
2314	TC17001199.hg
163223	TC19001358.hg
26531	
10695	TC06000588.hg
10695	TC06002794.hg
1613	TC19001053.hg
1613	
101927274	TC17001704.hg
101927274	TC17002706.hg
7587	
7587	TC10000253.hg
7587	TC10002011.hg
728340	
728340	TC05002425.hg
728340	TC05000319.hg
728340	TC05000305.hg
728340	TC05001456.hg
1760	TC19001632.hg
1760	TC19002524.hg
1760	
137209	TC08000728.hg
56171	
56171	TC02002636.hg
100507118	
100507118	TC15000875.hg
64981	
64981	TC19000331.hg
10061	TC07002034.hg
10061	
64097	
64097	TC05001676.hg
6289	
283316	
283316	TC12001161.hg
1827	
285051	
81559	TC01003913.hg
81559	
7570	TC10000290.hg
652968	
284273	TC18000578.hg
284273	
2744	
80072	TC15000657.hg
80072	TC15002266.hg
79411	TC02002792.hg
79411	
55659	TC19001899.hg
132989	TC04002956.hg
132989	TC04002621.hg
132989	
132989	TC04002957.hg
100506746	TC04002956.hg
100506746	TC04002621.hg
100506746	
100506746	TC04002957.hg
1005	TC18000235.hg
1005	
118460	TC16001233.hg
55696	
55696	TC05001942.hg
64764	TC07001898.hg
64764	
5707	TC02003882.hg
5707	TC02001386.hg
5707	
80864	
102723968	TC13000252.hg
102723968	TC13001554.hg
102723968	TC13000713.hg
79596	TC13000754.hg
8623	TC0Y000117.hg
8623	TC0X000800.hg
8623	
285521	TC04001278.hg
285521	
10718	
79939	
79939	TC19002688.hg
53822	TC19000460.hg
53822	
100874101	TC03001189.hg
116285	
116285	TC16000929.hg
7567	
7567	TC16002089.hg
7567	TC16001248.hg
101927849	TC04002260.hg
101927849	TC04000739.hg
100101120	TC0Y000307.hg
100101120	TC0Y000237.hg
100101120	TC0Y000151.hg
100101120	TC0Y000028.hg
9540	TC02001645.hg
9540	
7581	
55173	TC06001731.hg
9271	
83394	TC17001063.hg
83394	
4118	
4118	TC02000567.hg
3861	TC17001513.hg
3861	
388906	TC22000354.hg
388906	TC22001126.hg
388906	
8324	TC02001185.hg
27044	TC07002567.hg
27044	
27044	TC07000766.hg
27044	TC07002568.hg
27044	ADDON002381.hg
100529215	TC19002621.hg
100529215	
119682	TC11000105.hg
143941	TC11003467.hg
27288	TC11000145.hg
122525	TC14000261.hg
122525	
144983	TC12002381.hg
144983	TC16001556.hg
101928469	TC0X001170.hg
101928469	TC0X002136.hg
101928469	
339622	TC21000628.hg
339622	TC21000071.hg
100131187	
79634	
79634	TC02001038.hg
53616	TC07002444.hg
53616	TC07000525.hg
53616	
50964	TC17001562.hg
5705	
5705	TC17000772.hg
85455	TC15000282.hg
85455	TC15002157.hg
85455	TC15000281.hg
85455	
100506083	TC16001944.hg
100506083	TC16001235.hg
55052	
55052	TC01002096.hg
525	TC02000423.hg
525	
8857	TC19001527.hg
8857	TC19002479.hg
8857	
81853	TC10002687.hg
81853	
140880	TC20000710.hg
8091	
8091	TC12002423.hg
8091	TC12002424.hg
100506869	TC12000549.hg
100506869	TC12002406.hg
100506869	ADDON001822.hg
100506869	ADDON000175.hg
100506869	ADDON000176.hg
100506869	ADDON001823.hg
3211	TC17001641.hg
23475	TC16002069.hg
23475	
55506	TC10000425.hg
54518	TC10000181.hg
54518	
6712	TC11003214.hg
6712	TC11003216.hg
6712	TC11001975.hg
6712	
219654	TC10001451.hg
219654	
7433	
5939	TC12002392.hg
5939	TC12000514.hg
5939	
8326	TC07000440.hg
442721	TC07000746.hg
442721	
4049	
338809	TC12000713.hg
10488	TC09000192.hg
157285	TC08000938.hg
1737	TC11002866.hg
1737	TC11001005.hg
1737	
10602	TC02001746.hg
10602	
118461	TC10000327.hg
118461	
91801	TC11002260.hg
91801	
7293	TC01002086.hg
100419743	TCUn_gl000228000002.hg
100419743	TC04000940.hg
100419743	TC04000943.hg
100419743	TC10000957.hg
100419743	TCUn_gl000228000003.hg
100419743	TCUn_gl000228000007.hg
100419743	TC04000945.hg
100419743	TC04000946.hg
100419743	TC04000942.hg
100419743	TC04000939.hg
100419743	TC04000944.hg
100419743	TCUn_gl000228000013.hg
100419743	TCUn_gl000228000005.hg
100419743	TCUn_gl000228000001.hg
100419743	TCUn_gl000228000004.hg
100419743	TCUn_gl000228000006.hg
100419743	TCUn_gl000228000010.hg
100419743	TC04000941.hg
100419743	TCUn_gl000228000009.hg
100419743	TCUn_gl000228000008.hg
64109	TC0Y000347.hg
64109	TC0X002305.hg
64109	
197358	TC16000820.hg
197358	
100132169	TC16000002.hg
100132169	TC0X001557.hg
100132169	TC16001367.hg
100132169	TC0Y000222.hg
84224	TC01005314.hg
84224	TC01002324.hg
84224	
55784	
55784	TC15002385.hg
55784	TC15000930.hg
3617	TC06001889.hg
3617	
23221	TC08000178.hg
23221	
339906	
339906	TC03001361.hg
419	TC04002078.hg
419	
101928067	TC13000905.hg
101928067	TC02004592.hg
101928067	TC02002357.hg
5143	TC19002374.hg
5143	TC19002373.hg
5143	
729966	TC19002374.hg
729966	TC19002373.hg
729966	
148413	TC01000036.hg
148413	TC01004130.hg
148413	
100506915	
100506915	TC01004015.hg
1582	TC03001328.hg
1582	TC03001329.hg
100128731	TC02001673.hg
10335	TC11001416.hg
10335	
10659	TC10000081.hg
10659	
7263	TC22000718.hg
7263	
347541	TC0X000125.hg
347541	ADDON002137.hg
347541	ADDON001115.hg
55026	TC0X001324.hg
55026	
8542	TC22000265.hg
8542	
86614	
86614	TC0Y000266.hg
86614	TC0Y000321.hg
86614	TC0Y000322.hg
159119	
159119	TC0Y000266.hg
159119	TC0Y000321.hg
159119	TC0Y000322.hg
56897	TC06000018.hg
22877	TC12000969.hg
22877	
148641	TC01001930.hg
5599	
5599	TC10002063.hg
57115	TC01003259.hg
57115	
100506907	TC03001737.hg
100506907	ADDON000755.hg
100506907	ADDON001375.hg
100506907	TC03003070.hg
55308	TC16002039.hg
55308	
5610	TC02004161.hg
5610	TC02001739.hg
5610	
9516	TC16001773.hg
9516	TC16000870.hg
9516	
9516	TC16001774.hg
256364	
256364	TC11001871.hg
63970	TC11003410.hg
63970	TC11002445.hg
8239	TC0X000195.hg
8239	
54752	TC17000394.hg
338773	TC12001937.hg
3903	
51085	TC07001502.hg
51085	
2138	TC08001316.hg
2138	
25923	TC11003188.hg
25923	TC11001894.hg
25923	
158830	TC0X001120.hg
158830	TC0X002106.hg
158830	
51400	TC11000784.hg
51400	
353088	
353088	TC19000393.hg
1141	TC01001279.hg
4867	
4867	TC02002195.hg
100431172	TC12000154.hg
765	
765	TC01000110.hg
6133	18670044
6133	18670038
6133	18670031
6133	18670039
6133	18670041
6133	TC0X000924.hg
6133	18670036
6133	18670033
6133	TC15001739.hg
6133	18670032
6133	18670040
6133	18670042
6133	TC04001129.hg
6133	18670043
6133	18673696
6133	18673697
6133	18670034
6133	18673699
6133	18673700
6133	18670037
6133	18673691
6133	18673692
6133	18673693
6133	18673698
6133	18673695
6133	18670035
1891	
1891	TC19002698.hg
8654	TC04001504.hg
8654	TC04002693.hg
8654	
256144	TC11000417.hg
256144	ADDON002576.hg
7409	TC19000119.hg
7409	
10250	
10250	TC01000313.hg
100506765	TC03002487.hg
100506765	TC03000604.hg
50700	TC19000166.hg
50700	
25787	TC22000115.hg
25787	TC05001445.hg
25787	TC05000312.hg
25787	TC05000313.hg
25787	TC06001380.hg
25787	TC06001381.hg
25787	TC05000314.hg
25787	TC05000322.hg
25787	TC22000155.hg
25787	TC05001452.hg
25787	TC22000037.hg
25787	TC22000082.hg
25787	TC05000324.hg
25787	TC05000315.hg
25787	TC06001382.hg
25787	TC05001451.hg
25787	TC05001444.hg
25787	TC22000114.hg
25787	TC05000323.hg
25787	TC05001256.hg
25787	TC05001251.hg
146556	
146556	TC16000841.hg
8209	TC21001066.hg
8209	
55527	TC19000096.hg
8669	TC15000340.hg
8669	
84767	TC11000442.hg
101929470	
100874120	TC0X000244.hg
23538	TC11001326.hg
23538	ADDON002687.hg
27087	
27087	TC11002475.hg
2110	
2110	TC04000806.hg
135932	
135932	TC07002644.hg
135932	TC07000931.hg
1131	TC01005139.hg
1131	
1131	TC01005141.hg
4298	TC19001091.hg
4298	
102723525	TC04001905.hg
92565	
5978	TC04000335.hg
5978	
22876	TC10002327.hg
22876	TC10002326.hg
22876	TC10000869.hg
30814	TC01002306.hg
7105	TC0X001208.hg
7105	
51056	TC04000151.hg
51056	
6871	TC17000447.hg
6871	
27199	TC13000813.hg
2023	
6648	TC06004141.hg
6648	
6648	TC06004142.hg
6648	TC06003966.hg
100129518	TC06004141.hg
100129518	
100129518	TC06004142.hg
100129518	TC06003966.hg
10567	
10567	TC19001562.hg
54468	TC07000077.hg
54468	
79863	
79412	TC16000090.hg
221400	TC06004088.hg
221400	
57521	
57521	TC17000921.hg
8611	TC05001363.hg
8611	
55768	TC03002840.hg
55768	TC03001248.hg
55768	
51058	
51058	TC01000535.hg
54918	TC03001270.hg
54918	
10859	
8867	
8867	TC21000400.hg
170622	
2947	TC01002962.hg
2947	TC01005690.hg
1339	TC16001055.hg
120071	TC11000390.hg
120071	
101927464	TC12001008.hg
101927464	TC12002651.hg
84293	TC10002173.hg
84293	TC10000581.hg
90871	TC09000903.hg
90871	
65975	
65975	TC11001386.hg
104533120	
94122	TC0X000175.hg
10500	TC01003219.hg
10500	TC01005820.hg
10500	TC01005819.hg
10500	
105375732	TC08001568.hg
101929297	TC06003193.hg
101929297	TC06001175.hg
388333	TC17001121.hg
388333	
51634	TC0X000623.hg
51634	
387836	TC12001209.hg
112885	TC22000869.hg
112885	
112885	TC22000870.hg
200420	TC02003330.hg
200420	TC02000445.hg
30837	TC17000460.hg
54475	TC17001366.hg
54475	
2572	TC10000180.hg
2572	
114336	TC19002716.hg
114336	TC19000721.hg
9389	
9389	TC03000190.hg
11249	TC02002384.hg
23741	TC15000381.hg
23741	
6280	TC01001254.hg
6280	ADDON002818.hg
387264	
143501	TC11001310.hg
7024	TC12001502.hg
7024	
388272	
388272	TC16001086.hg
5364	TC03001378.hg
5364	
642477	
642477	ADDON000620.hg
642477	TC22000440.hg
80149	TC01000474.hg
80149	
55818	
55818	TC02000524.hg
1775	TC16000066.hg
5613	TC0X000809.hg
5613	
7011	
7011	TC14000884.hg
121227	TC12001643.hg
121227	
7319	TC0X000587.hg
7319	
253970	TC14001974.hg
253970	TC14002320.hg
253970	
8870	
2530	TC14001735.hg
2530	TC14000397.hg
2530	
116835	TC20000039.hg
220988	TC03000436.hg
220988	TC03002396.hg
220988	TC02001062.hg
220988	TC13000715.hg
220988	TC0X000681.hg
220988	TC03000437.hg
57817	TC19000464.hg
101928766	TC17001931.hg
101928766	TC17002811.hg
23207	TC01000194.hg
23207	
64108	TC03001031.hg
64108	ADDON002658.hg
23033	TC06000768.hg
23033	
83871	TC17002570.hg
83871	
83871	TC17001305.hg
102546226	TC05003130.hg
102546226	TC05001575.hg
102546226	
7381	
7381	TC08001450.hg
221504	
2549	TC04000699.hg
2549	
54345	TC20001045.hg
23586	TC09000999.hg
3614	TC07001846.hg
3614	TC10001444.hg
3614	TC07003160.hg
3614	
7922	TC6_mcf_hap5000087.hg
7922	TC6_dbb_hap3000094.hg
7922	TC6_qbl_hap6000093.hg
7922	TC6_mann_hap4000086.hg
7922	TC6_cox_hap2000102.hg
7922	TC06000412.hg
175	TC04002851.hg
175	TC04001769.hg
175	
7365	TC04000370.hg
7365	TC4_ctg9_hap1000002.hg
8971	TC03001767.hg
219541	TC11001797.hg
79664	TC15001506.hg
79664	
79664	TC15002562.hg
147798	TC19002577.hg
147798	TC19001836.hg
6283	TC01003260.hg
55859	TC0X001233.hg
55859	TC0X002165.hg
50717	TC01005888.hg
50717	TC01006277.hg
50717	
54433	
54433	TC04000565.hg
114335	TC19002716.hg
114335	TC19000721.hg
55161	TC04001995.hg
55161	TC04000257.hg
55161	
7569	TC0X002328.hg
55057	TC01002389.hg
55057	
350	TC17001810.hg
350	
10166	TC13000140.hg
10166	TC0Y000343.hg
10166	
80146	
3169	
401666	ADDON002845.hg
401666	TC11001320.hg
55862	
54069	TC21000395.hg
84312	TC14000225.hg
84312	
27128	
27128	TC22000280.hg
121952	TC13001264.hg
121952	TC13000372.hg
121952	
100129128	
5008	TC22000648.hg
5008	
6404	TC12001938.hg
6404	
8689	TC17001507.hg
23089	TC07000562.hg
23089	
2002	TC0X000999.hg
2002	
10388	TC20000999.hg
10388	
102724450	TC01002146.hg
100874295	TC01002993.hg
101060200	TC12003204.hg
101060200	TC12003203.hg
101060200	TC12002161.hg
100131434	
100131434	TC0X002269.hg
100131434	TC0X002345.hg
221120	TC11000368.hg
221120	
221120	TC11002646.hg
2993	TC04002927.hg
2993	TC04002764.hg
2993	
284383	TC19000152.hg
284383	ADDON002569.hg
388719	TC01004877.hg
388719	TC01001577.hg
1429	
1429	TC01002788.hg
2537	TC01002412.hg
26261	
26261	TC07000626.hg
161145	TC14001239.hg
161145	TC14001240.hg
161145	TC14002055.hg
161145	
3752	TC01005709.hg
3752	TC01002992.hg
3752	TC01005711.hg
9586	
9586	TC07002222.hg
5792	
5792	TC01000548.hg
8310	TC04001018.hg
8310	
81833	TC06000793.hg
81833	
9881	TC03001283.hg
9881	TC03002858.hg
9881	TC03002857.hg
9881	
286967	TC0X001540.hg
286967	TC0X000777.hg
286967	TC0X001942.hg
100132967	TC0X001540.hg
100132967	TC0X000777.hg
100132967	TC0X001942.hg
84557	TC20000243.hg
84557	
91179	TC22001483.hg
91179	
9927	
9927	TC01000152.hg
10060	TC12001300.hg
10060	
6870	TC04001439.hg
6870	TC04002656.hg
25896	TC01006094.hg
25896	TC01003801.hg
25896	
1182	
1182	TC04002313.hg
1182	TC04000845.hg
5790	ADDON002389.hg
5790	TC11003489.hg
1894	TC03000930.hg
1894	
27032	
27032	TC03000707.hg
653333	TC08002228.hg
653333	TC08002231.hg
653333	TC08000994.hg
221154	
221154	TC13000474.hg
93432	
5155	TC22000802.hg
5155	
100507002	ADDON001975.hg
100507002	ADDON000401.hg
341880	
341880	TC14001172.hg
6146	
119	TC02004331.hg
119	TC02004330.hg
119	
1910	TC13000748.hg
1910	TC13001585.hg
1910	
123803	TC16000891.hg
123803	
144165	TC12002841.hg
144165	TC12001405.hg
144165	
7419	
7419	TC08000327.hg
136541	TC07001937.hg
4940	TC12000885.hg
4940	
5763	
5763	TC12000090.hg
128	TC04001405.hg
128	
6750	TC03002094.hg
886	TC04001095.hg
101928345	TC0X002121.hg
101928345	TC0X001761.hg
101928345	TC0X000401.hg
101928345	TC0X001149.hg
440104	TC12002386.hg
11107	
11107	TC04001508.hg
101928376	TC03003183.hg
101928376	
1557	TC10002971.hg
1557	
127795	
127795	TC01002718.hg
121340	TC12001548.hg
121340	
401250	
101927377	TC20001247.hg
101927377	TC20000371.hg
10102	
8778	TC19001784.hg
4999	TC02002669.hg
4999	TC02004778.hg
4999	
317648	
317648	TC04001861.hg
317648	TC04000040.hg
101927221	TC08002046.hg
101927221	TC08000632.hg
80726	TC19001284.hg
80726	
114821	
100131496	TC20001246.hg
100131496	TC20000370.hg
26232	
26232	TC01002199.hg
26232	TC01005265.hg
4753	TC12001415.hg
4753	
5510	
5510	TC02001475.hg
5459	
50834	TC05003420.hg
57179	TC05002091.hg
57179	
27097	
27097	TC01003951.hg
27097	TC01006180.hg
343069	TC01002215.hg
343069	
101928079	TC01005643.hg
101928079	
101928079	TC01002888.hg
101928079	TC01002890.hg
55889	TC15000692.hg
55889	TC15001638.hg
55889	TC15000693.hg
55889	TC15000661.hg
55889	
643988	TC01002103.hg
651	TC04000449.hg
246100	TC0X001539.hg
246100	TC0X000778.hg
9283	TC01004951.hg
9283	TC01004950.hg
9283	TC01004952.hg
9283	TC01001671.hg
8618	TC03001516.hg
8618	
147923	
147923	TC19000511.hg
10501	TC19001066.hg
10501	
5526	TC11000610.hg
5526	TC11002720.hg
5526	
5526	TC11000611.hg
5794	TC19001862.hg
5794	
3720	TC06000104.hg
3720	
145788	TC15000431.hg
145788	
9785	TC16001627.hg
9785	TC16000601.hg
9785	
3658	
3658	TC15002301.hg
3658	TC15000729.hg
540	
540	TC13000684.hg
57462	TC09001033.hg
57462	
79683	TC06001124.hg
79683	
6293	TC6_dbb_hap3000191.hg
6293	TC06001581.hg
6293	TC6_mann_hap4000173.hg
6293	TC6_qbl_hap6000193.hg
6293	TC6_cox_hap2000205.hg
6293	TC6_mcf_hap5000180.hg
6293	TC6_ssto_hap7000174.hg
6293	
654364	TC17002276.hg
405753	TC15000351.hg
4212	TC15001211.hg
4212	
9957	TC04001037.hg
9957	
80194	TC11001985.hg
80194	
399967	TC11002423.hg
84735	TC18000250.hg
84735	
114819	TC01002264.hg
114819	TC01005289.hg
114819	
50839	
285692	
285692	TC05002874.hg
285692	TC05003421.hg
100533483	TC15002546.hg
101060226	TC01005799.hg
101928509	TC04001748.hg
101928509	
7299	TC11002817.hg
7299	TC11000887.hg
7299	
127829	TC01003699.hg
113540	
676	TC01000848.hg
676	
1149	TC18000635.hg
1149	TC18000063.hg
8224	TC22000685.hg
8224	
641367	
144233	TC12001484.hg
100506596	ADDON001964.hg
100506596	ADDON000370.hg
1761	
1761	TC09000008.hg
10957	TC06000795.hg
10957	
23036	
163131	TC19001528.hg
163131	
79913	TC20000289.hg
279	TC01000920.hg
279	TC01000918.hg
279	
201625	TC03002930.hg
201625	TC03001492.hg
201625	
2694	TC11001836.hg
2694	
84650	TC13001495.hg
84650	TC13000662.hg
84650	
102723487	TC17002338.hg
102723487	TC17000809.hg
80763	TC12000234.hg
80763	
1113	
7322	
7322	TC05000713.hg
7322	TC05002650.hg
3262	
401447	TC08000034.hg
101928399	TC21000505.hg
101928399	TC21001011.hg
81030	TC20000979.hg
81030	
1442	TC17001790.hg
1442	TC17001788.hg
1442	
1444	TC17001790.hg
1444	TC17001788.hg
64975	TC09000850.hg
5716	TC0X002181.hg
5716	TC0X001266.hg
100131816	TC0X001780.hg
100131816	TC0X000438.hg
26017	TC19000319.hg
26017	
101928527	TC15001466.hg
101928527	TC15002545.hg
54556	TC07000734.hg
54556	
391109	ADDON002567.hg
391109	TC01001341.hg
101928738	TC17000913.hg
101928738	TC17002401.hg
84959	TC11001115.hg
84959	
84084	TC02000795.hg
150786	TC02000795.hg
51132	TC0X001162.hg
123722	TC15001759.hg
123722	
131578	TC03002131.hg
54462	
54462	TC10000596.hg
100131320	TC02004577.hg
100131320	TC02002300.hg
100131320	
645402	TC08000035.hg
2814	TC03002132.hg
93663	TC06004137.hg
93663	
57552	TC03002008.hg
57552	
374986	TC01000788.hg
374986	
100132526	TC03002229.hg
100132526	TC03000081.hg
100132526	
28968	TC19001710.hg
28968	
100129361	
8100	TC13000025.hg
8100	
5770	TC20000403.hg
5770	TC20000405.hg
647024	TC06001729.hg
647024	TC06003649.hg
9627	
9627	TC05000575.hg
93010	TC02001391.hg
93010	
25906	
25906	TC11002054.hg
359822	TC04002485.hg
359822	TC04001077.hg
286148	
286148	TC08002018.hg
286148	TC08000577.hg
167127	TC05002953.hg
167127	TC05001267.hg
167127	
55066	TC16000576.hg
55066	TC16001959.hg
55066	TC16001265.hg
55066	
54947	TC16000455.hg
54947	
100874530	
100128890	TC08002197.hg
100128890	TC08000917.hg
285349	
285349	TC03003315.hg
100128675	TC19001439.hg
100128675	TC19002453.hg
100287226	
7058	TC06002330.hg
7058	
221527	TC6_mcf_hap5000153.hg
221527	TC6_cox_hap2000178.hg
221527	TC06001551.hg
221527	TC6_qbl_hap6000168.hg
221527	TC6_dbb_hap3000167.hg
91368	TC05001788.hg
91368	TC01006162.hg
91368	
51720	TC05003365.hg
51720	
9988	TC07002441.hg
9988	TC07000520.hg
9988	
404672	TC06001130.hg
9424	TC19000525.hg
9424	
63916	TC20000900.hg
63916	
55255	
55255	TC05001507.hg
55255	TC05003096.hg
7182	
7182	TC03000091.hg
7182	TC03002235.hg
101926950	
92715	
441161	TC06001871.hg
441161	
204851	TC01001003.hg
204851	
204851	TC01001004.hg
100852408	TC05001284.hg
100852408	TC05002964.hg
23218	TC03000263.hg
23218	
729877	TC17001391.hg
729877	TC17001386.hg
4681	
4681	TC01006268.hg
284521	TC01002019.hg
101927434	TC01002810.hg
9796	TC08001036.hg
9796	
115098	TC19000347.hg
115098	
102723605	TC07002318.hg
102723605	TC07000322.hg
100885778	TC13000363.hg
100885778	TC13001257.hg
441430	TC09002524.hg
441430	TC09002898.hg
441430	TC09001113.hg
441430	TC09002932.hg
441430	TC09000295.hg
441430	
53632	TC02002778.hg
53632	
119687	TC11000104.hg
119687	ADDON002643.hg
54454	TC02004117.hg
54454	TC02001642.hg
54454	
7104	TC03000806.hg
7104	
3070	TC10002226.hg
3070	TC10000673.hg
3070	
3070	TC10002227.hg
100130086	
146325	TC16000017.hg
63915	TC06004110.hg
2891	
2891	TC04000799.hg
9293	
143244	TC10000568.hg
489	TC17001015.hg
489	
25778	TC01003743.hg
25778	
102724601	TC01005945.hg
102724601	TC01003539.hg
102724601	
2672	TC01002867.hg
2672	
57129	TC03002039.hg
57129	
2595	
