EntrezGene ID	Affy HTA-2_0 probeset
100129250	TC09001865.hg
100129250	
100129250	TC09000129.hg
112858	TC20000906.hg
5912	TC03000837.hg
116444	TC19000025.hg
116444	
84902	
84902	TC19001393.hg
55738	
55738	TC20000512.hg
5293	TC01000118.hg
5293	
8243	TC0X001064.hg
8243	
101929353	TC04000522.hg
100287704	TC07000358.hg
100287704	ADDON001166.hg
100287704	TC07002340.hg
100287704	ADDON001572.hg
100287704	TC07001445.hg
100287704	ADDON000949.hg
100287834	TC07000358.hg
100287834	ADDON001166.hg
100287834	TC07002340.hg
100287834	ADDON001572.hg
100287834	TC07001445.hg
100287834	ADDON000949.hg
51559	
51559	TC12001901.hg
100874219	TC03003207.hg
100874219	TC03002003.hg
162239	TC16000616.hg
162239	
51661	TC02002574.hg
51661	
252951	TC0Y000301.hg
252951	TC0Y000141.hg
5535	TC09001424.hg
401992	
100874102	TC0X000631.hg
548593	
3015	TC04001419.hg
3015	TC04002644.hg
135228	TC06000737.hg
135228	
401237	
388389	TC17000576.hg
90632	
116443	TC09001423.hg
116443	
26083	TC17000351.hg
92745	TC0X001009.hg
92745	
92745	TC0X002058.hg
30008	
30008	TC11003210.hg
30008	TC11001946.hg
100505996	TC13000407.hg
85446	TC14000961.hg
85446	TC14001931.hg
85446	
6416	TC17000155.hg
6416	TC17002052.hg
6416	
158131	TC09000619.hg
158131	ADDON002438.hg
158131	TC09002241.hg
55275	TC17002427.hg
55275	TC17000966.hg
55275	
55275	TC17002428.hg
54658	TC02003895.hg
54658	
140700	TC20001719.hg
140700	TC20001044.hg
140700	
174	
174	TC04000404.hg
23451	TC02002647.hg
23451	
55266	TC12003254.hg
55266	
92211	TC10000593.hg
92211	
104613533	TC15001864.hg
104613533	ADDON000288.hg
104613533	TC15002709.hg
101927532	TC01001906.hg
101927532	TC01005094.hg
100507143	ADDON000050.hg
100507143	ADDON001691.hg
100507143	TC10002458.hg
100507143	TC10001024.hg
100506527	TC07003090.hg
100506527	TC07001694.hg
127841	TC01003731.hg
127841	TC01006054.hg
390502	TC14002134.hg
390502	ADDON001880.hg
390502	ADDON000240.hg
9135	
9135	TC17000065.hg
102477328	TC05001465.hg
102477328	TC05003067.hg
102477328	ADDON001444.hg
102477328	ADDON000836.hg
27095	
27095	TC01002504.hg
400506	TC16000920.hg
400506	
9170	
9170	TC19001305.hg
10379	
101928752	
100133957	TC0X000240.hg
100133957	TC0X001689.hg
100133957	ADDON002430.hg
101926897	
104266956	
137964	
137964	TC08000319.hg
112849	
112849	TC14002325.hg
53836	
53836	TC03001905.hg
285093	
112464	TC11001354.hg
112464	
333929	TC16001341.hg
9828	TC11000774.hg
9828	TC11002781.hg
9828	
7716	TC17001722.hg
7716	
2580	
2580	TC04000957.hg
57556	TC05001700.hg
57556	
65217	
51141	
51141	TC02000748.hg
887	TC11000129.hg
887	
887	TC11002539.hg
83540	
83540	TC01001430.hg
115948	TC19001184.hg
115948	
112609	TC06000777.hg
9723	TC07001566.hg
9723	
811	TC19000232.hg
811	
23766	
3126	
205717	TC03001663.hg
205717	
643376	TC11001798.hg
643376	
6310	
53904	TC10000179.hg
53904	
8760	TC20001076.hg
8760	TC20000056.hg
8760	
9037	TC05001151.hg
9037	TC05002857.hg
9037	
51442	TC0X000662.hg
51442	
10390	TC01000971.hg
10390	
3039	TC16000008.hg
3039	TC16000007.hg
3039	
400680	TC19002042.hg
400680	TC19000392.hg
400680	
2934	
284677	
124599	TC17001857.hg
163049	TC19000222.hg
163049	
54822	
54822	TC15001357.hg
85329	TC11000571.hg
440295	
440295	TC15000829.hg
440295	TC15002666.hg
440295	TC15001738.hg
440295	TC15002663.hg
440295	TC15001744.hg
440295	TC15000828.hg
440295	TC15002343.hg
440295	TC15001750.hg
440295	TC15002334.hg
440295	TC15000808.hg
440295	TC15000767.hg
100874100	TC07001587.hg
3936	TC13000642.hg
3936	
5778	TC01006042.hg
5778	TC01003700.hg
5778	
4352	TC01000544.hg
729747	TC19002681.hg
101927606	
101927606	TC18000774.hg
113277	
113277	TC17000549.hg
149773	TC20001317.hg
149773	
1939	
102725019	
90199	TC20000882.hg
23370	TC19000125.hg
23370	
101926896	
23743	TC05000386.hg
23743	
374877	
374877	TC19000126.hg
54936	TC01000467.hg
3598	TC0X001290.hg
3598	
379	TC17000551.hg
101927528	
58499	TC09000544.hg
58499	TC09002163.hg
58499	
7128	
7128	TC06003084.hg
7128	TC06001027.hg
207063	
218	
218	TC17001250.hg
100507602	
100507602	TC05002788.hg
8507	TC05001481.hg
8507	TC05003082.hg
8507	
401152	TC04001499.hg
401152	
8409	
8409	TC0X001000.hg
5216	TC17001036.hg
5216	
84329	
84329	TC12001967.hg
150291	TC22000219.hg
150291	TC22001069.hg
64708	
64708	TC02003887.hg
5241	TC11003309.hg
5241	TC11003308.hg
5241	TC11002220.hg
5241	
8843	TC12002079.hg
148170	
5626	TC05002118.hg
342527	TC17000043.hg
342527	
338442	TC12002078.hg
8577	TC09000513.hg
8577	TC09002903.hg
114990	
1398	TC17002435.hg
1398	TC17000973.hg
1398	
1943	TC19002616.hg
57189	TC07001930.hg
104502417	TC22000806.hg
57532	TC17001316.hg
57532	
60626	TC11000005.hg
60626	
202309	TC05000253.hg
202309	
8841	TC05003274.hg
8841	TC05001871.hg
8841	
25943	TC20000572.hg
25943	TC20001388.hg
25943	
56833	TC01001357.hg
56833	
10459	TC01002200.hg
10459	
101929148	
101929148	TC0Y000193.hg
101929148	TC0Y000272.hg
101929148	TC0Y000077.hg
29909	TC03001903.hg
391253	TC20000353.hg
64122	TC17000957.hg
64122	
6873	TC08001559.hg
6873	
8906	TC14002205.hg
8906	
387733	TC11003502.hg
340074	TC05001805.hg
340074	TC05003249.hg
8649	TC04002643.hg
8649	TC04001416.hg
10367	
10367	TC10001394.hg
285313	
285313	TC03001908.hg
83879	TC02001035.hg
83879	
26001	TC17000057.hg
26001	
101928571	ADDON000493.hg
101928571	ADDON002065.hg
890	TC04001516.hg
494119	TC0X001447.hg
441307	TC07002096.hg
441307	TC07000007.hg
5675	
80157	TC04000282.hg
80157	
102724392	
7594	TC19001356.hg
7594	
7594	TC19002397.hg
4285	
4285	TC13000484.hg
5981	TC04001127.hg
5981	
102723895	
102723895	TC11003319.hg
2297	
2297	TC05001470.hg
2297	TC05003075.hg
79139	TC08001575.hg
79139	
23392	TC09001482.hg
23392	
9159	TC11002892.hg
9159	TC11001046.hg
9159	TC11002334.hg
9159	
101928744	TC07001316.hg
101928744	TC07002910.hg
6596	TC03001882.hg
6596	
2920	TC04001286.hg
222256	
285489	
285489	TC04000048.hg
164127	TC01001836.hg
164127	ADDON002699.hg
3883	TC17001499.hg
5301	TC01000753.hg
5301	TC01004463.hg
6908	TC06003242.hg
6908	TC06003243.hg
6908	TC06001201.hg
6908	
51499	TC12002044.hg
340073	TC05001800.hg
340073	TC05003248.hg
340073	
9911	
26207	TC17002321.hg
26207	TC17002323.hg
26207	TC17000794.hg
26207	
79191	TC16001124.hg
343173	
147872	TC19000731.hg
147872	
10734	TC07003338.hg
10734	
10734	TC07003337.hg
2125	
2125	TC17001891.hg
4248	TC22000315.hg
4248	
847	TC11000327.hg
847	
1813	TC11003349.hg
1813	TC11002302.hg
1813	
23612	TC01003691.hg
23612	TC01006039.hg
23612	TC01003690.hg
23612	
93587	TC04001413.hg
93587	
102724913	TC18000968.hg
102724913	
102724913	TC18000969.hg
5900	TC09002922.hg
5900	
8797	TC08001052.hg
8797	
124056	
124056	TC16000770.hg
375341	TC03003384.hg
375341	
54930	TC14000941.hg
54930	
9142	TC0X000702.hg
84101	TC12001835.hg
84101	
84101	TC12001836.hg
4089	
4089	TC18000998.hg
57650	TC03001632.hg
57650	
11231	TC06001991.hg
11231	
2044	TC04001245.hg
79008	
105369236	
339145	TC16001316.hg
339145	
101927534	TC02001517.hg
101927534	TC02003983.hg
84672	TC0Y000333.hg
84672	TC0Y000195.hg
84672	TC0Y000075.hg
441543	TC0Y000333.hg
441543	TC0Y000195.hg
441543	TC0Y000075.hg
124961	TC17000061.hg
84251	
65123	
7752	TC16000811.hg
7752	
29125	TC11001278.hg
29125	TC11003003.hg
29125	
7068	TC03001241.hg
7068	
939	TC12000080.hg
119679	TC11000106.hg
102724473	TC0X002357.hg
258010	
258010	TC11001499.hg
80342	
80342	TC01001751.hg
101927678	TC20001637.hg
101927678	TC20000946.hg
643008	TC17000858.hg
643008	TC17002363.hg
643008	
113730	TC22000430.hg
57558	
57558	TC11000840.hg
54738	TC02002782.hg
10846	TC06003988.hg
10846	TC06002297.hg
10846	
10846	TC06002300.hg
10846	TC06003991.hg
100505495	
101928773	TC07002277.hg
101928773	TC07000257.hg
51804	TC14002036.hg
51804	
27285	TC01000466.hg
27285	
154449	ADDON002344.hg
154449	TC06004040.hg
154449	TC06002341.hg
162655	TC18000852.hg
162655	TC18000383.hg
162655	
100996280	TC14000512.hg
100996280	TC14001793.hg
414764	
654483	TC16002104.hg
7125	TC20000889.hg
5444	TC07003363.hg
5444	
873	
873	TC21000148.hg
163059	TC19002680.hg
163059	
8553	TC03000015.hg
8553	
79959	TC18000376.hg
79959	
56941	TC03000690.hg
56941	
83463	
83463	TC05003436.hg
83463	TC05003437.hg
23113	TC06000597.hg
23113	
8658	
8658	TC08000069.hg
8658	ADDON000993.hg
202018	
5704	TC19000557.hg
5704	
79608	
51435	TC08000209.hg
23526	TC19000029.hg
23526	
7586	TC07000607.hg
7586	TC07002487.hg
7586	
64747	
64747	TC03002627.hg
11267	
6002	TC04001863.hg
6002	
100873962	TC0Y000231.hg
100873962	TC0X000449.hg
100873962	TC0X001784.hg
100873962	TC0Y000018.hg
91966	
91966	TC0X000711.hg
91966	TC0X001909.hg
54494	TC11002311.hg
26	
26	TC07001008.hg
66004	
66004	TC08002559.hg
3338	TC11000588.hg
3338	
3046	
1653	TC02000089.hg
1653	
85442	TC10000949.hg
85442	
6894	TC01003983.hg
6894	
7113	TC21000471.hg
7113	
494551	
100500938	TC11001500.hg
100500938	TC11003082.hg
2959	TC01002843.hg
2959	
998	
100506385	TC21000140.hg
100506385	TC21000693.hg
146705	TC17001946.hg
146705	
150248	TC22000137.hg
150248	
894	TC12000060.hg
894	
101927953	TC05001798.hg
101927953	TC05003246.hg
10019	TC12000868.hg
10019	
101929302	TC09000022.hg
101929302	TC09000024.hg
101929302	TC09000025.hg
4097	TC17001964.hg
4097	TC17001965.hg
4097	
9228	TC08000007.hg
84942	TC15002679.hg
84942	TC15001786.hg
84942	
79290	TC10001222.hg
6045	TC01001595.hg
6045	
3764	TC12001299.hg
3764	
25764	TC15002177.hg
25764	TC15002794.hg
25764	TC15002795.hg
25764	
140432	TC13000817.hg
839	
839	TC04001464.hg
8490	
8490	TC01006414.hg
8490	TC01005900.hg
23274	
100505817	TC18000245.hg
100505817	TC18000770.hg
100505817	
4830	
4830	TC17002276.hg
4830	TC17002880.hg
375790	TC01000024.hg
375790	
7804	TC01002669.hg
7804	
54438	TC06003476.hg
54438	TC06001280.hg
54438	TC06003477.hg
54438	ADDON002912.hg
54438	
654	TC06000062.hg
54361	TC01005318.hg
54361	
100133091	
440145	TC13000726.hg
7321	TC10000360.hg
7321	
961	
961	TC03001629.hg
8411	TC12001811.hg
8411	
4299	
4299	TC04002095.hg
4299	TC04000470.hg
257415	TC07001602.hg
257415	TC07003060.hg
257415	
401289	
401289	TC06003238.hg
401289	TC06001198.hg
81545	TC05000812.hg
81545	
84662	
89781	
89781	TC22000608.hg
79709	TC19000340.hg
79709	
105616982	TC13000774.hg
105616982	TC13001618.hg
55151	
55151	TC09000539.hg
9113	TC06002214.hg
9113	
5370	
85437	TC12001403.hg
85437	
6720	TC17001193.hg
6720	
6720	TC17001192.hg
9673	TC01001315.hg
9673	
286103	TC08002164.hg
286103	TC08000866.hg
54834	TC01003039.hg
54834	
79886	TC09000982.hg
79886	
9409	TC11001715.hg
9409	
9208	TC02003919.hg
9208	
1259	TC04002539.hg
1259	TC04001172.hg
1259	
7158	TC15002510.hg
7158	TC15001278.hg
7158	
54567	
54567	TC15000299.hg
10557	TC10000116.hg
10557	TC10001915.hg
10557	
11278	TC13000733.hg
11278	
23421	
79968	TC15000337.hg
79968	
943	TC01000154.hg
943	
54674	TC07000704.hg
54674	
100134368	TC16000012.hg
100134368	TC16001370.hg
100134368	
199692	TC19001984.hg
199692	TC19000203.hg
199692	TC19000204.hg
4958	TC09001335.hg
146862	TC17000395.hg
27106	TC19000350.hg
27106	
89792	TC11001953.hg
89792	
554223	TC6_ssto_hap7000017.hg
554223	TC6_dbb_hap3000017.hg
554223	TC06000325.hg
554223	TC6_mann_hap4000018.hg
554223	TC6_mcf_hap5000016.hg
340542	TC0X001228.hg
64805	TC03001907.hg
7789	TC0X001088.hg
100526760	TC03002341.hg
102	TC15001484.hg
102	
1337	TC12003257.hg
1337	TC06000539.hg
1337	
648691	
744	
744	TC11001523.hg
2856	TC14001012.hg
2856	TC14001958.hg
643036	TC04002881.hg
643036	TC04001810.hg
348110	TC15002783.hg
348110	ADDON000287.hg
348110	ADDON001909.hg
348110	
94086	TC17000522.hg
94086	ADDON002715.hg
79879	
79879	TC22000346.hg
79879	TC22000345.hg
285804	TC06004041.hg
114990	TC16000129.hg
64837	
64837	TC11000656.hg
84967	TC01002507.hg
84967	
102724550	TC03000946.hg
102724550	TC03002672.hg
101928834	TC10002493.hg
101928834	TC10001084.hg
222183	TC07000483.hg
222183	TC07002417.hg
222183	
4354	
4354	TC0X001544.hg
546	TC0X001173.hg
546	TC0X002137.hg
546	
6934	TC10002300.hg
6934	TC10000820.hg
6934	
148753	
101927040	TC08002394.hg
101927040	
23569	
23569	TC01000232.hg
5594	TC22000547.hg
5594	
391104	TC01003336.hg
11194	
84624	TC06001142.hg
84624	
4607	TC11001735.hg
4607	
101927067	ADDON001620.hg
84343	TC03000803.hg
84343	
283635	
283635	TC14000220.hg
283635	TC14000221.hg
8490	TC01006415.hg
9427	
9427	TC02002874.hg
11131	
11131	TC06000613.hg
80310	TC11002242.hg
80310	
3709	TC12001328.hg
3709	
105375744	TC08001615.hg
286077	TC08001729.hg
286077	
106660606	
106660606	TC16000069.hg
2242	
2242	TC15000871.hg
91283	TC09002902.hg
91283	
50833	TC07001816.hg
171017	TC12001147.hg
171017	
399693	ADDON002355.hg
399693	
55177	TC15001242.hg
55177	
348262	TC17001958.hg
348262	
3904	
3904	TC19000879.hg
27346	TC17000319.hg
27346	
7080	
7080	TC14002321.hg
4829	TC06002177.hg
4829	TC06002178.hg
51382	
51382	TC14001236.hg
51382	TC14001237.hg
6953	TC06002315.hg
6953	
81839	TC01001012.hg
81839	
1068	TC18000004.hg
1068	ADDON002473.hg
101241891	
5387	TC07001527.hg
5387	TC07003030.hg
5387	TC07001523.hg
5387	TC07001522.hg
5387	TC07000434.hg
5387	TC07001525.hg
5387	TC07000435.hg
5387	TC07001532.hg
5387	TC07000655.hg
5387	
7784	TC07002419.hg
7784	TC07000487.hg
7784	
1630	TC18000184.hg
1630	
8392	TC17000032.hg
100286922	TC02002885.hg
100286922	TC02004857.hg
43	
43	TC07001679.hg
43	ADDON002502.hg
84939	
84939	TC19001933.hg
84939	TC19000036.hg
10732	
10732	TC20001020.hg
101927059	TC05002570.hg
101927059	TC05000542.hg
114770	TC19001257.hg
114770	
101927230	TC17002269.hg
101927230	TC17000661.hg
283673	
283673	TC15000632.hg
283673	TC15002254.hg
9971	TC12000778.hg
9971	
1602	TC13001567.hg
1602	TC13000722.hg
26509	
26509	TC10001535.hg
9057	TC16000554.hg
9057	
57733	TC04000168.hg
57733	
51117	TC09000685.hg
51117	TC09002278.hg
51117	
101929191	TC08000075.hg
101929191	
10723	
23095	
23095	TC01000127.hg
128025	TC01005145.hg
128025	
128025	TC01001975.hg
8939	
8939	TC09000738.hg
286451	TC0X001748.hg
286451	TC0X000360.hg
286451	
219986	TC11000490.hg
11274	TC22000029.hg
101928141	TC17000811.hg
101928141	TC17002339.hg
101928271	TC02003101.hg
101928271	TC02000122.hg
101927964	TC10001841.hg
101927964	TC10000035.hg
11091	
11091	TC09000781.hg
352999	
2737	TC07001319.hg
2737	
100873980	TC12002265.hg
100873980	TC12000202.hg
442920	
51195	TC17000492.hg
51195	
338653	TC11001283.hg
338653	TC11003007.hg
81847	TC06003040.hg
81847	TC06000969.hg
81847	
23263	
23263	TC13001314.hg
23263	TC13000415.hg
1043	
1043	TC01000342.hg
8388	TC17001007.hg
8388	ADDON002441.hg
100616420	TC18000502.hg
1877	TC16000065.hg
1877	
102465133	
554	TC0X000760.hg
554	TC0X001930.hg
26027	TC01000668.hg
26027	
100847090	
102466271	
5314	TC06001796.hg
5439	TC07001703.hg
5439	
347686	TC15002091.hg
102464817	
100616156	
51281	
9282	TC0X000966.hg
9282	
100616168	TC19001916.hg
117178	
10984	TC11003006.hg
10984	TC11001282.hg
50945	
574492	TC19000851.hg
574492	TC19000842.hg
100500861	TC13000747.hg
6176	TC15000639.hg
6176	
256380	
23463	TC01002147.hg
23463	
6810	
6810	TC16000366.hg
6810	TC16001493.hg
50854	
102465140	
83593	TC01001724.hg
83593	
100423039	TC02002801.hg
494334	TC15001545.hg
100616286	TC10000454.hg
60492	TC11002158.hg
60492	
2701	TC01000451.hg
55301	
55301	TC10000115.hg
285855	
285855	TC06000586.hg
285855	TC06002793.hg
55561	TC11001914.hg
55561	
101927686	
101927686	TC06003809.hg
101927686	TC06002031.hg
768211	TC04001116.hg
768211	
102465479	
6508	TC02001334.hg
6508	TC02003845.hg
6508	
6508	TC02003844.hg
8174	
8174	TC19000004.hg
51071	TC12000206.hg
51071	
407052	TC04001016.hg
10908	TC19000129.hg
10908	
390199	TC11000491.hg
100847010	
100302240	
400242	TC14000590.hg
400242	TC14001823.hg
400242	
26737	TC09000620.hg
26737	ADDON002694.hg
28951	TC02000082.hg
28951	TC02003046.hg
28951	TC02003047.hg
28951	
100616454	TC12000851.hg
26735	ADDON002677.hg
26735	TC09000621.hg
6846	TC01003490.hg
27198	TC12002077.hg
126789	TC01000033.hg
126789	
81788	TC01003745.hg
374864	
374864	TC18000448.hg
10763	TC01003347.hg
10923	
60559	TC04000870.hg
60559	
693134	TC07000209.hg
100500830	TC07000209.hg
286101	TC08002577.hg
286101	TC08001765.hg
286101	
2981	TC01000525.hg
101928104	
101928104	TC17002332.hg
285367	
285367	TC03001151.hg
1114	TC20000062.hg
1114	
100616390	TC01001929.hg
283692	TC15002323.hg
283692	TC15000789.hg
283692	
6844	TC17002850.hg
6844	
65990	TC16000029.hg
65990	
55366	TC11001509.hg
55366	
11096	TC21000346.hg
11096	TC21000892.hg
57486	TC05000279.hg
57486	
4801	TC12001906.hg
4801	
401541	TC09000436.hg
401541	ADDON002345.hg
401541	TC09002093.hg
401541	
100499484	
100093630	TC04002157.hg
100093630	ADDON002303.hg
100093630	TC04000599.hg
100093630	TC04000600.hg
100847054	
85438	TC04000383.hg
100885776	TC04000232.hg
100885776	TC04001989.hg
50487	TC22000662.hg
400735	TC01005270.hg
400735	TC01002216.hg
400735	TC01002219.hg
677679	TC01003552.hg
57506	TC20001069.hg
57506	TC20000043.hg
2944	
102465253	
26115	TC17000764.hg
26115	
26827	TC10000099.hg
26827	TC14001020.hg
26827	TC02002540.hg
26827	TC19000026.hg
26827	TC12001421.hg
26827	TC04001128.hg
26827	TC14000206.hg
26827	TC0X001437.hg
26827	TC12000757.hg
26827	TC08000693.hg
26827	TC10000148.hg
26827	TC19000021.hg
26827	TC03000967.hg
26827	TC04001378.hg
26827	TC07001824.hg
26827	TC15001590.hg
26827	TC03002169.hg
26827	TC0X001104.hg
26827	TC05001229.hg
26827	TC03001083.hg
26827	TC01001564.hg
26827	TC01000128.hg
26827	TC08000390.hg
441046	ADDON000038.hg
441046	TC04000702.hg
441046	TC04002238.hg
441046	
474382	TC0X001555.hg
474382	ADDON002729.hg
474382	TC0X000786.hg
474382	TC0X000780.hg
277	TC01000919.hg
277	TC01000921.hg
277	TC01002935.hg
277	
9620	TC22000889.hg
9620	
387763	ADDON002372.hg
81567	
81567	TC06004109.hg
81567	TC06003448.hg
34	TC01000776.hg
34	
7703	TC17001430.hg
100506085	TC04002815.hg
100506085	TC04001728.hg
102465464	
169981	TC0X002091.hg
169981	
8303	TC16000165.hg
1992	TC06001217.hg
1992	
1992	TC06003341.hg
5223	TC12000806.hg
5223	TC10000695.hg
5223	
644186	TC22000916.hg
124540	TC17000705.hg
124540	
100287144	TC04001892.hg
100287144	TC04000102.hg
100287144	TC04000111.hg
257202	TC6_cox_hap2000110.hg
57054	TC0Y000196.hg
57054	TC0Y000083.hg
57054	TC0Y000279.hg
57054	TC0Y000093.hg
57054	TC0Y000210.hg
316	TC02001162.hg
316	
100847001	
51019	
51019	TC12001886.hg
51751	TC17000575.hg
51751	
51751	TC17002229.hg
5725	TC19000015.hg
5725	TC19000016.hg
5725	
25758	
25758	TC11000317.hg
9499	TC05000689.hg
9499	
440068	TC11003507.hg
100616253	TC22000386.hg
119678	TC11001322.hg
6182	TC17002882.hg
6182	TC17002410.hg
990	TC17000495.hg
990	
89891	TC09001634.hg
89891	
6616	
1271	TC09001038.hg
1271	
6875	TC18000114.hg
56664	TC05000734.hg
9422	TC19000934.hg
9422	
152559	
152559	TC04001325.hg
222223	TC07001573.hg
222223	TC07003050.hg
222223	
253832	TC13001352.hg
253832	TC13000471.hg
253832	TC13000472.hg
253832	
51606	TC08001215.hg
51606	
102465865	
100422884	
23002	
23002	TC14000356.hg
23002	TC14001714.hg
5686	TC01005688.hg
5686	TC01002955.hg
5686	
4790	TC04000526.hg
4790	
1493	TC02001201.hg
1493	TC02003774.hg
64780	TC06002003.hg
64780	
100616396	TC15000394.hg
105374516	
57526	TC0X001207.hg
57526	
51224	TC18000491.hg
100124538	TC09001527.hg
693188	TC10000171.hg
100422980	TC19001566.hg
3133	TC6_qbl_hap6000029.hg
3133	TC6_ssto_hap7000029.hg
3133	TC6_cox_hap2000036.hg
3133	TC6_dbb_hap3000029.hg
3133	TC6_mcf_hap5000023.hg
3133	TC6_mann_hap4000031.hg
3133	TC06000338.hg
101927378	TC07002438.hg
101927378	TC07000515.hg
339967	TC04001253.hg
339967	
9132	TC01000518.hg
9132	
407010	TC19001224.hg
407010	TC19002349.hg
57695	TC02002773.hg
57695	
81	
81	TC19000532.hg
407009	
221322	
221322	TC06002065.hg
801	
801	TC14000554.hg
805	
805	TC14000554.hg
692092	TC6_mann_hap4000014.hg
692092	TC6_dbb_hap3000013.hg
692092	TC6_apd_hap1000013.hg
692092	TC6_cox_hap2000017.hg
692092	TC06000320.hg
692092	TC6_qbl_hap6000012.hg
692092	TC6_mcf_hap5000012.hg
100033437	TC15000076.hg
101928748	TC09002762.hg
101928748	TC09001518.hg
375346	
375346	TC03003414.hg
375346	TC03002918.hg
11074	
518	TC02002547.hg
518	TC02004706.hg
101928557	ADDON002172.hg
101928557	ADDON000323.hg
442900	TC11002093.hg
4193	TC12000606.hg
4193	TC12002437.hg
4193	
8263	ADDON002436.hg
8263	TC0X000781.hg
8263	ADDON002437.hg
8263	TC0X001554.hg
8263	TC0X000787.hg
693187	TC09000854.hg
7913	TC06001302.hg
7913	
257236	TC04001006.hg
100616479	
100847073	
64146	
102466518	
138241	
65977	TC02001074.hg
65977	
404093	TC17001721.hg
404093	
389641	TC08000182.hg
389641	TC08001840.hg
389641	TC08000183.hg
5204	TC12000435.hg
5204	
2350	TC11000755.hg
2350	
102465454	
79572	TC03002133.hg
79572	
159963	TC11001506.hg
159963	TC11003087.hg
159963	
100874366	TC12001556.hg
100289462	
100423043	TC02001459.hg
1360	
64581	
64581	TC12001215.hg
5515	TC05003406.hg
5515	
2897	TC21000360.hg
2897	
4628	TC17001118.hg
4628	TC17002479.hg
4628	
375061	TC01003963.hg
83693	
83693	TC16001308.hg
3062	
5909	
5909	TC01002326.hg
6091	TC03001570.hg
6091	
10655	TC09001788.hg
10655	TC09000011.hg
10655	
342035	TC15000405.hg
342035	
102466756	
574502	TC0X000283.hg
574502	TC0X000282.hg
693220	TC17001823.hg
414319	TC09000523.hg
100169767	TC01003936.hg
100169767	TC06001169.hg
100169767	TC03002042.hg
100169767	TC01003927.hg
100169767	TC12000188.hg
100169767	TC01003929.hg
100169767	TC06002006.hg
100169767	TC01003920.hg
100169767	TC01003925.hg
100169767	TC01003928.hg
100169767	TC02000336.hg
100169767	TC01003922.hg
100169767	TC01003935.hg
100169767	TC06000041.hg
100169767	TC01003926.hg
100169767	TC08001415.hg
100169767	TC01003933.hg
100169767	TC01003932.hg
100169767	TC05000152.hg
100169767	TC01003924.hg
100169767	TC01003931.hg
100169767	TC01003934.hg
100169767	TC01003921.hg
100169767	TC01003923.hg
100169767	TC16000560.hg
100169767	TC07000780.hg
100169767	TC01003930.hg
100616126	TC11000059.hg
105376887	
84707	TC0X001239.hg
3624	TC07002911.hg
3624	TC07001318.hg
3624	
200035	TC01003111.hg
200035	
55316	TC17000668.hg
55316	
353	TC16001344.hg
353	
767589	TC14000688.hg
767589	TC14000689.hg
102723655	
83942	TC05001680.hg
63946	TC19000586.hg
63946	
169611	
169611	TC09000644.hg
101928137	TC12002448.hg
101928137	TC12000631.hg
642131	
22978	
54859	
54859	TC03002895.hg
114038	
100033440	TC15000094.hg
100033440	TC15000085.hg
100033440	TC15000105.hg
100033440	TC15000112.hg
100033440	TC15000099.hg
100033440	TC15000077.hg
100033440	TC15000079.hg
100033440	TC15000082.hg
100033440	TC15000084.hg
10970	TC12003062.hg
10970	TC12003061.hg
10970	TC12001917.hg
10970	
100422894	
6843	
6843	TC12001138.hg
2794	TC6_apd_hap1000073.hg
2794	TC6_ssto_hap7000117.hg
2794	TC6_cox_hap2000136.hg
2794	TC6_mann_hap4000114.hg
2794	TC6_dbb_hap3000125.hg
2794	TC06001501.hg
2794	TC6_qbl_hap6000126.hg
2794	TC6_mcf_hap5000115.hg
5395	TC07002131.hg
5395	TC07002777.hg
5395	TC07001124.hg
5395	
6349	
146279	
146279	TC16000858.hg
4494	TC16000473.hg
4494	
84065	TC01004262.hg
84065	
767597	TC14000696.hg
767597	TC14000697.hg
100422887	TC05001567.hg
57097	
57097	TC12001116.hg
10224	TC19001199.hg
102466983	
101954276	TC01001087.hg
8928	TC08001753.hg
29928	
6445	TC13000045.hg
1327	18671924
1327	18671923
1327	18671926
1327	18671928
1327	18671929
1327	18671085
1327	18671925
1327	18671927
1327	18671086
1327	18671087
1327	TC16000665.hg
1327	18671930
1327	18671932
1327	18671084
1327	18671933
1327	18671934
1327	18671931
1327	18671089
1327	18671088
1327	18671917
1327	18671921
1327	18671920
1327	18671922
7156	
7156	TC17001200.hg
677824	
677806	TC06002278.hg
9117	
6367	TC16000487.hg
494337	TC03001395.hg
11005	
11005	TC05000805.hg
53842	TC04001793.hg
221935	TC07002117.hg
221935	TC07000040.hg
221935	
104968399	ADDON002204.hg
104968399	ADDON000414.hg
27197	TC0X000203.hg
27197	
138428	
138428	TC09001606.hg
9617	
9617	TC13000603.hg
388428	TC17000926.hg
388428	TC17002403.hg
352909	
352909	TC19001860.hg
9584	TC20001560.hg
9584	
116173	TC14000146.hg
116173	
692084	TC08000259.hg
4920	
6429	TC01002432.hg
6429	
1084	
1084	TC19000585.hg
1728	
1728	TC16001225.hg
1728	TC16001224.hg
101929657	TC13001099.hg
101929657	TC13000221.hg
84836	TC03002911.hg
84836	TC03003388.hg
84836	
84331	TC16000020.hg
84331	
84331	TC16000021.hg
100287175	TC16000020.hg
100287175	
100287175	TC16000021.hg
100506258	
100506258	TC11003037.hg
23189	TC09001785.hg
23189	
5786	TC20001728.hg
5786	TC20001064.hg
5786	
7533	TC22000233.hg
7533	
55312	
55312	TC09001223.hg
1503	TC01000520.hg
1503	
