EntrezGene ID	Ensembl Transcript ID
25929	ENST00000522075
25929	ENST00000523355
9847	ENST00000333957
9847	ENST00000446597
9847	ENST00000536386
9847	ENST00000396028
9847	ENST00000542676
9847	ENST00000545552
9847	ENST00000539615
9847	ENST00000543888
9847	ENST00000540245
9847	ENST00000537643
9847	ENST00000541310
9847	ENST00000543797
9847	ENST00000542768
9847	ENST00000543855
9847	ENST00000542683
9847	ENST00000535555
9847	ENST00000540703
9847	ENST00000535304
389015	ENST00000295269
389015	ENST00000492154
2121	ENST00000264956
2121	ENST00000509451
2121	ENST00000514919
2121	ENST00000506240
2121	ENST00000515113
211	ENST00000469224
211	ENST00000394965
211	ENST00000310271
211	ENST00000484952
211	ENST00000493402
211	ENST00000459884
339451	ENST00000338591
339451	ENST00000463212
339451	ENST00000466300
339451	ENST00000481067
339451	ENST00000622660
55326	ENST00000285518
55326	ENST00000523234
55326	ENST00000518327
55326	ENST00000523586
55326	ENST00000530716
55326	ENST00000533648
55326	ENST00000533159
394263	ENST00000486149
394263	ENST00000376296
23144	ENST00000262577
23144	ENST00000528401
133558	ENST00000511934
133558	ENST00000503890
133558	ENST00000515297
133558	ENST00000506092
133558	ENST00000399564
133558	ENST00000508575
23020	ENST00000323853
23020	ENST00000497539
23020	ENST00000429650
23020	ENST00000480835
23020	ENST00000484372
23020	ENST00000493271
23020	ENST00000480242
23020	ENST00000480615
113675	ENST00000403593
113675	ENST00000553248
113675	ENST00000345635
113675	ENST00000547802
113675	ENST00000546672
113675	ENST00000551760
152573	ENST00000319234
6811	ENST00000377897
6811	ENST00000294179
6811	ENST00000394690
6811	ENST00000492066
6811	ENST00000491231
6811	ENST00000431400
6811	ENST00000488303
6811	ENST00000486437
94030	ENST00000599957
94030	ENST00000600381
94030	ENST00000389201
125115	ENST00000461923
125115	ENST00000398486
125115	ENST00000377755
148268	ENST00000587363
148268	ENST00000586475
148268	ENST00000591380
148268	ENST00000330173
148268	ENST00000588644
148268	ENST00000590664
148268	ENST00000589725
6222	ENST00000211372
6222	ENST00000477055
6222	ENST00000481330
6222	ENST00000476288
6222	ENST00000464447
6222	ENST00000470852
6222	ENST00000489474
6222	ENST00000477733
1622	ENST00000355857
1622	ENST00000492375
1622	ENST00000627093
1622	ENST00000409094
1622	ENST00000311521
1622	ENST00000460901
1622	ENST00000627305
1622	ENST00000393103
1622	ENST00000475783
1622	ENST00000535757
1622	ENST00000535617
1622	ENST00000542275
317649	ENST00000425534
317649	ENST00000295612
317649	ENST00000481525
317649	ENST00000468147
317649	ENST00000421769
317649	ENST00000497838
317649	ENST00000496214
317649	ENST00000469524
317649	ENST00000448225
317649	ENST00000389826
6742	ENST00000265304
6742	ENST00000496622
6742	ENST00000498107
6742	ENST00000489378
6742	ENST00000469123
6742	ENST00000467681
6742	ENST00000465582
6742	ENST00000461433
6742	ENST00000463093
6742	ENST00000465167
6742	ENST00000468267
6742	ENST00000484178
6742	ENST00000473783
6742	ENST00000481508
6742	ENST00000612337
100128553	ENST00000486333
101060696	ENST00000486333
165100	ENST00000313965
4311	ENST00000492661
4311	ENST00000491597
4311	ENST00000460393
4311	ENST00000481828
4311	ENST00000382989
4311	ENST00000462745
4311	ENST00000493237
4311	ENST00000360490
4311	ENST00000491026
4311	ENST00000473730
4311	ENST00000497890
4311	ENST00000462837
4311	ENST00000477669
4311	ENST00000495577
4311	ENST00000493888
4311	ENST00000615825
4311	ENST00000625667
4311	ENST00000616757
293	ENST00000381401
293	ENST00000475167
293	ENST00000484026
101927364	ENST00000569993
101927364	ENST00000563603
147807	ENST00000589521
147807	ENST00000301073
147807	ENST00000591046
346171	ENST00000446005
346171	ENST00000553137
346171	ENST00000547911
102546175	ENST00000627179
55279	ENST00000309495
206412	ENST00000388923
206412	ENST00000608326
206412	ENST00000369574
206412	ENST00000608891
5411	ENST00000553331
5411	ENST00000216832
5411	ENST00000556530
5411	ENST00000554117
5411	ENST00000554902
5411	ENST00000557680
551	ENST00000380293
84922	ENST00000221665
84922	ENST00000590714
84922	ENST00000592585
84922	ENST00000587678
84922	ENST00000587414
466	ENST00000552510
466	ENST00000549612
466	ENST00000262053
466	ENST00000551831
466	ENST00000552487
10417	ENST00000290902
10417	ENST00000509697
10417	ENST00000507466
10417	ENST00000503765
10417	ENST00000504909
10417	ENST00000512888
10417	ENST00000512150
10417	ENST00000515004
10417	ENST00000502483
10417	ENST00000514490
10417	ENST00000509233
10417	ENST00000511679
10417	ENST00000511672
10417	ENST00000506266
10417	ENST00000504871
10417	ENST00000502657
10417	ENST00000400762
10417	ENST00000505653
10417	ENST00000515553
10417	ENST00000510542
10417	ENST00000617421
10417	ENST00000431380
112399	ENST00000250457
112399	ENST00000553215
112399	ENST00000556785
112399	ENST00000487915
112399	ENST00000547327
112399	ENST00000550114
112399	ENST00000551935
112399	ENST00000548285
112399	ENST00000546681
112399	ENST00000464521
112399	ENST00000557521
659	ENST00000374580
659	ENST00000374574
659	ENST00000479069
387082	ENST00000326669
1577	ENST00000222982
1577	ENST00000469887
1577	ENST00000461920
1577	ENST00000488187
1577	ENST00000473347
1577	ENST00000463364
1577	ENST00000481825
1577	ENST00000466061
1577	ENST00000480723
1577	ENST00000463907
1577	ENST00000439761
1577	ENST00000469622
1577	ENST00000456417
1577	ENST00000489231
1577	ENST00000339843
2268	ENST00000374005
2268	ENST00000374004
2268	ENST00000374003
2268	ENST00000457296
2268	ENST00000475472
2268	ENST00000468038
2268	ENST00000399173
57574	ENST00000273067
55234	ENST00000397149
608	ENST00000053243
608	ENST00000396495
608	ENST00000562385
375519	ENST00000525899
375519	ENST00000369576
375519	ENST00000442973
375519	ENST00000296882
1723	ENST00000572887
1723	ENST00000574309
1723	ENST00000571288
1723	ENST00000576145
1723	ENST00000573922
1723	ENST00000572003
1723	ENST00000573843
1723	ENST00000571392
1723	ENST00000219240
7102	ENST00000378482
7102	ENST00000471410
7102	ENST00000480976
7102	ENST00000475216
7102	ENST00000286824
7102	ENST00000488893
7102	ENST00000494037
7102	ENST00000419600
56204	ENST00000568871
56204	ENST00000261844
56204	ENST00000534964
56204	ENST00000546305
56204	ENST00000568637
56204	ENST00000399202
56204	ENST00000570204
56204	ENST00000566948
56204	ENST00000568668
56204	ENST00000562135
56204	ENST00000566768
56204	ENST00000561490
56204	ENST00000561543
56204	ENST00000568863
56204	ENST00000562351
56204	ENST00000619572
27338	ENST00000264552
27338	ENST00000587845
27338	ENST00000589978
27338	ENST00000592570
3609	ENST00000587928
3609	ENST00000407004
3609	ENST00000589998
3609	ENST00000589600
3609	ENST00000589283
3609	ENST00000590009
3609	ENST00000593199
3609	ENST00000587505
3609	ENST00000589052
3609	ENST00000250241
3609	ENST00000592763
3609	ENST00000588657
3609	ENST00000590261
3609	ENST00000587941
3609	ENST00000587840
3609	ENST00000589416
3609	ENST00000585835
3609	ENST00000589485
3609	ENST00000589173
3609	ENST00000593061
3609	ENST00000590869
3609	ENST00000591649
3609	ENST00000586544
3609	ENST00000449870
6820	ENST00000201586
6820	ENST00000323090
6820	ENST00000594274
6820	ENST00000597923
4350	ENST00000436333
4350	ENST00000356432
4350	ENST00000475280
4350	ENST00000219431
4350	ENST00000397817
4094	ENST00000569649
4094	ENST00000326043
4094	ENST00000393350
25963	ENST00000389834
25963	ENST00000568067
25963	ENST00000564329
25963	ENST00000566014
25963	ENST00000562946
25963	ENST00000569075
25963	ENST00000568400
25963	ENST00000563371
25963	ENST00000561578
25963	ENST00000566474
25963	ENST00000307216
25963	ENST00000568432
25963	ENST00000448392
2840	ENST00000496086
2840	ENST00000486700
2840	ENST00000272644
2840	ENST00000423019
2840	ENST00000393018
2840	ENST00000544369
102723927	ENST00000629169
102723927	ENST00000631095
10279	ENST00000454665
10279	ENST00000421826
10279	ENST00000230582
10279	ENST00000470870
10279	ENST00000468930
10279	ENST00000466364
10279	ENST00000485993
10279	ENST00000475106
10279	ENST00000495683
10279	ENST00000488649
10279	ENST00000481125
10279	ENST00000462664
10279	ENST00000492575
10279	ENST00000484493
10279	ENST00000459736
10279	ENST00000478690
10279	ENST00000377456
10279	ENST00000468138
10279	ENST00000471463
10279	ENST00000485603
392188	ENST00000527080
392188	ENST00000625190
56130	ENST00000231136
56130	ENST00000622991
50839	ENST00000240619
4900	ENST00000284292
4900	ENST00000412681
10683	ENST00000600437
10683	ENST00000356433
10683	ENST00000596614
10683	ENST00000600579
10683	ENST00000205143
57151	ENST00000612374
57151	ENST00000632590
57151	ENST00000633033
105379478	ENST00000445151
105379478	ENST00000432067
2688	ENST00000351388
2688	ENST00000458650
2688	ENST00000323322
2688	ENST00000579711
2688	ENST00000342364
2688	ENST00000617086
102723526	ENST00000503267
102723526	ENST00000504998
129807	ENST00000407683
129807	ENST00000415936
129807	ENST00000405370
129807	ENST00000476542
129807	ENST00000435855
129807	ENST00000618597
129807	ENST00000423583
129807	ENST00000404257
129807	ENST00000391969
129807	ENST00000325935
129807	ENST00000435934
129807	ENST00000435894
129807	ENST00000426032
129807	ENST00000420288
129807	ENST00000494678
129807	ENST00000488997
129807	ENST00000428592
118813	ENST00000393677
118813	ENST00000423811
118813	ENST00000359980
118813	ENST00000462887
118813	ENST00000481956
118813	ENST00000477521
118813	ENST00000473237
118813	ENST00000337540
118813	ENST00000370613
118813	ENST00000370610
118813	ENST00000357540
1268	ENST00000369501
1268	ENST00000369499
1268	ENST00000549890
1268	ENST00000362094
1268	ENST00000468898
1268	ENST00000428600
1268	ENST00000551417
162333	ENST00000582358
162333	ENST00000579620
162333	ENST00000580520
162333	ENST00000456609
162333	ENST00000311269
162333	ENST00000583600
162333	ENST00000544856
162333	ENST00000582568
162333	ENST00000578346
162333	ENST00000583803
255167	ENST00000507628
255167	ENST00000505626
255167	ENST00000513844
255167	ENST00000507582
100533182	ENST00000499713
100533182	ENST00000505895
100533182	ENST00000510971
100533182	ENST00000499359
7728	ENST00000545217
7728	ENST00000262259
7728	ENST00000596504
7728	ENST00000436511
7728	ENST00000600460
728255	ENST00000576814
1559	ENST00000461906
1559	ENST00000260682
1559	ENST00000473496
200159	ENST00000366537
200159	ENST00000308105
200159	ENST00000486803
200159	ENST00000470211
124221	ENST00000506153
124221	ENST00000489864
124221	ENST00000476276
124221	ENST00000475030
124221	ENST00000390681
124221	ENST00000480827
23334	ENST00000372450
23334	ENST00000357658
23334	ENST00000406439
23334	ENST00000634258
23334	ENST00000562955
23334	ENST00000470139
23334	ENST00000478140
23334	ENST00000470897
23334	ENST00000471177
23334	ENST00000460536
5534	ENST00000234310
5534	ENST00000409752
5534	ENST00000409377
4795	ENST00000453377
4795	ENST00000432160
4795	ENST00000451911
4795	ENST00000480619
4795	ENST00000463565
57172	ENST00000009105
57172	ENST00000423146
57172	ENST00000361322
57172	ENST00000494990
8742	ENST00000293825
8742	ENST00000322272
8742	ENST00000462619
8742	ENST00000462811
2219	ENST00000371806
2219	ENST00000616356
92002	ENST00000576892
92002	ENST00000614851
92002	ENST00000620088
92002	ENST00000440428
92002	ENST00000621629
92002	ENST00000429336
92002	ENST00000614850
92002	ENST00000621817
92002	ENST00000482182
10665	ENST00000448986
10665	ENST00000383130
10665	ENST00000547550
10665	ENST00000617503
10665	ENST00000618584
10665	ENST00000548927
10665	ENST00000548975
55647	ENST00000267328
200931	ENST00000416660
200931	ENST00000296327
200931	ENST00000442203
200931	ENST00000472653
200931	ENST00000428985
200931	ENST00000476129
200931	ENST00000475672
200931	ENST00000484407
200931	ENST00000475271
200931	ENST00000471430
200931	ENST00000415111
200931	ENST00000492794
200931	ENST00000496737
200931	ENST00000479732
5970	ENST00000406246
5970	ENST00000525693
5970	ENST00000526283
5970	ENST00000308639
5970	ENST00000531484
5970	ENST00000532999
5970	ENST00000526257
5970	ENST00000529389
5970	ENST00000525658
5970	ENST00000533546
5970	ENST00000526738
5970	ENST00000527909
5970	ENST00000534558
5970	ENST00000527749
5970	ENST00000529330
5970	ENST00000532879
5970	ENST00000531238
5970	ENST00000527074
5970	ENST00000525301
5970	ENST00000533187
5970	ENST00000527874
5970	ENST00000525858
5970	ENST00000534305
5970	ENST00000532776
5970	ENST00000534283
5970	ENST00000612991
5970	ENST00000615805
9236	ENST00000564663
9236	ENST00000563294
9236	ENST00000442196
9236	ENST00000310958
9236	ENST00000425574
9236	ENST00000568543
9236	ENST00000568592
9236	ENST00000568372
9236	ENST00000568808
9236	ENST00000569205
9236	ENST00000563171
9236	ENST00000570272
9236	ENST00000564092
728310	ENST00000567390
728310	ENST00000569815
1432	ENST00000229795
1432	ENST00000229794
1432	ENST00000468133
1432	ENST00000496250
1432	ENST00000491957
1432	ENST00000310795
1432	ENST00000474429
1432	ENST00000472333
1432	ENST00000490379
1432	ENST00000622903
100862679	ENST00000453180
100862679	ENST00000436929
115653	ENST00000291860
143502	ENST00000312614
7133	ENST00000376259
7133	ENST00000492361
7133	ENST00000489921
7133	ENST00000536782
55759	ENST00000261015
55759	ENST00000467777
55759	ENST00000464820
55759	ENST00000463824
55759	ENST00000477727
55759	ENST00000475611
55759	ENST00000478869
55759	ENST00000477723
5554	ENST00000538332
5554	ENST00000543626
5554	ENST00000539853
5554	ENST00000541977
5554	ENST00000536086
5554	ENST00000428168
10778	ENST00000399070
10778	ENST00000465539
151306	ENST00000479077
151306	ENST00000522678
151306	ENST00000519574
151306	ENST00000521462
3811	ENST00000613229
3811	ENST00000615258
3811	ENST00000614238
388323	ENST00000331264
126536	ENST00000546512
126536	ENST00000549718
126536	ENST00000549354
126536	ENST00000549131
126536	ENST00000552608
126536	ENST00000547102
126536	ENST00000552685
641517	ENST00000382575
55280	ENST00000468709
55280	ENST00000482452
55280	ENST00000478047
55280	ENST00000370379
55280	ENST00000466955
55280	ENST00000466408
55280	ENST00000496796
55280	ENST00000473842
55280	ENST00000354105
55190	ENST00000375992
81850	ENST00000575715
645836	ENST00000530484
105377247	ENST00000513836
105377247	ENST00000509782
653720	ENST00000563027
653720	ENST00000563213
3116	ENST00000452102
3116	ENST00000485725
9040	ENST00000253023
9040	ENST00000595957
9040	ENST00000596985
9040	ENST00000599829
9040	ENST00000593801
9580	ENST00000367203
9580	ENST00000534185
9580	ENST00000530882
9580	ENST00000367204
9580	ENST00000525442
9580	ENST00000528591
9580	ENST00000272193
9580	ENST00000480326
9580	ENST00000525258
9580	ENST00000618875
286442	ENST00000448597
286442	ENST00000429281
81851	ENST00000573871
115209	ENST00000467509
115209	ENST00000460671
115209	ENST00000421528
115209	ENST00000371226
115209	ENST00000476933
115209	ENST00000456980
115209	ENST00000467063
115209	ENST00000419242
115209	ENST00000426139
115209	ENST00000453710
115209	ENST00000482274
146	ENST00000379453
146	ENST00000621688
79037	ENST00000471803
79037	ENST00000317271
10827	ENST00000351797
10827	ENST00000522858
10827	ENST00000520667
10827	ENST00000518914
10827	ENST00000518946
10827	ENST00000520313
10827	ENST00000518735
10827	ENST00000517803
10827	ENST00000522395
10827	ENST00000518900
10827	ENST00000523705
10827	ENST00000519808
10827	ENST00000518102
10827	ENST00000522634
10827	ENST00000517605
10827	ENST00000521031
10827	ENST00000524246
10827	ENST00000616320
643669	ENST00000571845
643669	ENST00000571838
8638	ENST00000257570
8638	ENST00000339275
8638	ENST00000543677
8638	ENST00000620239
55240	ENST00000393110
55240	ENST00000393106
55240	ENST00000409811
55240	ENST00000393107
389073	ENST00000451342
389073	ENST00000341287
389073	ENST00000451346
389073	ENST00000428015
389073	ENST00000453017
389073	ENST00000423952
389073	ENST00000449053
100507433	ENST00000591430
100507433	ENST00000592575
100507433	ENST00000585578
100507433	ENST00000586139
100507433	ENST00000589802
100507433	ENST00000592392
100507433	ENST00000590838
100507433	ENST00000586013
100507433	ENST00000589750
100507433	ENST00000587121
100507433	ENST00000588382
100507433	ENST00000591177
54799	ENST00000586178
54799	ENST00000405860
54799	ENST00000586898
54799	ENST00000591270
54799	ENST00000593259
54799	ENST00000415868
54799	ENST00000376381
4068	ENST00000635645
4068	ENST00000371139
4068	ENST00000360027
4068	ENST00000491950
4068	ENST00000494073
4068	ENST00000477673
147945	ENST00000301295
147945	ENST00000587464
147945	ENST00000587891
147945	ENST00000589437
10085	ENST00000296591
10085	ENST00000380138
10085	ENST00000510271
10085	ENST00000507663
101927957	ENST00000624829
101927957	ENST00000561611
101927957	ENST00000563770
101927957	ENST00000570035
101927957	ENST00000563823
101927957	ENST00000570152
116969	ENST00000397068
116969	ENST00000397067
116969	ENST00000359918
116969	ENST00000453353
116969	ENST00000425767
10039	ENST00000417220
10039	ENST00000398755
10039	ENST00000471971
10039	ENST00000470601
10039	ENST00000470749
10039	ENST00000498510
10039	ENST00000475782
10039	ENST00000486510
10039	ENST00000431474
150921	ENST00000296096
150921	ENST00000407815
57188	ENST00000286744
57188	ENST00000567476
57188	ENST00000569510
57188	ENST00000561483
57188	ENST00000565653
57188	ENST00000567663
57188	ENST00000562296
57188	ENST00000567716
9859	ENST00000621831
9859	ENST00000612450
9859	ENST00000450306
9859	ENST00000629678
9859	ENST00000625552
9542	ENST00000289422
9542	ENST00000361474
9542	ENST00000340391
9542	ENST00000289409
9542	ENST00000358522
9542	ENST00000378238
9542	ENST00000519478
9542	ENST00000518130
9542	ENST00000541337
132001	ENST00000498127
132001	ENST00000455809
132001	ENST00000273037
132001	ENST00000457498
132001	ENST00000486090
132001	ENST00000414736
132001	ENST00000444133
132001	ENST00000460246
132001	ENST00000411947
132001	ENST00000417723
132001	ENST00000494388
132001	ENST00000630288
56656	ENST00000623973
56656	ENST00000341959
23093	ENST00000556265
23093	ENST00000554132
23093	ENST00000555290
23093	ENST00000556977
23093	ENST00000556685
23093	ENST00000557636
23093	ENST00000286650
23093	ENST00000298832
23093	ENST00000556173
23093	ENST00000554185
23093	ENST00000555422
23093	ENST00000554935
23093	ENST00000554148
23093	ENST00000554878
23093	ENST00000556976
23093	ENST00000556893
23093	ENST00000554510
23093	ENST00000555018
23093	ENST00000608522
23093	ENST00000557219
23093	ENST00000554972
23093	ENST00000554487
1147	ENST00000370397
1147	ENST00000590930
1147	ENST00000588656
1147	ENST00000585551
100289656	ENST00000430589
100289656	ENST00000567053
100132285	ENST00000617284
100132285	ENST00000616541
100132285	ENST00000616523
100128568	ENST00000587836
137362	ENST00000307599
137362	ENST00000518826
137362	ENST00000524298
84179	ENST00000512400
84179	ENST00000347950
84179	ENST00000322224
84179	ENST00000404286
84179	ENST00000515118
84179	ENST00000503156
84179	ENST00000512249
84179	ENST00000507165
84179	ENST00000513740
25759	ENST00000264554
25759	ENST00000587423
25759	ENST00000588376
25759	ENST00000590170
25759	ENST00000590222
25759	ENST00000590113
5201	ENST00000261813
5201	ENST00000514611
5201	ENST00000510217
5201	ENST00000512707
5201	ENST00000524074
5201	ENST00000512925
5201	ENST00000507185
203068	ENST00000327892
203068	ENST00000330914
203068	ENST00000396389
203068	ENST00000396384
124220	ENST00000382280
124220	ENST00000570670
124220	ENST00000576423
124220	ENST00000573019
124220	ENST00000571723
124220	ENST00000572863
2957	ENST00000553612
2957	ENST00000298173
2957	ENST00000434192
2957	ENST00000556268
100128386	ENST00000501397
64220	ENST00000395105
64220	ENST00000423167
64220	ENST00000323940
64220	ENST00000449139
64220	ENST00000416286
64220	ENST00000545137
64220	ENST00000574439
64220	ENST00000535552
64220	ENST00000563965
64220	ENST00000574278
64220	ENST00000572785
64220	ENST00000575272
64220	ENST00000569936
64220	ENST00000572975
64220	ENST00000432245
64220	ENST00000573724
64220	ENST00000573456
64220	ENST00000573214
64220	ENST00000574570
64220	ENST00000571341
64220	ENST00000573391
64220	ENST00000616000
389376	ENST00000457919
389376	ENST00000459876
139231	ENST00000493442
139231	ENST00000299906
10782	ENST00000424679
10782	ENST00000621145
10782	ENST00000600704
10782	ENST00000345813
10782	ENST00000619307
10782	ENST00000617501
10782	ENST00000594248
10782	ENST00000615675
10782	ENST00000326804
10782	ENST00000610905
10782	ENST00000597528
10782	ENST00000594839
10782	ENST00000601995
10782	ENST00000595146
826	ENST00000246533
826	ENST00000589146
826	ENST00000587718
826	ENST00000592483
826	ENST00000590874
826	ENST00000588815
826	ENST00000591041
826	ENST00000588780
826	ENST00000590049
826	ENST00000586851
826	ENST00000590211
826	ENST00000592354
826	ENST00000586963
826	ENST00000589162
826	ENST00000628306
826	ENST00000629983
826	ENST00000628018
51236	ENST00000347708
51236	ENST00000533266
51236	ENST00000530074
51236	ENST00000530409
51236	ENST00000525101
51236	ENST00000534255
51236	ENST00000628266
25895	ENST00000548256
25895	ENST00000551420
25895	ENST00000300209
25895	ENST00000552307
25895	ENST00000333012
25895	ENST00000630957
440163	ENST00000382951
3123	ENST00000328980
3123	ENST00000415796
3123	ENST00000621864
3123	ENST00000551970
3123	ENST00000612249
3123	ENST00000612698
105369230	ENST00000328980
105369230	ENST00000415796
105369230	ENST00000621864
105369230	ENST00000551970
105369230	ENST00000612249
105369230	ENST00000612698
79017	ENST00000440082
79017	ENST00000275428
79017	ENST00000409144
79017	ENST00000426081
79017	ENST00000447901
79017	ENST00000409390
79017	ENST00000409436
79017	ENST00000005374
100506655	ENST00000562280
100506655	ENST00000565214
83543	ENST00000372314
83543	ENST00000247291
83543	ENST00000372302
83543	ENST00000372300
83543	ENST00000472942
83543	ENST00000372298
83543	ENST00000478257
83543	ENST00000372297
83543	ENST00000372301
83543	ENST00000372309
105377245	ENST00000512911
105377245	ENST00000514707
105377245	ENST00000507912
81872	ENST00000571136
81872	ENST00000617413
360200	ENST00000395264
360200	ENST00000332578
360200	ENST00000592650
360200	ENST00000587863
360200	ENST00000613480
55313	ENST00000381774
55313	ENST00000433677
55313	ENST00000261660
55313	ENST00000539677
10491	ENST00000320954
10491	ENST00000449224
10491	ENST00000485310
80315	ENST00000265085
80315	ENST00000520867
80315	ENST00000334035
80315	ENST00000519835
80315	ENST00000518141
80315	ENST00000522344
80315	ENST00000519152
80315	ENST00000522336
80315	ENST00000517880
80315	ENST00000519467
101927815	ENST00000631516
101927815	ENST00000633213
101927815	ENST00000631388
101927815	ENST00000631890
101927815	ENST00000632808
101927815	ENST00000633724
910	ENST00000451207
910	ENST00000368168
131474	ENST00000295767
131474	ENST00000396914
131474	ENST00000420103
29766	ENST00000558455
29766	ENST00000308580
29766	ENST00000560549
29766	ENST00000561438
29766	ENST00000560725
29766	ENST00000558714
29766	ENST00000559202
29766	ENST00000558666
29766	ENST00000561408
29766	ENST00000561136
29766	ENST00000558300
29766	ENST00000544199
161	ENST00000628115
161	ENST00000628187
161	ENST00000627507
161	ENST00000629923
161	ENST00000625408
161	ENST00000629940
161	ENST00000628599
161	ENST00000626013
161	ENST00000630411
161	ENST00000627250
161	ENST00000626889
161	ENST00000626787
161	ENST00000630696
161	ENST00000627628
161	ENST00000628454
161	ENST00000628226
161	ENST00000626152
161	ENST00000630136
161	ENST00000626227
161	ENST00000628071
161	ENST00000630894
161	ENST00000628913
284827	ENST00000334068
22806	ENST00000346872
22806	ENST00000439167
22806	ENST00000348427
22806	ENST00000293068
22806	ENST00000377945
22806	ENST00000394189
22806	ENST00000377944
22806	ENST00000377958
22806	ENST00000535189
22806	ENST00000377952
22806	ENST00000583368
22806	ENST00000351680
22806	ENST00000346243
22806	ENST00000350532
22806	ENST00000467757
22806	ENST00000439016
22806	ENST00000623724
51263	ENST00000338148
51263	ENST00000473743
51263	ENST00000409145
51263	ENST00000465432
51263	ENST00000409841
7520	ENST00000392133
7520	ENST00000429133
7520	ENST00000476360
7520	ENST00000417391
7520	ENST00000451695
7520	ENST00000460284
7520	ENST00000493706
7520	ENST00000471649
7520	ENST00000485763
7520	ENST00000392132
29777	ENST00000274849
374654	ENST00000558928
374654	ENST00000394412
374654	ENST00000445906
7884	ENST00000429429
7884	ENST00000489418
7884	ENST00000318386
7884	ENST00000483348
7884	ENST00000488267
7884	ENST00000480936
100506126	ENST00000445161
100506126	ENST00000411666
100506126	ENST00000415417
100506126	ENST00000453236
3	ENST00000543404
3	ENST00000566278
3	ENST00000545343
3	ENST00000544183
9377	ENST00000322347
9377	ENST00000562233
9377	ENST00000567270
9377	ENST00000568783
9377	ENST00000568517
9377	ENST00000564811
10785	ENST00000330317
10785	ENST00000492742
10785	ENST00000398208
10785	ENST00000476326
10785	ENST00000479429
10785	ENST00000463902
10785	ENST00000470658
5051	ENST00000374282
5051	ENST00000374284
5051	ENST00000493892
5051	ENST00000464540
5051	ENST00000476611
5051	ENST00000439092
5051	ENST00000441420
57379	ENST00000229335
57379	ENST00000543081
57379	ENST00000544516
57379	ENST00000545576
57379	ENST00000537228
57379	ENST00000545512
59348	ENST00000243644
59348	ENST00000601430
59348	ENST00000600703
59348	ENST00000598254
59348	ENST00000594929
59348	ENST00000597788
59348	ENST00000593596
59348	ENST00000597555
59348	ENST00000599258
114132	ENST00000447370
114132	ENST00000426971
114132	ENST00000426296
170082	ENST00000490617
170082	ENST00000380600
170082	ENST00000467590
170082	ENST00000463321
170082	ENST00000544987
5438	ENST00000589591
5438	ENST00000221859
5438	ENST00000585842
5438	ENST00000592962
5438	ENST00000586789
5438	ENST00000586439
5438	ENST00000589069
4892	ENST00000369360
4892	ENST00000359988
4892	ENST00000360478
4892	ENST00000369358
103611081	ENST00000525716
400961	ENST00000244221
5634	ENST00000380663
5634	ENST00000380668
5634	ENST00000398491
5634	ENST00000489404
5634	ENST00000461630
2290	ENST00000313071
2043	ENST00000469354
2043	ENST00000472696
2043	ENST00000409854
2043	ENST00000409938
2043	ENST00000424339
2043	ENST00000495693
2043	ENST00000443796
2043	ENST00000441679
2043	ENST00000463446
2043	ENST00000415749
2043	ENST00000419964
2043	ENST00000541600
2043	ENST00000434266
2043	ENST00000281821
103695435	ENST00000526061
103695435	ENST00000525302
103695435	ENST00000530430
103695435	ENST00000531363
140831	ENST00000255152
728279	ENST00000573155
728279	ENST00000614687
730755	ENST00000570303
646799	ENST00000533490
646799	ENST00000345108
101929415	ENST00000518662
101929415	ENST00000522511
51522	ENST00000229563
51522	ENST00000466421
51522	ENST00000467415
51522	ENST00000495549
51522	ENST00000541412
105372267	ENST00000593792
339260	ENST00000577537
339260	ENST00000439794
339260	ENST00000417232
339260	ENST00000582324
339260	ENST00000577860
339260	ENST00000583962
339260	ENST00000443508
339260	ENST00000577841
339260	ENST00000580278
339260	ENST00000577968
339260	ENST00000580056
339260	ENST00000582583
339260	ENST00000583481
339260	ENST00000433763
339260	ENST00000423473
339260	ENST00000437829
339260	ENST00000581958
339260	ENST00000579168
339260	ENST00000584433
440416	ENST00000577537
440416	ENST00000439794
440416	ENST00000417232
440416	ENST00000582324
440416	ENST00000577860
440416	ENST00000583962
440416	ENST00000443508
440416	ENST00000577841
440416	ENST00000580278
440416	ENST00000577968
440416	ENST00000580056
440416	ENST00000582583
440416	ENST00000583481
440416	ENST00000433763
440416	ENST00000423473
440416	ENST00000437829
440416	ENST00000581958
440416	ENST00000579168
440416	ENST00000584433
105369205	ENST00000577537
105369205	ENST00000439794
105369205	ENST00000417232
105369205	ENST00000582324
105369205	ENST00000577860
105369205	ENST00000583962
105369205	ENST00000443508
105369205	ENST00000577841
105369205	ENST00000580278
105369205	ENST00000577968
105369205	ENST00000580056
105369205	ENST00000582583
105369205	ENST00000583481
105369205	ENST00000433763
105369205	ENST00000423473
105369205	ENST00000437829
105369205	ENST00000581958
105369205	ENST00000579168
105369205	ENST00000584433
8633	ENST00000453304
8633	ENST00000513796
8633	ENST00000506749
8633	ENST00000504962
8633	ENST00000610318
10280	ENST00000378892
10280	ENST00000353468
10280	ENST00000277010
10280	ENST00000477726
10280	ENST00000461426
10280	ENST00000497006
10280	ENST00000478146
5864	ENST00000222256
5864	ENST00000464076
5864	ENST00000481914
5864	ENST00000515410
2057	ENST00000222139
2057	ENST00000592375
2057	ENST00000588681
2057	ENST00000588859
2057	ENST00000591958
