EntrezGene ID	Ensembl Transcript ID
653641	ENST00000300576
152687	ENST00000610261
152687	ENST00000608255
152687	ENST00000609518
152687	ENST00000509152
152687	ENST00000502981
729597	ENST00000563237
64412	ENST00000338121
64412	ENST00000424216
64412	ENST00000461789
64412	ENST00000477239
64412	ENST00000377051
6015	ENST00000430233
6015	ENST00000482708
713	ENST00000510260
713	ENST00000509305
713	ENST00000432749
713	ENST00000314933
3133	ENST00000427936
3133	ENST00000462865
3133	ENST00000467974
135941	ENST00000408899
135941	ENST00000627593
22856	ENST00000254190
22856	ENST00000543813
22856	ENST00000560766
22856	ENST00000561414
22856	ENST00000561143
22856	ENST00000559384
140850	ENST00000382388
54495	ENST00000299608
54495	ENST00000578816
54495	ENST00000564631
54495	ENST00000566135
54495	ENST00000578765
54495	ENST00000566887
54495	ENST00000569053
54495	ENST00000443099
54495	ENST00000562706
54495	ENST00000564008
54495	ENST00000565918
54495	ENST00000580785
54495	ENST00000569982
54495	ENST00000544714
100507173	ENST00000628328
100507173	ENST00000628762
100507173	ENST00000625477
100507173	ENST00000629732
100288428	ENST00000441861
100288428	ENST00000446281
100288428	ENST00000452802
100288428	ENST00000420095
100288428	ENST00000455811
100288428	ENST00000439407
100288428	ENST00000458666
101927394	ENST00000441861
101927394	ENST00000446281
101927394	ENST00000452802
101927394	ENST00000420095
101927394	ENST00000455811
101927394	ENST00000439407
101927394	ENST00000458666
56245	ENST00000576372
56245	ENST00000576061
56245	ENST00000573131
56245	ENST00000571812
56245	ENST00000610926
344595	ENST00000466734
344595	ENST00000463143
344595	ENST00000490441
344595	ENST00000473550
344595	ENST00000495228
3577	ENST00000295683
58530	ENST00000375825
58530	ENST00000375824
58530	ENST00000479334
83890	ENST00000477715
83890	ENST00000477047
83890	ENST00000316087
83890	ENST00000274432
83890	ENST00000379990
83890	ENST00000489917
400684	ENST00000592680
51209	ENST00000243298
80010	ENST00000445877
80010	ENST00000325875
80010	ENST00000615118
101927132	ENST00000565451
101927132	ENST00000569726
114791	ENST00000631187
114791	ENST00000630135
114791	ENST00000620361
114791	ENST00000628386
114791	ENST00000626696
114791	ENST00000625857
114791	ENST00000627602
114791	ENST00000628154
114791	ENST00000626276
114791	ENST00000626693
114791	ENST00000627961
100506428	ENST00000453159
100506428	ENST00000413862
100506428	ENST00000608690
100506428	ENST00000608622
100506428	ENST00000608632
100506428	ENST00000609192
100506428	ENST00000608641
100506428	ENST00000625189
100506428	ENST00000625079
100506428	ENST00000623579
100506428	ENST00000623638
100506428	ENST00000624080
100506428	ENST00000624086
100506428	ENST00000624883
100506428	ENST00000623647
100506428	ENST00000623484
100506428	ENST00000427491
100506428	ENST00000432988
79645	ENST00000521002
79645	ENST00000523008
79645	ENST00000521701
79645	ENST00000262103
79645	ENST00000522254
79645	ENST00000523092
79645	ENST00000519425
79645	ENST00000521721
79645	ENST00000433756
153643	ENST00000283357
153643	ENST00000513529
153643	ENST00000507832
153643	ENST00000506418
153643	ENST00000503361
153643	ENST00000510458
153643	ENST00000503099
153643	ENST00000512365
153643	ENST00000513110
55168	ENST00000372133
55168	ENST00000372116
55168	ENST00000427312
100507534	ENST00000570024
5652	ENST00000317508
5652	ENST00000568261
5652	ENST00000567531
5652	ENST00000567797
5652	ENST00000564025
5652	ENST00000567833
4588	ENST00000627256
4588	ENST00000628539
4588	ENST00000626903
4588	ENST00000629229
4588	ENST00000621433
56902	ENST00000263657
56902	ENST00000430742
56902	ENST00000488728
6749	ENST00000278412
6749	ENST00000293880
6749	ENST00000635721
6749	ENST00000526696
6749	ENST00000529002
9678	ENST00000521747
9678	ENST00000403050
9678	ENST00000476009
9678	ENST00000423760
9678	ENST00000634607
9678	ENST00000490957
9678	ENST00000476774
9678	ENST00000497851
9678	ENST00000481418
9678	ENST00000470665
9678	ENST00000498784
9678	ENST00000489305
9678	ENST00000493922
9678	ENST00000469407
9678	ENST00000473050
168850	ENST00000485577
168850	ENST00000393313
168850	ENST00000265827
168850	ENST00000393312
168850	ENST00000434602
168850	ENST00000436992
168850	ENST00000439506
168850	ENST00000619291
136332	ENST00000285928
136332	ENST00000473068
92304	ENST00000292641
92304	ENST00000512120
83755	ENST00000394014
64788	ENST00000567961
64788	ENST00000565139
64788	ENST00000562570
64788	ENST00000568394
64788	ENST00000565467
64788	ENST00000563863
64788	ENST00000565069
64788	ENST00000563837
105274304	ENST00000565271
23001	ENST00000295888
23001	ENST00000425179
23001	ENST00000514711
23001	ENST00000504839
23001	ENST00000509825
23001	ENST00000505923
23001	ENST00000512267
23001	ENST00000426414
23001	ENST00000514071
23001	ENST00000504990
23001	ENST00000509172
23001	ENST00000502713
3812	ENST00000614753
3812	ENST00000613029
154442	ENST00000580511
154442	ENST00000580854
154442	ENST00000369122
154442	ENST00000369120
10980	ENST00000303904
10980	ENST00000465027
10980	ENST00000419210
10980	ENST00000418625
10980	ENST00000472107
10980	ENST00000468499
10980	ENST00000496358
10980	ENST00000474823
10980	ENST00000426712
10980	ENST00000483891
80184	ENST00000547691
80184	ENST00000552810
80184	ENST00000604024
80184	ENST00000547926
80184	ENST00000550962
80184	ENST00000552770
80184	ENST00000309041
80184	ENST00000397838
491	ENST00000352432
491	ENST00000383800
491	ENST00000460129
491	ENST00000397077
491	ENST00000452124
491	ENST00000467702
491	ENST00000468426
491	ENST00000480680
491	ENST00000360273
81871	ENST00000345847
101928891	ENST00000444039
100507629	ENST00000599273
100507629	ENST00000593667
100507629	ENST00000414677
100507629	ENST00000420529
100507629	ENST00000422352
100507629	ENST00000600157
100507629	ENST00000609252
4116	ENST00000371470
4116	ENST00000371466
4116	ENST00000495868
4116	ENST00000462941
10112	ENST00000513276
10112	ENST00000394894
10112	ENST00000508792
10112	ENST00000511638
10112	ENST00000503417
10112	ENST00000504621
10112	ENST00000502338
1399	ENST00000354336
1399	ENST00000411769
26228	ENST00000265404
26228	ENST00000396225
22880	ENST00000397641
22880	ENST00000429468
22880	ENST00000445980
22880	ENST00000215862
22880	ENST00000469915
22880	ENST00000476152
27293	ENST00000373894
27293	ENST00000548116
27293	ENST00000411604
27293	ENST00000373888
27293	ENST00000466793
27293	ENST00000549094
643803	ENST00000340345
85289	ENST00000343246
100130148	ENST00000624111
100507246	ENST00000591956
100507246	ENST00000586846
100507246	ENST00000587743
100507246	ENST00000586942
100507246	ENST00000493536
100507246	ENST00000448136
100507246	ENST00000590435
100507246	ENST00000587838
241	ENST00000380490
241	ENST00000479597
241	ENST00000617770
27145	ENST00000393004
27145	ENST00000237172
27145	ENST00000498523
27145	ENST00000370020
8705	ENST00000451237
8705	ENST00000606990
101929602	ENST00000456198
93035	ENST00000378402
93035	ENST00000526472
93035	ENST00000533183
93035	ENST00000534623
6358	ENST00000633434
6358	ENST00000632700
6358	ENST00000619040
6358	ENST00000618060
100874097	ENST00000441613
158798	ENST00000371431
158798	ENST00000371422
158798	ENST00000334356
158798	ENST00000491105
158798	ENST00000371425
100128505	ENST00000418250
81392	ENST00000316368
154822	ENST00000417032
154822	ENST00000447563
154822	ENST00000438049
154822	ENST00000413238
84233	ENST00000525353
84233	ENST00000528105
84233	ENST00000531366
84233	ENST00000304511
84233	ENST00000532180
84233	ENST00000528531
7100	ENST00000366881
7100	ENST00000407096
7100	ENST00000484766
7100	ENST00000465726
7100	ENST00000540964
3115	ENST00000425130
3115	ENST00000411558
3115	ENST00000487219
3115	ENST00000481615
3115	ENST00000491374
3115	ENST00000494240
3115	ENST00000445702
3115	ENST00000455122
3115	ENST00000493369
1635	ENST00000500813
1635	ENST00000357067
1635	ENST00000507543
1635	ENST00000438320
1635	ENST00000507631
1635	ENST00000510370
1635	ENST00000503182
1635	ENST00000510307
1635	ENST00000512766
1635	ENST00000514754
1635	ENST00000513383
1635	ENST00000513348
1635	ENST00000503820
1635	ENST00000509757
1635	ENST00000509218
1635	ENST00000503988
1635	ENST00000508994
51233	ENST00000317749
51233	ENST00000614553
79669	ENST00000480282
79669	ENST00000264848
79669	ENST00000484828
79669	ENST00000497610
79669	ENST00000494096
79669	ENST00000467942
79669	ENST00000431717
340526	ENST00000479991
340526	ENST00000609883
22883	ENST00000377298
22883	ENST00000477264
22883	ENST00000435891
22883	ENST00000361311
22883	ENST00000464286
101927120	ENST00000631340
275	ENST00000465925
275	ENST00000427987
275	ENST00000458307
275	ENST00000476226
275	ENST00000273588
275	ENST00000476127
275	ENST00000495436
275	ENST00000399379
275	ENST00000473163
275	ENST00000430521
275	ENST00000491800
275	ENST00000487589
275	ENST00000461210
275	ENST00000478594
275	ENST00000480957
275	ENST00000493046
275	ENST00000485108
275	ENST00000476828
275	ENST00000462048
275	ENST00000498571
275	ENST00000395338
275	ENST00000538581
101929066	ENST00000505114
101929066	ENST00000499554
101929066	ENST00000517747
101929066	ENST00000521775
101929066	ENST00000517798
8170	ENST00000586448
8170	ENST00000255226
8170	ENST00000323329
8170	ENST00000589658
390144	ENST00000378396
114905	ENST00000397700
114905	ENST00000295297
114905	ENST00000512144
114905	ENST00000510958
114905	ENST00000382383
114905	ENST00000444304
114905	ENST00000429690
245927	ENST00000398718
55773	ENST00000485687
55773	ENST00000344949
55773	ENST00000394144
55773	ENST00000486274
55773	ENST00000471098
55773	ENST00000475134
55773	ENST00000484231
55773	ENST00000496167
55773	ENST00000471273
5020	ENST00000217386
100129543	ENST00000593635
100129543	ENST00000597761
100129543	ENST00000599195
122011	ENST00000379800
55344	ENST00000399012
55344	ENST00000484611
55344	ENST00000430923
55344	ENST00000445062
55344	ENST00000381657
55344	ENST00000429181
55344	ENST00000443019
55344	ENST00000415337
55344	ENST00000447472
55344	ENST00000448477
55344	ENST00000381663
200634	ENST00000288873
200634	ENST00000453171
200634	ENST00000407293
200634	ENST00000464699
200634	ENST00000494572
200634	ENST00000452499
200634	ENST00000543753
4125	ENST00000469423
4125	ENST00000480851
4125	ENST00000493218
4125	ENST00000456935
4125	ENST00000221363
4125	ENST00000466794
4125	ENST00000596591
4125	ENST00000595880
4125	ENST00000433513
4125	ENST00000593686
4125	ENST00000495617
4125	ENST00000465830
4125	ENST00000462144
4125	ENST00000486847
4125	ENST00000596512
4125	ENST00000598876
4125	ENST00000600281
100874253	ENST00000429328
29890	ENST00000563281
84255	ENST00000477571
84255	ENST00000340308
84255	ENST00000447932
84255	ENST00000326232
84255	ENST00000473060
84255	ENST00000469636
84255	ENST00000498469
84255	ENST00000491357
84255	ENST00000485538
84255	ENST00000492027
84255	ENST00000477006
84255	ENST00000460560
84255	ENST00000485734
84255	ENST00000485139
84255	ENST00000487319
84255	ENST00000485861
84255	ENST00000484416
84255	ENST00000490760
84255	ENST00000464865
84255	ENST00000473707
84255	ENST00000464834
84255	ENST00000469193
84255	ENST00000461089
84255	ENST00000462881
84255	ENST00000495257
84255	ENST00000467233
84255	ENST00000491505
84255	ENST00000493423
55585	ENST00000292211
55585	ENST00000467683
55585	ENST00000491572
55585	ENST00000476612
55585	ENST00000483639
55585	ENST00000474181
55585	ENST00000497453
5903	ENST00000283195
5903	ENST00000425282
5903	ENST00000495924
5903	ENST00000495506
5903	ENST00000629728
6348	ENST00000613396
6348	ENST00000631877
6348	ENST00000631513
503639	ENST00000549484
503639	ENST00000547220
503639	ENST00000610585
503639	ENST00000621361
503639	ENST00000620237
503639	ENST00000619938
503639	ENST00000619210
503639	ENST00000622815
101928820	ENST00000455071
4609	ENST00000259523
4609	ENST00000517291
4609	ENST00000621592
4609	ENST00000377970
4609	ENST00000524013
4609	ENST00000520751
4609	ENST00000613283
22928	ENST00000478753
101929210	ENST00000501965
100131608	ENST00000610320
102465255	ENST00000615246
90332	ENST00000252482
90332	ENST00000413988
169714	ENST00000358701
169714	ENST00000455222
169714	ENST00000616829
100616430	ENST00000579929
100500873	ENST00000579806
2936	ENST00000221130
2936	ENST00000537535
2936	ENST00000541648
2936	ENST00000546342
2936	ENST00000523295
2936	ENST00000521479
574473	ENST00000384989
83690	ENST00000262207
83690	ENST00000519798
83690	ENST00000520277
83690	ENST00000523524
83690	ENST00000517786
197322	ENST00000537895
197322	ENST00000317447
197322	ENST00000537290
197322	ENST00000540697
197322	ENST00000406948
197322	ENST00000378345
197322	ENST00000541755
197322	ENST00000542688
197322	ENST00000544543
197322	ENST00000538340
197322	ENST00000543676
197322	ENST00000562204
197322	ENST00000537116
197322	ENST00000537155
197322	ENST00000535176
197322	ENST00000393145
197322	ENST00000562750
197322	ENST00000614302
9895	ENST00000359520
9895	ENST00000561228
9895	ENST00000558678
9895	ENST00000560060
9895	ENST00000557786
9895	ENST00000561099
9895	ENST00000559124
7710	ENST00000512439
7710	ENST00000451275
5104	ENST00000554220
5104	ENST00000553780
5104	ENST00000556730
5104	ENST00000554760
5104	ENST00000554866
5104	ENST00000556775
5104	ENST00000553511
5104	ENST00000554633
5104	ENST00000555681
5104	ENST00000554276
5104	ENST00000557598
5104	ENST00000556064
5104	ENST00000329597
57657	ENST00000368358
57657	ENST00000496230
57657	ENST00000467204
57657	ENST00000492035
102465495	ENST00000611478
100847049	ENST00000585029
64285	ENST00000262316
64285	ENST00000428730
64285	ENST00000448893
64285	ENST00000486045
64285	ENST00000493647
64285	ENST00000482904
64285	ENST00000417043
64285	ENST00000487201
64285	ENST00000450643
64285	ENST00000419764
64285	ENST00000472390
406938	ENST00000385201
441294	ENST00000420911
100616189	ENST00000578133
100033799	ENST00000364456
100124536	ENST00000363524
100616176	ENST00000584635
102465667	ENST00000612638
79165	ENST00000616816
100113379	ENST00000459386
677838	ENST00000384581
100130017	ENST00000503647
100130017	ENST00000505798
1143	ENST00000261751
1143	ENST00000412074
1143	ENST00000559849
1143	ENST00000560511
1143	ENST00000560868
1143	ENST00000558216
100616304	ENST00000584834
102465537	ENST00000614029
93233	ENST00000315396
93233	ENST00000474199
93233	ENST00000497273
93233	ENST00000504608
93233	ENST00000497803
93233	ENST00000483610
100302172	ENST00000408313
100302237	ENST00000408233
8930	ENST00000429544
8930	ENST00000249910
8930	ENST00000503197
8930	ENST00000509828
8930	ENST00000507208
8930	ENST00000511009
8930	ENST00000515266
8930	ENST00000509587
8930	ENST00000505883
8930	ENST00000393278
2770	ENST00000442586
2770	ENST00000490206
2770	ENST00000351004
2770	ENST00000418742
2770	ENST00000457358
2770	ENST00000447650
442894	ENST00000362188
407008	ENST00000385204
2766	ENST00000259727
2766	ENST00000543191
2766	ENST00000544145
2766	ENST00000540478
100847030	ENST00000578714
101929413	ENST00000448859
100313772	ENST00000408260
101929460	ENST00000419800
1258	ENST00000251102
1258	ENST00000564448
1258	ENST00000565942
1258	ENST00000569643
1258	ENST00000564450
1258	ENST00000564654
1258	ENST00000311183
1258	ENST00000562761
1258	ENST00000567568
407000	ENST00000384999
102464834	ENST00000618314
406945	ENST00000385225
103504727	ENST00000616483
102465881	ENST00000612745
100302191	ENST00000408567
9122	ENST00000369779
9122	ENST00000472422
9122	ENST00000369781
9122	ENST00000461647
9122	ENST00000528649
9122	ENST00000492412
9122	ENST00000467986
9122	ENST00000497687
9122	ENST00000541986
9122	ENST00000437429
2119	ENST00000306376
2119	ENST00000434744
2119	ENST00000480706
2119	ENST00000433149
2119	ENST00000489830
2119	ENST00000484223
2119	ENST00000472868
2119	ENST00000440773
2119	ENST00000421809
2119	ENST00000413301
2119	ENST00000422039
2119	ENST00000476890
2119	ENST00000475484
2119	ENST00000495808
407043	ENST00000384871
154214	ENST00000521654
154214	ENST00000519971
154214	ENST00000519565
154214	ENST00000454842
154214	ENST00000519799
154214	ENST00000368414
154214	ENST00000359704
154214	ENST00000431104
154214	ENST00000432158
154214	ENST00000368415
154214	ENST00000560949
677833	ENST00000622631
102466866	ENST00000584820
100422905	ENST00000613617
100302201	ENST00000408438
56126	ENST00000239446
56126	ENST00000515856
10471	ENST00000395131
10471	ENST00000374606
10471	ENST00000395134
10471	ENST00000374610
10471	ENST00000491382
10471	ENST00000463584
10471	ENST00000374607
767594	ENST00000363044
102466197	ENST00000622701
100873998	ENST00000439433
100873998	ENST00000454595
102465908	ENST00000618360
102466812	ENST00000611011
100124534	ENST00000459229
100422879	ENST00000582636
692210	ENST00000408813
100033436	ENST00000516517
6085	ENST00000365484
100847026	ENST00000583027
102465476	ENST00000620824
100422888	ENST00000583520
100302193	ENST00000408338
100616125	ENST00000580859
768216	ENST00000390180
406993	ENST00000384969
653282	ENST00000434883
100616490	ENST00000582134
102465500	ENST00000611034
100422971	ENST00000579909
100847084	ENST00000584739
84823	ENST00000532465
84823	ENST00000325327
84823	ENST00000475819
84823	ENST00000490554
84823	ENST00000527409
84823	ENST00000534495
100873857	ENST00000390982
767606	ENST00000363543
693172	ENST00000384845
100422998	ENST00000582434
100423034	ENST00000582434
102465501	ENST00000621816
103504729	ENST00000617599
100847007	ENST00000578474
112724	ENST00000615688
79143	ENST00000621875
79143	ENST00000621146
79143	ENST00000612567
26801	ENST00000578807
100616236	ENST00000585099
100847093	ENST00000579442
100033444	ENST00000365306
6880	ENST00000612207
6880	ENST00000618233
6880	ENST00000620269
6880	ENST00000617079
6880	ENST00000625009
102157402	ENST00000612207
102157402	ENST00000618233
102157402	ENST00000620269
102157402	ENST00000617079
102157402	ENST00000625009
139189	ENST00000611977
80231	ENST00000378962
26784	ENST00000384674
102465500	ENST00000620680
3224	ENST00000040584
102466719	ENST00000613413
100500870	ENST00000578598
100422886	ENST00000611395
103504733	ENST00000617390
574497	ENST00000385244
692233	ENST00000583420
100422979	ENST00000584846
102466985	ENST00000620884
693182	ENST00000384968
574463	ENST00000385075
100008587	ENST00000619471
100500814	ENST00000584070
767592	ENST00000362723
406916	ENST00000384893
5698	ENST00000399607
5698	ENST00000434587
5698	ENST00000473852
5698	ENST00000383234
5698	ENST00000399619
5698	ENST00000461032
128866	ENST00000217402
51206	ENST00000613649
51206	ENST00000614889
100616218	ENST00000578480
574461	ENST00000384867
54893	ENST00000621195
54893	ENST00000628420
100616182	ENST00000579472
102466727	ENST00000617008
869	ENST00000219197
869	ENST00000564786
869	ENST00000536749
100500859	ENST00000577308
26811	ENST00000581525
4599	ENST00000490220
4599	ENST00000468506
4599	ENST00000398600
4599	ENST00000413778
4599	ENST00000419044
4599	ENST00000398598
4599	ENST00000424365
4599	ENST00000484465
4599	ENST00000417963
4599	ENST00000441677
4599	ENST00000478268
4599	ENST00000427464
4599	ENST00000288383
4599	ENST00000467510
4599	ENST00000486275
4599	ENST00000491110
4599	ENST00000455164
4599	ENST00000619682
100616230	ENST00000584593
26812	ENST00000384048
692149	ENST00000516903
100422983	ENST00000583321
102465254	ENST00000614603
100422944	ENST00000577404
768212	ENST00000390227
100616450	ENST00000579932
100616225	ENST00000577874
100616500	ENST00000579659
27316	ENST00000561733
27316	ENST00000431446
27316	ENST00000496459
27316	ENST00000568578
27316	ENST00000419968
27316	ENST00000464781
27316	ENST00000320676
27316	ENST00000562646
27316	ENST00000565438
27316	ENST00000567262
27316	ENST00000563370
27316	ENST00000565907
100422965	ENST00000584745
102466812	ENST00000621557
693155	ENST00000613367
100616403	ENST00000583764
677844	ENST00000459373
102465875	ENST00000618566
677835	ENST00000383966
677808	ENST00000365128
26080	ENST00000623511
100846991	ENST00000583721
55655	ENST00000615023
55655	ENST00000621165
55655	ENST00000616079
55655	ENST00000615197
55655	ENST00000611301
55655	ENST00000618011
55655	ENST00000610346
55655	ENST00000620082
677805	ENST00000384416
55655	ENST00000611410
55655	ENST00000621594
55655	ENST00000618018
55655	ENST00000618694
100616186	ENST00000582647
100847019	ENST00000581367
26783	ENST00000364432
406941	ENST00000384879
100422956	ENST00000614320
267010	ENST00000362512
102466734	ENST00000619908
100616378	ENST00000579560
29995	ENST00000157600
29995	ENST00000426878
29995	ENST00000415597
29995	ENST00000470776
29995	ENST00000454244
29995	ENST00000456506
29995	ENST00000397386
101927459	ENST00000524283
101927459	ENST00000523557
100126301	ENST00000390724
442892	ENST00000362252
10915	ENST00000507175
10915	ENST00000296702
10915	ENST00000394421
10915	ENST00000549332
10915	ENST00000513298
10915	ENST00000510724
10915	ENST00000509810
10915	ENST00000515203
10915	ENST00000506524
10915	ENST00000505285
10915	ENST00000504116
10915	ENST00000509787
10915	ENST00000514567
10915	ENST00000514719
10915	ENST00000503741
10915	ENST00000511077
407016	ENST00000385054
26785	ENST00000384262
677799	ENST00000408789
2339	ENST00000533559
2339	ENST00000302279
2339	ENST00000526755
2339	ENST00000527153
2339	ENST00000533383
2339	ENST00000533998
2339	ENST00000524546
2339	ENST00000531266
2339	ENST00000533368
2339	ENST00000525699
2339	ENST00000529687
2339	ENST00000533336
2339	ENST00000525099
2339	ENST00000528400
9437	ENST00000621792
9437	ENST00000614638
9437	ENST00000612577
9437	ENST00000615651
100500855	ENST00000581359
8225	ENST00000485332
8225	ENST00000326153
100616404	ENST00000584082
100126306	ENST00000401186
693154	ENST00000385228
102466720	ENST00000611664
100126342	ENST00000401124
10068	ENST00000393703
10068	ENST00000497194
10068	ENST00000393705
10068	ENST00000525932
10068	ENST00000414358
10068	ENST00000531777
10068	ENST00000337131
10068	ENST00000531053
10068	ENST00000343898
