EntrezGene ID	CCDS ID
8755	
2058	CCDS31027
2058	
8237	
8237	CCDS14277
100873986	
5546	
5546	CCDS1157
148156	CCDS12208
148156	
105378898	
115825	
115825	CCDS9429
255725	CCDS53598
202	
202	CCDS34506
4356	
4356	CCDS42344
643160	
101928386	
337977	CCDS13606
51517	CCDS46827
51517	CCDS2776
51517	
8322	CCDS8279
6397	
6397	CCDS42385
6397	CCDS11752
6397	CCDS45789
101927635	
339834	CCDS33755
339834	
654433	
90693	CCDS5384
90693	
102723883	
10615	
10615	CCDS32594
29957	CCDS41361
29957	
29957	CCDS786
64327	
64327	CCDS5945
125950	
125950	CCDS45960
348938	CCDS54944
348938	CCDS47328
348938	
875	
875	CCDS13693
11129	CCDS12652
11129	CCDS62710
11129	
388021	
6228	CCDS47241
6228	
105374631	
153443	CCDS43354
153443	
337978	CCDS13605
124093	
124093	CCDS32353
23555	CCDS7294
23555	
51706	CCDS1431
51706	
56898	CCDS3663
56898	
5996	CCDS1375
5996	
28512	CCDS33717
28512	
2976	CCDS1749
2976	
100885780	
9672	
9672	CCDS30661
523	CCDS2976
523	
794	CCDS10899
794	
51134	
51134	CCDS41820
100359394	
10919	
10919	CCDS75425
10919	CCDS4726
10919	CCDS4725
4591	
4591	CCDS45746
4591	CCDS32694
6774	CCDS32656
6774	CCDS59288
6774	
6774	CCDS32657
7582	
7582	CCDS7198
5260	CCDS5525
5260	
5260	CCDS59057
25806	CCDS1911
23464	CCDS54527
23464	CCDS13957
23464	
5354	
5354	CCDS14513
5354	CCDS14514
9687	
9687	CCDS42655
9687	CCDS33147
9687	CCDS33146
3626	CCDS8938
10866	
8702	CCDS2986
8702	
101927768	
11247	CCDS8933
11247	
100861547	
27160	
686	
686	CCDS63563
686	CCDS2628
686	CCDS63564
686	CCDS63565
100170765	CCDS46085
5731	CCDS12309
9633	CCDS8184
9633	
9633	CCDS44661
57862	CCDS55931
57862	
57862	CCDS55930
57862	CCDS55929
57862	CCDS9821
84002	CCDS3244
84002	
8402	CCDS11059
8402	
8402	CCDS54069
389023	
101929390	
25855	CCDS44654
25855	
25855	CCDS8135
9985	CCDS41932
9985	
220382	CCDS31648
388572	
26020	CCDS9578
26020	
11040	CCDS14312
11040	
79074	CCDS2068
79074	CCDS74550
56138	CCDS75326
56138	CCDS47284
56138	
1235	CCDS5298
6249	
6249	CCDS9232
6249	CCDS9233
6249	CCDS58285
440602	
3483	CCDS10446
3483	CCDS53982
3483	
6597	CCDS12253
6597	CCDS45972
6597	CCDS45973
6597	CCDS54218
6597	CCDS54217
6597	
11079	
11079	CCDS41232
6368	CCDS59282
6368	
6368	CCDS11305
101927324	
158800	CCDS14593
391189	CCDS31098
11030	CCDS6077
11030	CCDS34876
11030	CCDS34875
11030	
100859930	
7871	
7871	CCDS33774
7871	CCDS77757
7871	CCDS77758
7871	CCDS77759
340508	
7957	
7957	CCDS5206
159296	CCDS41558
159296	
729678	
23111	CCDS9356
23111	
23203	CCDS35180
23203	
23203	CCDS65192
101928442	
8813	CCDS13434
8813	
55231	CCDS8145
2926	CCDS47069
2926	
2926	CCDS47070
64976	CCDS13760
64976	
126068	
126068	CCDS12266
119765	CCDS31485
114804	CCDS32740
114804	
84223	CCDS3331
84223	
339568	
158809	CCDS14217
2895	CCDS3637
2895	
2895	CCDS68758
283575	
90586	
1027	
1027	CCDS8653
10950	CCDS46636
10950	CCDS13569
10950	
10847	
10847	CCDS10689
6407	CCDS13346
7306	
7306	CCDS34990
56751	CCDS6950
122706	CCDS41923
401097	
401097	CCDS54667
105375166	
101927449	
1982	CCDS31428
1982	
1982	CCDS41618
101929718	
9973	CCDS8146
9973	
4223	CCDS34605
23091	
23091	CCDS9400
102723383	
28988	CCDS34623
28988	
28988	CCDS64634
28988	CCDS47579
28988	CCDS34622
28988	CCDS64633
143496	CCDS41609
26659	
26659	CCDS12318
7367	CCDS3523
85366	CCDS13191
85366	
90204	CCDS13382
6195	
6195	CCDS284
6195	CCDS30649
768239	CCDS47009
80351	CCDS7417
3802	CCDS12904
400655	
84957	CCDS8222
84957	
6943	CCDS5167
343071	CCDS41255
7087	CCDS12233
7087	
8365	CCDS4604
2670	
2670	CCDS11491
2670	CCDS45708
2670	CCDS59296
79949	CCDS53580
79949	
79949	CCDS7583
79949	CCDS53581
151449	CCDS1701
84528	CCDS14594
26049	
26049	CCDS43330
340811	
50944	
50944	CCDS12799
5555	
26664	CCDS12317
5923	CCDS45320
5923	CCDS10309
5923	CCDS42065
5923	
342892	
342892	CCDS59379
342892	CCDS74350
5047	
5047	CCDS35173
100132074	
8975	CCDS3235
8975	
104909134	
5078	CCDS5797
5078	
374872	CCDS12087
112574	CCDS3962
112574	CCDS43317
112574	CCDS54851
440574	
440574	CCDS30620
440574	CCDS72719
8973	CCDS6135
8973	CCDS56536
8973	
22909	CCDS58344
22909	CCDS32186
1358	CCDS5817
1358	
401577	
84913	
84913	CCDS1985
23647	CCDS7765
23647	
23647	CCDS55739
23647	CCDS55740
23647	CCDS73250
2828	CCDS12669
2828	
339803	
100874222	
5617	CCDS4548
5617	
3371	CCDS6811
3371	
9024	CCDS41590
9024	CCDS58106
9024	CCDS58107
9024	
9024	CCDS60696
9024	CCDS58108
10095	
10095	CCDS5661
100506035	
5283	
5283	CCDS9784
2788	CCDS12091
2788	
3108	
267002	CCDS31129
267002	CCDS31128
267002	
100506071	
143503	CCDS31358
143503	
80775	CCDS2128
80775	
83901	CCDS42334
83901	
89778	
89778	CCDS77196
254225	CCDS41691
254225	
10146	
10146	CCDS4319
1192	
79003	
79003	CCDS11074
991	CCDS484
991	
5921	CCDS34200
5921	
5921	CCDS47243
284801	
347344	CCDS43933
347344	
101928307	
146779	CCDS45751
146779	CCDS11632
146779	
150135	
51807	
51807	CCDS54495
51807	CCDS13751
101928555	
85019	
85019	CCDS11876
81577	
81577	CCDS10845
81577	CCDS59268
593	CCDS12581
593	
6039	CCDS9558
200298	
54700	
55559	CCDS35438
55559	
6890	
64232	CCDS7987
64232	
9771	
9771	CCDS55093
64386	CCDS10492
64386	
64855	CCDS35144
64855	
64855	CCDS35145
55224	CCDS73006
55224	CCDS1442
55224	
101927862	
554282	
554282	CCDS73016
728833	
728833	CCDS73016
729533	
729533	CCDS73016
10105	
10105	CCDS7358
9064	
9064	CCDS72738
9064	CCDS299
131375	CCDS2697
131375	
399473	
399473	CCDS42560
10550	CCDS2912
10550	
2896	CCDS11483
2896	
29894	
29894	CCDS34966
3037	CCDS6335
2052	
2052	CCDS1547
6192	CCDS14773
6192	
100113407	CCDS43425
79872	CCDS5747
79872	
79872	CCDS64754
606553	
30010	CCDS47540
30010	
440335	CCDS59258
440335	
440335	CCDS59259
125997	CCDS42483
125997	
8128	CCDS10372
8128	
4714	
4714	CCDS7497
4714	CCDS65916
4714	CCDS65917
1069	CCDS14716
1069	
90799	CCDS45763
90799	
2016	
2016	CCDS1921
1820	
1820	CCDS12050
1973	
1973	CCDS11113
1973	CCDS58511
100133461	
23125	
23125	CCDS54072
23125	CCDS54071
23125	CCDS54073
23125	CCDS11063
921	CCDS8000
921	
51340	CCDS63239
51340	CCDS33446
51340	
51340	CCDS63238
100134229	
728591	CCDS45027
728591	
728591	CCDS55897
728591	CCDS53863
728591	CCDS45029
728591	CCDS45028
147372	CCDS32838
147372	
139170	CCDS14610
10484	
10484	CCDS9668
403341	
403341	CCDS48023
139760	CCDS14625
653308	
653308	CCDS31203
9021	CCDS11756
9021	
285513	CCDS34030
118430	
118430	CCDS8885
6189	CCDS3775
6189	
5269	CCDS4479
5269	CCDS75386
5269	CCDS75387
641339	CCDS48099
641339	CCDS55406
641339	
4668	CCDS14030
54826	
54826	CCDS43349
4705	
4705	CCDS2531
3833	
389541	CCDS34702
389541	
7343	CCDS42346
7343	CCDS11480
7343	
59307	
59307	CCDS31325
128497	CCDS13383
101928203	
1549	CCDS12569
1549	
105376064	
105379447	
7436	CCDS6446
7436	
7436	CCDS34979
100507091	
1452	CCDS64291
1452	
1452	CCDS47304
1452	CCDS47303
13	CCDS33877
13	
151903	CCDS2748
151903	
151903	CCDS63612
81571	
8688	
79007	CCDS10991
79007	CCDS42223
79007	
79007	CCDS73931
645030	
81555	CCDS4279
81555	CCDS64277
81555	
1511	
1511	CCDS9631
81576	
81576	CCDS12296
157848	CCDS6118
157848	
26998	
26998	CCDS3279
26998	CCDS77871
55552	CCDS45981
55552	
104797536	
514	CCDS13476
151516	CCDS1897
55108	CCDS363
55108	
55108	CCDS72752
55108	CCDS44101
55108	CCDS44102
55108	CCDS44103
2011	CCDS8051
2011	CCDS53650
2011	CCDS53651
2011	
2011	CCDS41665
2011	CCDS53649
102724190	
401442	
8645	CCDS4841
11035	CCDS9628
11035	
3109	CCDS4760
1907	CCDS462
1907	
57192	CCDS12180
57192	
387978	
101928530	
100131801	CCDS54208
100131801	
339766	
339766	CCDS74674
26053	CCDS47601
26053	CCDS5539
26053	CCDS47602
26053	
341	CCDS12648
341	
958	CCDS13393
958	CCDS13394
958	
83862	CCDS64688
83862	
105369364	
6134	
6134	CCDS14746
6134	CCDS76059
3440	CCDS6506
326	
326	CCDS13706
163081	
163081	CCDS74349
163081	CCDS12495
283731	
348645	
644444	
254863	CCDS11102
254863	
730	CCDS47201
730	
79083	
79083	CCDS63172
79083	CCDS2518
79083	CCDS42836
79083	CCDS63173
1581	CCDS6171
58489	
58489	CCDS45323
105379627	
388730	CCDS1450
10681	CCDS10149
10681	
10681	CCDS45261
221178	CCDS53857
221178	CCDS9305
221178	CCDS66517
221178	CCDS73553
221178	CCDS66518
245929	CCDS42859
100874200	
23176	CCDS43358
23176	
23176	CCDS43360
23176	CCDS47262
23176	CCDS75298
23176	CCDS43359
100507050	CCDS60895
101927780	
10100	CCDS881
10100	CCDS76193
10100	
53345	
53345	CCDS42528
105370424	
3739	CCDS41629
3739	
777	
777	CCDS53443
777	CCDS55665
777	CCDS55664
283726	
283726	CCDS32310
3726	CCDS12280
619343	
7366	CCDS3524
284723	CCDS162
284723	
4058	CCDS10078
4058	CCDS10077
4058	
4058	CCDS45237
317662	CCDS44435
317662	
152015	CCDS33841
152015	
100506060	
100507500	
1889	CCDS44081
1889	CCDS44083
1889	
1889	CCDS215
1889	CCDS44082
100505540	
11185	
11185	CCDS5430
11185	CCDS56479
6482	CCDS6373
6482	
59350	
59350	CCDS43276
59350	CCDS58929
59350	CCDS58930
59350	CCDS75205
59350	CCDS75204
59350	CCDS75206
10578	
10578	CCDS1984
10578	CCDS77430
10578	CCDS46354
3105	
6586	CCDS4369
6586	CCDS64311
6586	
100996419	
26577	
26577	CCDS3127
2903	CCDS10539
2903	
2903	CCDS45407
10331	
10331	CCDS12364
51128	CCDS4177
51128	
4646	CCDS75481
4646	CCDS34487
4646	
136227	CCDS64739
136227	
101929475	
84306	CCDS12438
84306	
24144	CCDS13838
24144	
91582	CCDS13997
91582	
80262	
80262	CCDS10828
10771	
10771	CCDS7053
10771	CCDS7052
10771	CCDS55697
10771	CCDS55696
10771	CCDS73060
10771	CCDS73061
50858	
100101116	
58986	CCDS10407
58986	
123099	CCDS9956
123099	
9392	CCDS2067
6450	CCDS33560
6450	
6450	CCDS13666
8674	CCDS1298
8674	CCDS53430
8674	
81888	
81888	CCDS488
81888	CCDS53309
81888	CCDS72771
100505783	
23108	
23108	CCDS45573
23108	CCDS45574
129831	
129831	CCDS33335
9792	CCDS33210
9792	
57611	
57611	CCDS10259
160065	CCDS8464
160065	
51025	
7621	CCDS13812
645355	
8178	CCDS12380
8178	
10171	CCDS6456
10171	
10171	CCDS75810
10171	CCDS69565
586	CCDS44845
586	CCDS53760
586	CCDS53762
586	CCDS53761
586	
586	CCDS53763
81027	CCDS13475
55340	CCDS5907
55340	
57732	
57732	CCDS33942
57732	CCDS54711
57732	CCDS54708
57732	CCDS54709
57732	CCDS54710
57732	CCDS54712
101928674	
101929445	
2308	CCDS9371
2308	
375775	
375775	CCDS7045
375775	CCDS48070
152756	CCDS3807
378938	
1179	CCDS709
5597	
5597	CCDS10147
222643	CCDS4847
222643	
391712	CCDS34093
642394	
84109	
84109	CCDS3719
219464	CCDS31523
9513	CCDS45604
9513	
54776	CCDS12916
54776	
257062	CCDS12149
257062	
7204	
7204	CCDS3883
727924	
120146	CCDS73363
132299	CCDS33981
132299	
132299	CCDS3485
51260	CCDS14432
51260	CCDS75995
440248	
10111	
10111	CCDS34233
23779	CCDS33664
23779	
23779	CCDS56233
23779	CCDS14060
285766	
2271	CCDS1617
2271	
65249	CCDS32924
65249	
3157	CCDS34154
3157	
101928147	CCDS63357
102723451	CCDS63357
252953	
100101115	
63917	
63917	CCDS5930
26230	CCDS34558
26230	
26230	CCDS34559
131616	CCDS2722
131616	
3283	
3283	CCDS903
84126	
84126	CCDS2768
84126	CCDS2767
84126	CCDS59449
338645	
338645	CCDS31446
338645	CCDS58128
1236	CCDS11369
1236	CCDS77026
1236	
54065	
54065	CCDS33550
102723553	
102723553	CCDS33550
57418	CCDS12051
57418	
255488	CCDS34345
255488	
11157	CCDS3767
11157	
219736	CCDS41535
219736	CCDS44417
219736	CCDS44416
222229	CCDS34715
222229	
404201	
26064	CCDS34142
26064	
26064	CCDS54837
26064	CCDS54839
26064	CCDS54838
8624	CCDS13660
8624	
8624	CCDS13661
51332	CCDS61599
51332	
283197	
100507140	
140609	CCDS1394
140609	
140679	CCDS13307
4123	
4123	CCDS58390
4123	CCDS58391
4123	CCDS58389
4123	CCDS32298
8985	
8985	CCDS5715
101559451	
285955	CCDS5475
91355	
91355	CCDS33626
163688	CCDS30566
163688	
5740	CCDS13419
5740	
252884	CCDS11913
252884	
51441	
51441	CCDS41296
51441	CCDS53287
352954	CCDS43621
352954	
7936	
10938	CCDS8084
10938	
10938	CCDS73315
57513	CCDS11723
57513	CCDS45775
57513	
4210	CCDS10498
4210	
4210	CCDS55981
25774	
84861	CCDS13780
84861	
1810	CCDS744
1810	
343171	CCDS31099
118421	
953	CCDS41554
953	CCDS53556
953	
953	CCDS53557
953	CCDS7444
4121	CCDS5122
25893	CCDS1636
55172	CCDS9691
55172	CCDS45100
1030	CCDS6512
1030	
1030	CCDS6513
387742	
342898	CCDS46070
3627	CCDS43240
100507303	
121260	CCDS9264
121260	
79582	CCDS2396
79582	
79582	CCDS46508
255193	
3248	CCDS3821
3248	
3248	CCDS54821
3248	CCDS58933
3248	CCDS58934
3248	CCDS58935
100129427	
51193	CCDS3227
51193	
92305	CCDS3351
92305	CCDS46998
92305	
26533	CCDS32046
84684	CCDS9657
79973	CCDS12271
79973	
51393	CCDS32576
51393	
24149	
24149	CCDS4895
105375380	
658	CCDS3642
658	
658	CCDS58919
10630	CCDS30602
10630	CCDS41266
10630	
10630	CCDS44060
10630	CCDS53270
79778	
79778	CCDS5324
93432	
93432	CCDS78281
219484	CCDS31533
5308	CCDS3694
5308	CCDS3692
5308	CCDS3693
5308	
100288413	
9215	
9215	CCDS13912
404770	
2834	CCDS7606
84832	
2999	CCDS9632
2999	
2999	CCDS59243
185	CCDS3137
185	
9124	CCDS7441
9124	
27242	CCDS4921
158035	
286827	CCDS3190
286827	
100506658	
338653	
10518	CCDS10296
10518	CCDS61722
10518	CCDS61723
10518	
10179	CCDS8370
10179	CCDS66233
10179	
10179	CCDS73395
6351	CCDS11308
196335	CCDS31406
284184	CCDS45809
284184	
4067	CCDS6162
4067	CCDS47859
4067	
79629	CCDS12351
79629	
375035	
375035	CCDS1271
91833	
91833	CCDS9968
91833	CCDS55944
91833	CCDS55942
91833	CCDS9969
91833	CCDS55945
91833	CCDS55943
91833	CCDS9970
2648	CCDS11417
2648	
10174	
10174	CCDS6031
10174	CCDS47824
4632	CCDS2391
4632	CCDS2390
4632	
64859	
64859	CCDS58745
64859	CCDS33352
9150	CCDS12017
9150	CCDS12018
9150	
9150	CCDS74239
140680	
140680	CCDS12994
140680	CCDS74685
8662	
8662	CCDS5332
23025	CCDS46013
23025	
51246	CCDS2770
51246	CCDS63622
51246	
51246	CCDS63621
51246	CCDS63623
85406	CCDS8894
85406	
441666	
64283	
64283	CCDS47231
64283	CCDS54870
64283	CCDS58957
3576	CCDS34005
3576	
348021	
3068	CCDS1156
3068	CCDS44248
3068	
3068	CCDS44247
2629	CCDS1102
2629	
2629	CCDS53374
2629	CCDS53373
1478	CCDS14473
1478	
1478	CCDS78498
3776	
3776	CCDS41466
3776	CCDS31024
3776	CCDS41467
284307	
284307	CCDS33135
104266963	
83546	CCDS59355
83546	CCDS59356
83546	CCDS12283
83546	CCDS45994
83546	
22808	CCDS3100
22808	
22808	CCDS58855
104355137	
125058	CCDS11766
125058	CCDS62353
125058	CCDS62351
125058	CCDS62352
125058	
101926975	
348840	
51205	
51205	CCDS928
152185	CCDS2973
152185	
440563	CCDS76105
54149	CCDS42907
54149	CCDS42908
54149	CCDS42909
54149	
101928924	
286042	
390892	CCDS32936
4659	CCDS44947
4659	CCDS58260
4659	
4659	CCDS44948
4659	CCDS58259
64410	CCDS10339
64410	
10073	CCDS10281
10073	
2072	
2072	CCDS32390
101929983	CCDS72704
11337	CCDS11092
11337	
23240	CCDS3783
23240	
23240	CCDS47148
9027	CCDS1926
6585	CCDS7453
6585	
11283	
11283	CCDS74303
2196	
2196	CCDS4317
1016	
1016	CCDS3889
1016	CCDS75229
1016	CCDS54835
29916	
29916	CCDS11526
22866	CCDS55387
22866	CCDS14198
22866	
22866	CCDS55389
22866	CCDS55388
55159	CCDS32486
55159	
8294	CCDS4620
3784	
100505835	
168400	CCDS35214
9570	
9570	CCDS42355
9570	CCDS45719
9570	CCDS11507
27340	CCDS9081
27340	
10645	CCDS58283
10645	CCDS9217
10645	CCDS9219
10645	CCDS9218
10645	CCDS9216
10645	
10645	CCDS53837
10645	CCDS44999
26471	CCDS10634
26471	
26471	CCDS42137
26333	CCDS12319
51458	
51458	CCDS10351
100820829	CCDS10162
100820829	CCDS42044
100820829	
158506	CCDS14205
50512	CCDS3044
3882	CCDS11393
1307	CCDS41297
1307	
100506462	
100130015	
6320	CCDS12800
6320	
54675	CCDS13096
54675	CCDS46578
54675	
23491	CCDS10826
23491	CCDS54022
23491	
23491	CCDS54023
54988	
54988	CCDS10585
350383	
350383	CCDS11698
29802	
29802	CCDS13813
54878	CCDS10207
54878	CCDS10209
54878	CCDS10210
54878	CCDS10208
54878	
3595	CCDS638
3595	CCDS58006
3595	
3595	CCDS58007
3595	CCDS72805
51649	CCDS11598
51649	
9360	CCDS2235
9360	
54952	CCDS324
54952	
283038	
8547	CCDS300
8547	CCDS301
8547	
2870	
2870	CCDS34303
2870	CCDS43406
2870	CCDS47348
285908	
643226	CCDS34263
11214	
11214	CCDS32319
11214	CCDS32320
11214	CCDS73778
2328	CCDS1292
2328	
4283	CCDS34014
4803	CCDS882
63874	CCDS9572
63874	
5874	
5874	CCDS11958
79583	CCDS45530
79583	
2749	
11179	CCDS5755
11179	
285852	CCDS34446
285852	
80255	
80255	CCDS2119
84961	CCDS32640
84961	CCDS54116
84961	
2786	CCDS1607
147719	CCDS12587
147719	CCDS77303
100652999	
26707	
100289678	CCDS56519
100289678	
766	CCDS10821
766	
766	CCDS42173
58498	
58498	CCDS5478
286083	
51006	CCDS13397
51006	
51006	CCDS13396
51006	CCDS63292
100996455	
970	
970	CCDS12170
51759	CCDS6931
51759	
23101	CCDS3243
23101	
101927653	
4606	CCDS46152
4606	
220070	
54505	CCDS34158
54505	
116988	
116988	CCDS64802
116988	CCDS55185
116988	CCDS43681
116988	CCDS78287
730087	
730087	CCDS59372
572558	
574537	CCDS56331
574537	CCDS77924
80273	CCDS3396
80273	
9789	CCDS44681
9789	
54913	CCDS10274
85236	CCDS4621
100192379	
25960	
25960	CCDS6097
30848	CCDS14759
30848	CCDS35455
101929337	
171483	
171483	CCDS14132
7705	
7705	CCDS12492
3381	CCDS3624
6094	
6094	CCDS8024
84545	
84545	CCDS7502
84545	CCDS7503
84545	CCDS7505
84545	CCDS76331
84545	CCDS7504
4126	
4126	CCDS3658
100505920	
220082	CCDS9399
220082	
220082	CCDS66540
79707	CCDS80
79707	
317781	CCDS41865
317781	
222642	CCDS34444
222642	
256435	CCDS672
256435	
256126	CCDS42509
256126	
101927620	
84883	CCDS7297
84883	
105372127	
388595	CCDS30608
388595	
101928401	
6430	CCDS32109
6430	
101059918	CCDS61575
101059918	
9833	CCDS6606
9833	
9833	CCDS59128
9833	CCDS59125
9833	CCDS59126
9833	CCDS59124
9833	CCDS59123
9833	CCDS59127
55156	CCDS6181
55156	
55156	CCDS69490
65992	
65992	CCDS13050
91461	CCDS33186
91461	
84775	CCDS33006
84775	CCDS54259
84775	
5929	CCDS30983
5929	CCDS53463
5929	
101928809	
4761	
4761	CCDS11338
286234	CCDS6676
8323	CCDS6298
8323	
8323	CCDS55268
5724	CCDS318
177	CCDS4747
177	CCDS56418
177	CCDS4746
177	CCDS56417
177	CCDS75429
5239	
5239	CCDS6622
221458	
221458	CCDS4844
221458	CCDS75449
84867	
84867	CCDS7845
84867	CCDS41626
84867	CCDS60746
118471	CCDS7679
118471	CCDS44498
118471	
81565	
81565	CCDS11143
81565	CCDS32564
9290	CCDS2480
9290	
55633	CCDS4832
53947	CCDS14041
53947	
778	CCDS59166
778	CCDS59167
778	CCDS35253
778	
9987	CCDS3593
9987	
9987	CCDS75153
9976	CCDS8605
9976	
330	
330	CCDS8315
5031	CCDS8220
5031	
116369	CCDS4813
116369	
116369	CCDS4814
84286	
84286	CCDS3341
84286	CCDS75088
84286	CCDS75087
101927360	
57721	CCDS34053
57721	
1909	CCDS58927
1909	CCDS3769
1909	
1909	CCDS54810
54463	
54463	CCDS43305
54463	CCDS43304
284106	
4698	CCDS64760
4698	CCDS5788
4698	
4698	CCDS75655
4698	CCDS75656
728858	CCDS44851
57139	
57139	CCDS32910
57139	CCDS54221
51326	CCDS54137
51326	
51326	CCDS58557
100294341	CCDS54137
100294341	
100294341	CCDS58557
100506084	CCDS54137
100506084	
100506084	CCDS58557
100996709	CCDS54137
100996709	
100996709	CCDS58557
80831	CCDS13920
3751	CCDS5776
3751	
84787	
84787	CCDS12922
4014	CCDS30870
440561	CCDS30594
440561	
64116	CCDS47117
64116	CCDS3656
64116	
23480	CCDS5513
23480	
204010	
200728	CCDS1871
200728	
10940	
10940	CCDS6277
8673	
8673	CCDS1979
127703	CCDS395
127703	
51373	CCDS5520
51373	
93100	
23420	
28964	CCDS11250
28964	
28964	CCDS42290
5151	CCDS10336
5151	CCDS58397
5151	CCDS10337
5151	
26259	CCDS9182
26259	CCDS44988
26259	
2020	CCDS5940
57407	
11070	CCDS2828
11311	CCDS944
11311	
11311	CCDS60244
11311	CCDS72904
100505616	
64754	
64754	CCDS31083
64754	CCDS53486
954	CCDS7026
954	
954	CCDS7025
4613	CCDS1687
6311	
6311	CCDS31902
4072	
4072	CCDS1833
1072	
1072	CCDS8114
9625	CCDS45807
9625	
9625	CCDS58607
2700	CCDS9289
653486	
26095	CCDS73116
26095	
26095	CCDS73111
26095	CCDS73114
26095	CCDS73109
26095	CCDS73115
26095	CCDS73108
26095	CCDS73106
26095	CCDS73105
26095	CCDS73107
26095	CCDS73110
105369264	CCDS73116
105369264	
105369264	CCDS73111
105369264	CCDS73114
105369264	CCDS73109
105369264	CCDS73115
105369264	CCDS73108
105369264	CCDS73106
105369264	CCDS73105
105369264	CCDS73107
105369264	CCDS73110
1690	
1690	CCDS9640
259215	
7940	
101926890	
6940	CCDS4438
6940	
79981	CCDS5306
79981	
79981	CCDS47518
100129940	
10541	CCDS6732
10541	
284485	
284485	CCDS53368
7978	
7978	CCDS75629
7978	CCDS5621
9826	CCDS1163
9826	
9826	CCDS1162
8460	CCDS5533
8460	
26227	
26227	CCDS904
1180	CCDS5881
1180	
3775	CCDS1599
3775	
8277	CCDS35448
8277	
8277	CCDS55541
57459	
84673	
100101118	
79921	CCDS76004
79921	CCDS14510
79921	
7699	CCDS9282
7699	
7699	CCDS73550
92	
92	CCDS33301
92	CCDS63030
344752	
344752	CCDS3161
100130348	
100130348	CCDS60845
101928597	
3950	
3950	CCDS4190
10522	
23563	CCDS10919
23563	
55325	
55325	CCDS3842
51154	CCDS191
51154	
162073	
162073	CCDS32395
152405	CCDS2984
152405	
26031	CCDS5390
26031	
26031	CCDS5391
26031	CCDS5392
26031	CCDS47564
401164	
7753	CCDS8443
7753	
3350	CCDS34168
3350	
1029	CCDS6510
1029	CCDS6511
1029	
1029	CCDS56565
5911	CCDS9485
5911	
166793	
166793	CCDS3375
171220	
100873065	
100506930	
653657	CCDS45944
653657	
26019	CCDS7086
26019	
92703	CCDS1432
92703	
653659	CCDS1432
653659	
348158	CCDS10586
348158	
203062	CCDS6384
203062	
203062	CCDS78369
9641	
9641	CCDS73019
9641	CCDS53464
9641	CCDS30996
1555	CCDS12570
1555	
374860	
374860	CCDS54182
27071	CCDS77945
27071	CCDS47112
27071	
55049	
55049	CCDS42524
55049	CCDS46019
29063	
29063	CCDS43218
23536	
23536	CCDS10922
25836	CCDS3920
25836	CCDS47198
25836	
54439	CCDS43378
54439	
54221	
1340	CCDS12469
1340	
286336	
286336	CCDS6941
150568	
150696	CCDS2012
150696	
84311	
3445	CCDS6507
152578	
6904	
5166	CCDS5643
5166	
150677	CCDS2533
51362	
51362	CCDS5081
10435	CCDS8099
2520	CCDS11404
338005	
89822	CCDS4842
89822	CCDS47419
89822	
375189	CCDS1709
375189	
857	CCDS5767
857	
857	CCDS55156
6396	
6396	CCDS46751
6396	CCDS2599
6396	CCDS63540
57560	CCDS3188
57560	CCDS54668
57560	
379025	
4747	CCDS75712
4747	
90288	CCDS54638
90288	
1804	CCDS75682
1804	CCDS78290
1804	CCDS75683
1804	
1804	CCDS75684
1804	CCDS78291
7703	
54995	
54995	CCDS2643
54995	CCDS46780
124936	CCDS58501
124936	CCDS11044
124936	
3856	CCDS8841
3856	
3856	CCDS58234
83935	CCDS8309
101930452	
101929733	
101927692	
8798	
8798	CCDS8530
10152	CCDS63093
10152	CCDS2358
10152	
10152	CCDS63094
10152	CCDS74634
100775107	
641367	
101927660	
283600	CCDS9959
283600	
284593	
400002	
112869	
112869	CCDS10635
259173	
259173	CCDS2743
259173	CCDS43080
64422	CCDS2966
64422	CCDS63721
64422	
55184	
55184	CCDS46582
51430	CCDS65726
51430	CCDS65727
51430	CCDS1303
51430	
51430	CCDS72984
9153	CCDS10121
9153	
80216	
80216	CCDS3697
80216	CCDS58923
112616	CCDS33730
112616	CCDS33731
112616	
132228	CCDS2814
100528017	CCDS76391
5571	
5571	CCDS55825
5571	CCDS8777
5571	CCDS55824
114771	CCDS1035
100505782	
101927447	
10288	
102725035	
1012	CCDS58486
1012	CCDS58485
1012	
1012	CCDS56009
1012	CCDS56010
1012	CCDS58487
79666	CCDS6267
29980	
29980	CCDS13632
9651	
124783	
124783	CCDS32669
3439	CCDS6508
3439	
81689	CCDS35056
81689	
149047	
9846	CCDS8260
9846	CCDS8259
9846	
55014	CCDS6745
55014	
79890	CCDS32144
79890	
56143	
56143	CCDS54917
441381	CCDS34969
441381	
129868	CCDS2015
653192	CCDS2015
7170	CCDS1060
7170	
7170	CCDS41400
7170	CCDS60275
7170	CCDS60274
7170	CCDS41402
7170	CCDS41401
7170	CCDS41403
7170	CCDS72922
10735	
10735	CCDS43990
10735	CCDS14607
9501	CCDS10994
9501	CCDS54059
378884	CCDS4542
57663	
57663	CCDS33124
100287114	
255119	CCDS3587
255119	
255119	CCDS56336
728568	
728568	CCDS44964
387882	
387882	CCDS55879
51009	CCDS11073
51009	
51009	CCDS76927
9894	
9894	CCDS32363
9651	CCDS59959
259232	CCDS9498
259232	
6152	
6152	CCDS33809
290	CCDS10356
290	
160762	
160762	CCDS66470
160762	CCDS9151
160762	CCDS73528
