EntrezGene ID	RefSeq mRNA [e.g. NM_001195597]
10059	NM_001278465
10059	NM_001278466
343406	NM_001004472
57827	NM_021184
2547	NM_001469
2547	
2547	NM_001288977
2547	NM_001288976
2547	NM_001288978
100507557	
391192	NM_001004687
26247	
163175	NM_139284
163175	
9528	NM_004872
9528	NM_001305052
9528	NM_001305051
9528	NM_001305050
9528	NM_001305049
9528	NM_001305043
9528	
6504	NM_003037
6504	
81466	NM_001258284
10916	NM_177433
10916	
10916	NM_014599
10916	NM_201222
7311	
7311	NM_003333
7311	NM_001033930
152586	
152586	NM_001277353
26246	NM_001004686
80333	NM_001035003
80333	NM_147181
80333	NM_147183
80333	NM_025221
80333	NM_001035004
80333	
80333	NM_147182
4604	
4604	NM_001254722
4604	NM_001254718
4604	NM_001254723
4604	NM_206819
4604	NM_206821
4604	NM_001254719
4604	NM_001254721
4604	NM_001254720
4604	NM_002465
4604	NM_206820
196996	NM_001012642
196996	
221416	
221416	NM_153246
221416	NM_001171992
148223	
148223	NM_152482
79822	
79822	NM_001010000
24148	NM_012469
29842	NM_014553
29842	
100125556	
6257	NM_001291989
259236	NM_147196
57568	
57568	NM_020808
64092	
64092	NM_022136
64092	NM_001256370
64092	NM_001286523
7007	
7007	NM_005422
64840	NM_203474
64840	
64840	NM_203473
64840	NM_022825
64840	NM_203475
64840	NM_001282167
11098	
11098	NM_001293179
11098	NM_007173
11098	NM_001293178
11098	NM_001293180
391191	NM_001004491
101243545	
83876	
83876	NM_001127175
83876	NM_001127174
83876	NM_001127176
83876	NM_031939
2302	NM_001454
8708	NM_020981
51138	NM_001258006
51138	NM_016129
51138	
339559	
339559	NM_198494
494188	NM_001008777
126003	NM_001042462
126003	NM_174894
126003	NM_001042461
126003	
164668	NM_001166002
164668	
164668	NM_001166003
164668	NM_181773
164668	NM_001166004
84838	
84838	NM_032752
26090	
26090	NM_015600
26090	NM_001042472
160897	NM_180989
100874353	
10267	
10267	NM_005855
161582	
161582	NM_001033560
161582	NM_001033559
161582	NM_130810
102724814	
9865	NM_014817
115004	
115004	NM_138441
151648	NM_138484
151648	NM_001199256
151648	NM_001199254
151648	NM_001012412
151648	NM_001012410
151648	NM_001199252
151648	
151648	NM_001199257
151648	NM_001012413
151648	NM_001199255
151648	NM_001199251
151648	NM_001012409
151648	NM_001012411
151648	NM_001199253
113612	NM_183075
113612	
79574	NM_024526
79574	NM_139053
79574	NM_133181
79574	
160140	
160140	NM_152587
63929	
63929	NM_022098
63929	NM_001204827
221692	NM_001242648
221692	NM_030948
221692	
51479	
51479	NM_001257999
51479	NM_016376
55278	NM_018292
55278	
7268	NM_004623
7268	
54820	NM_001143979
54820	NM_017668
54820	
4756	
4756	NM_001172623
4756	NM_001172624
4756	NM_002499
11190	
11190	NM_007186
9712	NM_014688
9712	
9712	NM_001080491
100507117	
619344	
200315	
200315	NM_001193289
100913187	
100913187	NM_001193289
23211	NM_015168
23211	
3134	
3134	NM_001098479
3134	NM_001098478
3134	NM_018950
222696	
222696	NM_001012455
414059	NM_001001417
414059	
101927062	
158787	
158787	NM_144968
158787	NM_001031745
158787	NM_001267053
116225	NM_138462
116225	
200958	NM_152673
3420	
3420	NM_174855
3420	NM_006899
3420	NM_001258384
440584	
283933	
283933	NM_001136509
102725045	
79983	NM_024921
79983	NM_001307940
55131	NM_018077
55131	
55131	NM_001166135
122740	NM_001004712
9659	NM_022359
9659	
9659	NM_001198832
9659	NM_001198834
9659	NM_014644
9659	NM_001002810
9659	NM_001195260
9659	NM_001002812
9659	NM_001002811
9659	NM_001195261
246184	
246184	NM_139286
904	NM_001240
904	
904	NM_001277842
151525	NM_001128212
151525	NM_001307994
151525	NM_152528
151525	NM_001128213
151525	
10156	NM_006989
10156	
10156	NM_001079877
102724229	NM_006989
102724229	
102724229	NM_001079877
7544	
7544	NM_001145276
7544	NM_001145275
7544	NM_003411
127059	NM_001004690
57495	NM_001144990
116832	
116832	NM_052969
79803	NM_024747
116729	NM_001007533
116729	
101927295	
57154	NM_181349
57154	NM_001199847
57154	NM_020429
57154	
10907	NM_006701
10907	NM_001305564
10907	
1791	NM_004088
1791	NM_001017520
57522	NM_020762
57522	
54432	
54432	NM_018982
51074	
51074	NM_015957
7490	NM_001198551
7490	
7490	NM_024426
7490	NM_001198552
7490	NM_000378
7490	NM_024424
401398	
7353	NM_005659
7353	
7353	NM_001035247
80317	NM_001242895
80317	NM_001242894
80317	NM_024493
594857	NM_001030013
51337	NM_016647
51337	
84740	
2185	NM_173174
2185	
2185	NM_173176
2185	NM_004103
2185	NM_173175
610	NM_001194
391194	NM_001004688
441873	
102723330	
27433	NM_001134430
27433	NM_001085347
27433	NM_130459
27433	NM_001134431
27433	
51186	NM_001006612
51186	NM_016303
51186	NM_001006614
51186	NM_001006613
644414	NM_001040448
105369240	NM_001040448
79631	NM_024580
79631	NM_001040610
79631	
100131980	NM_001164457
9810	
9810	NM_001286572
9810	NM_001207033
9810	NM_014771
9810	NM_001207034
83734	
83734	NM_031482
83734	NM_001131028
126859	
126859	NM_144696
375248	
375248	NM_001164315
127062	NM_001004689
100289462	NM_001205266
256223	NM_001190790
116115	NM_133444
116115	
11027	NM_001290271
439915	
93974	NM_178190
93974	NM_016311
93974	
93974	NM_178191
105373098	
7123	
7123	NM_003278
7123	NM_001308394
3652	NM_001145349
3652	
3652	NM_005897
253738	NM_001005463
253738	
1186	
1186	NM_001287
1186	NM_001114331
1812	NM_000794
163742	
116496	
116496	NM_052966
414778	
8522	NM_001130831
8522	
8522	NM_201433
8522	NM_201432
8522	NM_003644
200424	NM_001287491
200424	
163223	
221443	
221443	NM_145063
84187	
84187	NM_032227
84187	NM_017698
3273	
3273	NM_000412
157657	NM_177965
105379391	
2911	
2911	NM_001278066
2911	NM_001278065
2911	NM_001278067
2911	NM_001278064
3139	
9097	NM_001037334
9097	
9097	NM_005151
83998	NM_001159352
83998	NM_032044
83998	
83998	NM_001159353
101927081	
54739	
54739	NM_199139
54739	NM_017523
492	
492	NM_021949
492	NM_001001344
105375448	
91975	
91975	NM_001172832
91975	NM_052860
91975	NM_001172831
101928002	
345651	NM_001017992
8848	NM_006022
8848	NM_183422
8848	
8848	NM_001243798
8848	NM_001243797
8848	NM_001243799
26130	
26130	NM_015635
26130	NM_001282679
26130	NM_001282680
26130	NM_001282681
139212	NM_173494
139212	
139212	NM_001169154
54908	NM_017785
54908	
2591	NM_004482
2591	
9956	NM_006043
9956	
2192	
2192	NM_001996
2192	NM_006486
2192	NM_006485
2192	NM_006487
7093	NM_012465
7093	
400456	
105370994	
2821	
2821	NM_001184722
2821	NM_001289789
2821	NM_001289790
2821	NM_000175
441025	
9553	NM_145330
9553	NM_004891
9553	
728464	NM_001123364
728464	
11341	NM_007281
11341	
100507027	
100507027	NM_001304731
100507027	NM_001304732
440023	NM_001012416
25776	
25776	NM_015373
25776	NM_001002880
155061	NM_152557
155061	
155061	NM_001163474
3455	NM_000874
3455	NM_207584
3455	
3455	NM_207585
3455	NM_001289125
3455	NM_001289128
3455	NM_001289126
23366	NM_001100425
23366	NM_001199707
23366	NM_015314
23366	NM_001199706
23366	NM_001199708
23366	NM_001300956
23366	
79024	NM_024058
79024	
283106	NM_001256686
752	
752	NM_005892
9441	
9441	NM_004831
222659	NM_152990
222659	
7075	NM_005424
7075	NM_001253357
7075	
2618	NM_000819
2618	NM_001136005
2618	NM_001136006
2618	
2618	NM_175085
1457	
1457	NM_001895
1457	NM_177559
1457	NM_177560
56606	
56606	NM_020041
56606	NM_001001290
57393	NM_020665
27098	
27098	NM_014410
27098	NM_001289036
27098	NM_199167
152	
152	NM_000683
10486	NM_006366
10486	
389852	
389852	NM_205856
735	NM_001737
735	
54903	NM_017777
54903	
54903	NM_001165927
130612	NM_001303098
130612	
130612	NM_001005209
150538	
121599	NM_152323
6003	NM_002927
6003	
6003	NM_144766
728441	
103695432	
374378	NM_198516
374378	
348980	NM_021072
348980	
731220	
731220	NM_001145664
400512	
101927590	
1562	NM_000772
1562	NM_001128925
390113	
390113	NM_001004726
148545	NM_001143989
148545	
57470	NM_020710
57470	
90249	NM_133369
90249	
26245	NM_017504
64211	NM_022363
64211	
80024	
80024	NM_024959
26959	NM_001244262
26959	
26959	NM_012257
51309	NM_016608
51309	
101928896	
101928537	
92960	NM_080662
92960	NM_001300881
92960	
92960	NM_001270539
6271	
6271	NM_006271
6545	
6545	NM_004173
30844	NM_139265
30844	
121053	NM_152318
121053	
101927320	
187	
187	NM_005161
5270	NM_001136528
5270	NM_006216
5270	
5270	NM_001136530
1933	NM_021121
1933	NM_001959
1933	
1933	NM_001037663
23532	NM_006115
23532	NM_001291715
23532	NM_206953
23532	NM_206954
23532	
23532	NM_001291716
23532	NM_206956
23532	NM_206955
23478	
23478	NM_001271922
23478	NM_001271920
23478	NM_014300
23478	NM_001271919
23478	NM_001271918
23478	NM_001271921
8941	NM_003936
6608	NM_005631
6608	
84790	
84790	NM_001303114
84790	NM_001303116
84790	NM_032704
246269	NM_145315
246269	
9442	NM_001253881
9442	NM_004269
9442	
9442	NM_001253882
650655	
78996	
78996	NM_024033
78996	NM_001243754
78996	NM_001243755
78996	NM_001243752
78996	NM_001243749
78996	NM_001243753
78996	NM_001243751
84324	
84324	NM_033082
55785	NM_018351
55785	
11082	NM_007036
11082	NM_001135604
11082	
55287	NM_018306
55287	NM_001284408
55287	NM_001284407
55287	
55287	NM_001284406
220134	NM_145060
220134	NM_001039535
220134	
100505591	NM_001195545
57405	
57405	NM_020675
29946	NM_013368
29946	NM_203344
29946	
345	
345	NM_000040
51290	NM_016570
51290	
10212	
10212	NM_005804
133619	NM_130809
133619	
133619	NM_001286808
27345	NM_014505
27345	
84230	NM_032270
84230	
201232	NM_201566
201232	
5150	NM_001242318
5150	NM_002603
5150	
54596	NM_019079
54596	NM_001164835
283375	
283375	NM_173596
283375	NM_001135195
6510	NM_005628
6510	NM_001145145
6510	
6510	NM_001145144
136371	NM_001142460
136371	NM_080871
136371	NM_001142459
136371	
4925	
4925	NM_005013
105376575	
105376575	NM_005013
127700	
127700	NM_145047
127700	NM_206837
8780	NM_003831
8780	
127943	NM_001002901
127943	NM_001288829
127943	NM_001288830
127943	NM_001288831
127943	NM_001288832
127943	
94240	NM_001002264
94240	NM_033255
94240	
100131211	NM_001142645
100131211	
85477	
85477	NM_001112706
85477	NM_033128
51366	NM_015902
51366	NM_001282873
51366	
440585	
440585	NM_001101376
1908	NM_207034
1908	NM_001302455
1908	NM_207032
1908	NM_001302456
1908	NM_207033
1908	
160428	
160428	NM_001034173
4478	
4478	NM_002444
53981	NM_017437
53981	
27324	NM_001146188
27324	
27324	NM_001080430
100130522	
123036	NM_001128596
123036	NM_152332
123036	NM_001128595
123036	NM_001289134
123036	
395	NM_001287242
395	NM_013423
395	NM_013427
395	
395	NM_006125
23072	NM_015052
23072	
23072	NM_001287059
55153	
55153	NM_018115
55153	NM_001288984
55153	NM_001288983
25845	
2653	NM_004483
2653	
6609	NM_000543
6609	
6609	NM_001007593
9922	NM_014869
9922	
9922	NM_001134382
101927612	
284338	
284338	NM_199285
3744	NM_005549
153396	NM_001289007
153396	
153396	NM_153354
153396	NM_001289008
127254	NM_001002912
127254	
100874377	
344805	
344805	NM_001042575
6122	
6122	NM_001033853
6122	NM_000967
56673	
56673	NM_020643
143384	
143384	NM_153810
128710	NM_001009608
128710	
100128554	
150483	
150483	NM_001286559
150483	NM_144705
3431	
3431	NM_080424
3431	NM_004509
3431	NM_004510
9331	
9331	NM_004775
5127	
5127	NM_033018
5127	NM_006201
5127	NM_001170460
390790	NM_001143968
390790	
100506406	
203228	NM_018325
203228	
203228	NM_145005
203228	NM_001256054
10627	NM_001303048
10627	NM_006471
10627	
10627	NM_001303047
10627	NM_001303049
23331	NM_001145418
23331	
3717	
3717	NM_004972
56927	NM_001080452
56927	
4781	NM_005596
4781	NM_001190737
4781	
4781	NM_001190738
4781	NM_001282787
101927159	
390927	
390927	NM_001013659
23063	
23063	NM_015045
9263	
9263	NM_004760
1440	
1440	NM_172219
1440	NM_000759
1440	NM_001178147
1440	NM_172220
11266	
11266	NM_007240
730262	NM_001144032
94235	NM_033258
55215	NM_018193
55215	NM_001113378
55215	
84275	NM_032315
101929709	
339456	
339456	NM_178545
253782	NM_203463
253782	NM_001256126
199675	NM_174918
199675	
56160	NM_138704
23626	NM_012444
23626	NM_198265
23626	
2854	NM_001506
100192386	
64591	
64591	NM_022573
23762	NM_001282738
23762	
23762	NM_030758
23762	NM_001282739
23762	NM_001282740
23762	NM_001282742
23762	NM_001282741
389643	NM_001010906
389643	
55717	NM_018117
55717	
100874014	
633	NM_001711
633	
10861	NM_134425
10861	NM_213613
10861	NM_022042
10861	
399829	
101928031	
3613	
3613	NM_014214
105372038	
493869	NM_001008397
493869	
493869	NM_001306198
493869	NM_001306197
254263	
254263	NM_182553
9123	
9123	NM_004207
9123	NM_001206951
9123	NM_001206952
9123	NM_001042423
9123	NM_001042422
9123	NM_001206950
105370792	
102724659	
3141	NM_000411
3141	NM_001242784
3141	
3141	NM_001242785
10942	NM_144957
10942	NM_006799
10942	NM_144956
10942	
10942	NM_001270452
57512	NM_020752
57512	
4885	NM_002523
4885	
105372440	
26595	NM_001005468
30850	NM_014603
124274	NM_001002911
124274	
100505967	
129881	NM_001085447
129881	
56946	
56946	NM_001300942
56946	NM_001300943
56946	NM_001300944
56946	NM_020193
150356	
150356	NM_138481
92714	NM_152285
92714	
344148	NM_207363
344148	NM_207481
344148	
100874238	
26273	
26273	NM_012175
26273	NM_033406
196528	NM_152641
196528	
4253	
4253	NM_203354
4253	NM_001247988
4253	NM_203356
4253	NM_005930
4253	NM_001247990
4253	NM_203355
4253	NM_001247989
116159	NM_052954
116159	
51471	NM_016347
22977	NM_012067
79230	NM_001044387
79230	NM_024341
79230	NM_001044388
4103	
4103	NM_001011550
4103	NM_001011549
4103	NM_002362
4103	NM_001011548
79731	NM_024678
79731	
79731	NM_001243251
150084	NM_001080444
150084	
55110	NM_018048
55110	
55110	NM_001300739
64499	
64499	NM_024164
257044	
257044	NM_001130957
257044	NM_173807
257044	NM_001242340
4731	
4731	NM_021075
4731	NM_001001503
6005	NM_000324
6005	
7316	
7316	NM_021009
4878	NM_006172
4878	
391195	NM_001004695
1984	NM_001143760
1984	
1984	NM_001970
1984	NM_001143761
1984	NM_001143762
83868	
390271	NM_001005467
2146	
2146	NM_001203247
2146	NM_152998
2146	NM_004456
2146	NM_001203249
2146	NM_001203248
51100	NM_016009
51100	NM_001206652
51100	
51100	NM_001206651
51100	NM_001206653
134548	NM_175873
57475	NM_020715
57475	
127064	NM_001004692
5050	NM_002573
5050	
5050	NM_001145939
5050	NM_001145940
84665	
84665	NM_032578
84665	NM_001256268
84665	NM_001256267
84290	NM_032330
348926	
4991	NM_002548
64359	
64359	NM_022463
29803	
29803	NM_001099695
29803	NM_014374
29803	NM_013400
29803	NM_001099696
11189	NM_001172649
11189	
11189	NM_001291107
11189	NM_007185
11189	NM_001172648
11189	NM_001291106
259285	NM_176881
1606	
1606	NM_001345
1606	NM_201445
1606	NM_201554
1606	NM_201444
389161	NM_001315505
389161	NM_001315506
389161	
389161	NM_001144960
220869	NM_201453
220869	NM_001291821
445571	
445571	NM_201453
445571	NM_001291821
100874094	
81930	NM_031217
81930	
3955	NM_001166355
3955	NM_002304
3955	NM_001040167
3955	NM_001040168
3955	
29123	NM_001256182
29123	NM_001256183
29123	NM_013275
29123	
60312	
60312	NM_198595
60312	NM_001134647
6017	NM_000326
6017	
58485	
58485	NM_021210
58485	NM_001166621
51501	
51501	NM_016401
51052	NM_015893
100133985	
2767	NM_002067
2767	
23411	NM_012238
23411	
23411	NM_001314049
23411	NM_001142498
9459	NM_001306177
9459	
9459	NM_004840
22938	NM_012245
22938	
55615	
55615	NM_015366
55615	NM_001198721
55615	NM_181333
55615	NM_001017528
55615	NM_001017530
55615	NM_001017529
6838	NM_006753
6838	
55872	NM_018492
55872	NM_001278945
55872	
79145	NM_001011670
79145	NM_001011671
79145	
79145	NM_001011669
79145	NM_001011667
79145	NM_024300
79145	NM_001011668
5310	NM_001009944
5310	NM_000296
5310	
57186	
57186	NM_020343
57143	NM_020421
57143	
57143	NM_001142545
2971	NM_002097
2971	
80228	
80228	NM_032831
80228	NM_001271819
80228	NM_001271818
80228	NM_001126340
51603	
51603	NM_014955
51603	NM_001007239
51603	NM_015935
5598	NM_139032
5598	
5598	NM_139034
5598	NM_002749
5598	NM_139033
5318	NM_001005242
5318	NM_004572
5318	
26082	
64288	
64288	NM_001135216
64288	NM_001243243
64288	NM_001243241
64288	NM_030899
64288	NM_001243244
64288	NM_001243242
4782	NM_205843
4782	NM_001245005
4782	
4782	NM_005597
4782	NM_001245004
4782	NM_001245002
130026	NM_138468
130026	NM_001288622
130026	
130026	NM_001288624
130026	NM_001288623
84895	
84895	NM_032809
387590	
54896	NM_017765
54896	NM_001040125
54896	
54896	NM_001040126
54896	NM_001287531
2342	NM_002028
2342	NM_001202558
2342	
85026	
55089	NM_001143824
55089	NM_018018
55089	
4693	NM_000266
4693	
152404	NM_152538
152404	NM_001015887
152404	
3320	NM_005348
3320	NM_001017963
3320	
56912	NM_001168618
56912	NM_020153
56912	
51086	NM_015978
51086	
57152	NM_020427
57595	NM_032512
57595	NM_001303516
57595	
57595	NM_001303514
57595	NM_001303512
57595	NM_001303513
57595	NM_001303515
2012	NM_001423
2012	
441308	NM_001005504
54522	NM_019046
54522	NM_001009941
54522	NM_001009943
54522	
54	NM_001111035
54	NM_001111036
54	NM_001111034
54	NM_001611
54	
56978	
56978	NM_001099403
56978	NM_020226
644076	
201780	NM_152679
55554	
55554	NM_001277081
55554	NM_017509
55554	NM_001277082
84520	NM_032490
84520	
3064	NM_002111
3064	
83877	NM_001024381
83877	NM_001024380
83877	NM_078473
83877	NM_031940
83877	
101926971	
100873984	
137797	NM_205545
10347	
10347	NM_019112
79857	
171177	NM_133639
101928435	
81566	NM_030809
81566	
6780	NM_017453
6780	NM_017452
6780	NM_017454
6780	NM_004602
6780	
6780	NM_001037328
83844	NM_031907
83844	
22926	NM_007348
22926	
643414	NM_001080518
729603	
55744	
55744	NM_018224
23481	NM_014303
23481	NM_001282327
23481	
23481	NM_001282328
23481	NM_001243225
340543	NM_001012979
158358	
158358	NM_001017969
392617	
392617	NM_001128636
11197	NM_007191
11197	
442191	NM_030946
100287171	NM_182905
1553	NM_000766
5106	
5106	NM_004563
5106	NM_001018073
5106	NM_001308054
5106	NM_001291556
80776	NM_030578
80776	
23416	NM_012284
23416	NM_001314030
23416	
2516	NM_004959
2516	
4312	NM_002421
4312	NM_001145938
100128811	
105372069	
10098	
10098	NM_005723
84955	NM_032869
84955	NM_001128211
84955	
113829	NM_080670
113829	
5081	NM_002584
5081	NM_001135254
5081	NM_013945
1981	NM_198241
1981	NM_001291157
1981	NM_198244
1981	
1981	NM_001194946
1981	NM_198242
1981	NM_182917
1981	NM_004953
1981	NM_001194947
26153	NM_015656
26153	
57093	NM_020358
57093	
146802	NM_152908
146802	NM_001099646
146802	
146802	NM_001256663
6892	
6892	NM_172209
6892	NM_003190
6892	NM_172208
399823	NM_207426
85293	NM_033185
79684	NM_024631
79684	NM_001308027
79684	NM_001301087
79684	NM_001312920
79684	
170506	
170506	NM_020865
170506	NM_001114397
79918	NM_024860
79918	
79918	NM_001160305
55315	NM_018344
55315	NM_001174098
55315	
219833	NM_145013
219833	
219833	NM_001256088
9886	NM_014836
9886	NM_001242359
9886	
25903	
25903	NM_015441
25903	NM_001297713
54492	NM_001308178
54492	
54492	NM_001142651
9910	
9910	NM_014857
9910	NM_001243765
9910	NM_001243763
9910	NM_001035230
9910	NM_001243764
57794	
57794	NM_172231
33	NM_001608
33	
9725	NM_014698
9725	
9094	NM_005148
9094	
9094	NM_054035
6165	
6165	NM_000996
6165	NM_001316311
112479	NM_080663
112479	
112479	NM_001142725
90316	NM_138960
90316	
102238594	
4131	
4131	NM_005909
727758	
285343	NM_001029840
285343	NM_001282913
285343	NM_001282915
285343	
285343	NM_001029839
285343	NM_173826
285343	NM_001282914
130749	NM_173077
400793	
400793	NM_001135240
400793	NM_001085375
340393	
340393	NM_001280561
340393	NM_001252402
340393	NM_001252404
5108	NM_006197
5108	
5108	NM_001315508
594	
594	NM_000056
594	NM_183050
55835	NM_018451
55835	
80762	NM_030571
80762	
64333	NM_032496
64333	
64333	NM_001080157
64333	NM_001080156
100128782	
54458	NM_018457
54458	
54458	NM_001005354
5141	NM_001243121
5141	NM_001111307
5141	NM_001111308
5141	NM_001111309
5141	
5141	NM_006202
79178	
79178	NM_001126339
79178	NM_024328
79178	NM_001256321
79178	NM_001256323
79178	NM_001256322
79178	NM_001256062
645974	NM_001042506
8382	NM_003551
8382	
7140	NM_006757
7140	
7140	NM_001042781
7140	NM_001042780
7140	NM_001297646
7140	NM_001042782
79042	
55888	
55888	NM_001288591
55888	NM_025169
55888	NM_018651
55888	NM_001288590
55888	NM_001288592
84623	NM_032531
84623	NM_001301097
84623	
84623	NM_001161707
9866	
9866	NM_014818
22932	NM_152992
22932	NM_012230
22932	
124590	NM_173477
124590	NM_001282489
124590	
79948	NM_024888
79948	NM_001270366
79948	
25875	
25875	NM_015416
25875	NM_001243689
25875	NM_001300765
10814	NM_006650
