EntrezGene ID	Affy HG U133A probeset
5903	201711_x_at
5903	201712_s_at
5903	
5903	
5903	
5903	
6348	
6348	
6348	
503639	
503639	
503639	
503639	
503639	
503639	
503639	
503639	
101928820	
4609	
4609	
4609	202431_s_at
4609	202431_s_at
4609	202431_s_at
4609	
4609	202431_s_at
22928	200961_at
101929210	
100131608	
102465255	
90332	
90332	
169714	
169714	
169714	
100616430	
100500873	
2936	205770_at
2936	205770_at
2936	205770_at
2936	205770_at
2936	
2936	
574473	
83690	
83690	
83690	
83690	
83690	
197322	
197322	
197322	
197322	
197322	
197322	
197322	
197322	
197322	
197322	
197322	
197322	
197322	
197322	
197322	
197322	
197322	
197322	
9895	204308_s_at
9895	204307_at
9895	
9895	
9895	
9895	
9895	
9895	
7710	217242_at
7710	217242_at
5104	
5104	209443_at
5104	
5104	
5104	209443_at
5104	
5104	
5104	
5104	
5104	209443_at
5104	
5104	
5104	209443_at
57657	
57657	
57657	
57657	
102465495	
100847049	
64285	218686_s_at
64285	218686_s_at
64285	218686_s_at
64285	218686_s_at
64285	218686_s_at
64285	
64285	
64285	
64285	
64285	
64285	
406938	
441294	214355_x_at
100616189	
100033799	
100124536	
100616176	
102465667	
79165	
100113379	
677838	
100130017	
100130017	
1143	207516_at
1143	207516_at
1143	
1143	
1143	
1143	
100616304	
102465537	
93233	
93233	
93233	
93233	
93233	
93233	
100302172	
100302237	
8930	214047_s_at
8930	209579_s_at
8930	209580_s_at
8930	214047_s_at
8930	209579_s_at
8930	209580_s_at
8930	214047_s_at
8930	209579_s_at
8930	209580_s_at
8930	214047_s_at
8930	209580_s_at
8930	209579_s_at
8930	209580_s_at
8930	214048_at
8930	209580_s_at
8930	214048_at
8930	209580_s_at
8930	209580_s_at
8930	209579_s_at
8930	214047_s_at
8930	209580_s_at
2770	
2770	
2770	209576_at
2770	
2770	209576_at
2770	
442894	
407008	
2766	204187_at
2766	204187_at
2766	204187_at
2766	204187_at
100847030	
101929413	
100313772	
101929460	
1258	211099_s_at
1258	207342_at
1258	211099_s_at
1258	207342_at
1258	211099_s_at
1258	207342_at
1258	
1258	
1258	
1258	210769_at
1258	
1258	
407000	
102464834	
406945	
103504727	
102465881	
100302191	
9122	205234_at
9122	205234_at
9122	205234_at
9122	205234_at
9122	205234_at
9122	205234_at
9122	
9122	
9122	205234_at
9122	205234_at
2119	203349_s_at
2119	216375_s_at
2119	203348_s_at
2119	216375_s_at
2119	203348_s_at
2119	216375_s_at
2119	203348_s_at
2119	
2119	
2119	
2119	
2119	
2119	
2119	
2119	
2119	
2119	
2119	
407043	200775_s_at
154214	
154214	
154214	
154214	
154214	
154214	
154214	
154214	
154214	
154214	
154214	
677833	
102466866	
100422905	
100302201	
56126	
56126	
10471	222029_x_at
10471	222029_x_at
10471	222019_at
10471	222029_x_at
10471	222029_x_at
10471	222019_at
10471	222029_x_at
10471	
10471	222029_x_at
767594	
102466197	
100873998	
100873998	
102465908	
102466812	
100124534	
100422879	
692210	
100033436	
6085	
100847026	
102465476	203237_s_at
100422888	
100302193	
100616125	
768216	
406993	
653282	
100616490	
102465500	
100422971	
100847084	
84823	
84823	216952_s_at
84823	218188_s_at
84823	216952_s_at
84823	
84823	
84823	
100873857	
767606	
693172	
100422998	
100423034	
102465501	
103504729	
100847007	
112724	
79143	
79143	
79143	
26801	
100616236	
100847093	
100033444	
6880	
6880	
6880	
6880	
6880	
102157402	
102157402	
102157402	
102157402	
102157402	
139189	
80231	220252_x_at
26784	221798_x_at
26784	203107_x_at
26784	212433_x_at
26784	217466_x_at
102465500	209111_at
3224	221350_at
102466719	
100500870	
100422886	
103504733	
574497	
692233	
100422979	
102466985	
693182	
574463	
100008587	
100500814	
767592	
406916	
5698	
5698	
5698	
5698	
5698	
5698	
128866	
51206	
51206	
100616218	
574461	
54893	
54893	
100616182	
102466727	
869	205747_at
869	205747_at
869	
100500859	
26811	
4599	
4599	
4599	202086_at
4599	
4599	
4599	202086_at
4599	
4599	
4599	
4599	
4599	
4599	
4599	202086_at
4599	
4599	
4599	
4599	202086_at
4599	202086_at
100616230	
26812	
692149	
100422983	
102465254	
100422944	
768212	
100616450	
100616225	
100616500	
27316	
27316	
27316	213762_x_at
27316	213762_x_at
27316	
27316	213762_x_at
27316	213762_x_at
27316	213762_x_at
27316	
27316	
27316	
27316	
100422965	
102466812	
693155	
100616403	
677844	
102465875	
677835	
677808	
26080	
100846991	
55655	
55655	
55655	
55655	
55655	
55655	
55655	
55655	
677805	
55655	
55655	
55655	
55655	
100616186	
100847019	
26783	214271_x_at
406941	
100422956	
267010	
102466734	
100616378	
29995	220244_at
29995	218574_s_at
29995	
29995	
29995	
29995	
29995	218574_s_at
29995	218574_s_at
101927459	
101927459	
100126301	
442892	
10915	
10915	202396_at
10915	202396_at
10915	
10915	
10915	
10915	
10915	
10915	202396_at
10915	
10915	
10915	
10915	
10915	
10915	
10915	202396_at
407016	
26785	
677799	208682_s_at
2339	
2339	200090_at
2339	209471_s_at
2339	200090_at
2339	209471_s_at
2339	
2339	200090_at
2339	209471_s_at
2339	209471_s_at
2339	
2339	
2339	
2339	
2339	200090_at
2339	209471_s_at
2339	200090_at
2339	209471_s_at
2339	200090_at
2339	209471_s_at
2339	200090_at
2339	209471_s_at
9437	
9437	
9437	
9437	
100500855	
8225	203314_at
8225	203314_at
100616404	
100126306	
693154	
102466720	
100126342	
10068	
10068	219021_at
10068	219323_s_at
10068	
10068	
10068	
10068	
10068	
10068	
10068	
10068	
10068	
10068	
10068	
10068	219323_s_at
26505	220739_s_at
26505	220739_s_at
26505	220739_s_at
26505	
26505	220739_s_at
406998	
693228	
693155	
693226	
407011	
100616164	
692206	
100616132	
677820	
1979	208769_at
1979	208770_s_at
100302178	
100616498	
7203	200910_at
7203	200910_at
7203	200910_at
7203	200910_at
7203	200910_at
7203	200910_at
7203	
7203	
7203	
7203	
7203	
7203	
7203	
7203	
7203	
7203	
406981	
26824	
103695436	
406944	
105374580	
1616	
1616	
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	207895_at
10004	
10004	207895_at
100302196	
100616398	
100616276	
203611	207646_s_at
203611	207647_at
203611	207646_s_at
203611	207647_at
79576	
79576	
79576	
79576	
100423031	
100126329	
100126352	
103504732	
100126356	
100616495	
100500801	
100616178	
102466198	
100616228	
2979	215841_at
692086	
170689	
677776	
102465252	
1353	203551_s_at
1353	211727_s_at
1353	
1353	
1353	203551_s_at
1353	203551_s_at
1353	203551_s_at
1353	
1353	203551_s_at
1353	211727_s_at
1353	214277_at
100124540	
100422889	
100616218	
102465511	203669_s_at
102464831	
677834	
100422892	
677794	
102465539	
102466192	
102466162	
102465533	202354_s_at
102466731	
100423006	
116512	
338428	
100500852	
102465463	
100616300	
102466733	
51112	203122_at
51112	203122_at
51112	
51112	
51112	
51112	
51112	203122_at
51112	
51112	
51112	203122_at
51112	
51112	
51112	203122_at
51112	
51112	203122_at
51112	203122_at
51112	203122_at
51112	
51112	
51112	203122_at
51112	203122_at
51112	
51112	203122_at
100616331	
100302168	
100616140	
100500865	
100616264	
101060684	214693_x_at
101060684	215434_x_at
101060684	201104_x_at
101060684	201103_x_at
101060684	214693_x_at
101060684	213612_x_at
101060684	215434_x_at
101060684	
101060684	214693_x_at
101060684	215434_x_at
101060684	
101060684	201104_x_at
101060684	214693_x_at
101060684	201104_x_at
101060684	214693_x_at
101060684	214693_x_at
101060684	215434_x_at
100500833	
115123	213256_at
115123	213256_at
115123	
115123	
115123	
8711	217149_x_at
8711	217149_x_at
8711	
8711	
8711	
8711	
8711	
8711	217149_x_at
677763	
103504736	
653073	
653720	
728498	
105378732	
102465668	
100616431	
100616435	
25940	212333_at
25940	212333_at
25940	212333_at
25940	212333_at
25940	
25940	
25940	
25940	
100616246	
100616457	
100422952	
79165	
374907	
374907	
374907	
102465257	208922_s_at
378706	
100616128	
100616192	
344022	
102465437	
100616341	
100422896	
79613	
79613	
79613	
79613	
79613	
79613	
79613	
79613	
79613	
79613	
8227	210269_s_at
8227	203624_at
8227	210269_s_at
8227	203624_at
8227	
100616177	
101410545	
51725	220164_s_at
100506013	
100506013	
100506013	
100506013	
100506013	
677817	
128218	
128218	
128218	
128218	
100847085	
9655	208127_s_at
9655	209648_x_at
9655	209647_s_at
9655	208127_s_at
9655	209648_x_at
9655	209647_s_at
100500839	
102466972	
245939	
101929261	
102466190	
102466190	
102466190	
102466190	
26519	218408_at
26519	218408_at
26519	218408_at
100126329	
100126330	
100126352	
144486	
56658	
56658	
56658	
56658	
56658	
56658	
56658	
56658	
56658	
56658	
56658	
56658	
202658	
202658	
202658	
202658	
202658	
202658	
202658	
202658	
202658	
202658	
202658	
202658	
693191	
353511	214035_x_at
353511	204538_x_at
353511	215002_at
100422823	
442902	
100616333	
3803	
3803	
102466874	
100500811	
102465492	
100500821	
56662	
100033443	
100422830	
6218	
6218	
6218	
6218	
6218	
6218	
6218	
6218	
6218	
3447	208344_x_at
3447	208344_x_at
677797	
677837	
80737	
80737	
80737	
80737	
80737	
100847075	
337976	
56979	
56979	
56979	221151_at
389362	
389362	
389362	
389362	
389362	
389362	
389362	
389362	
389362	
389362	
100500835	
100126319	
8449	
8449	
8449	
8449	
729665	
729665	
729665	
729665	
729665	
677825	
100313842	
100616276	
693233	
102465525	
140881	
56888	
56888	217938_s_at
56888	
56888	
407002	
4888	210444_at
4888	210444_at
440757	
440757	
100169758	
129790	
129790	
129790	
129790	
129790	
129790	
129790	
129790	
8220	204383_at
8220	32032_at
8220	217285_at
8220	204383_at
8220	32032_at
8220	204383_at
8220	32032_at
8220	
100423030	
100422924	
406982	
100313829	
102466190	
199713	
199713	
5581	
5581	206248_at
5581	
5581	
5581	
5581	
5581	
5581	
5581	
5581	
5581	
5581	
5581	
5581	206248_at
5581	206248_at
26255	208511_at
100423029	
102465993	
102466251	
4758	
4758	
4758	
4758	
4758	
402778	
402778	
402778	
402778	
1238	
1238	206887_at
1238	
1238	
1238	206887_at
1238	
1238	206887_at
1238	206887_at
1238	206887_at
1238	206887_at
1238	206887_at
340168	
100500802	
100616469	
102465246	
445347	211144_x_at
445347	209813_x_at
445347	215806_x_at
445347	216920_s_at
5304	206509_at
730013	
730013	214033_at
595100	
100500916	
100533105	
100533105	220038_at
101929478	
115795	
115795	
115795	
115795	
115795	
115795	
692091	
100500803	
100616417	
26832	
1263	204958_at
1263	204958_at
1263	
1263	204958_at
1263	
1263	204958_at
1263	204958_at
100616373	
406962	
93474	
677810	
6138	221475_s_at
6138	221476_s_at
6138	221475_s_at
6138	221475_s_at
6138	221475_s_at
6138	221476_s_at
6138	221475_s_at
6138	221475_s_at
6138	221475_s_at
6138	221476_s_at
6138	221475_s_at
6138	221476_s_at
6138	221475_s_at
6138	221475_s_at
6138	221475_s_at
6138	221476_s_at
6138	221475_s_at
6138	221476_s_at
6138	
100422866	
102466190	
54780	219067_s_at
54780	211376_s_at
54780	
54780	
54780	219067_s_at
54780	211376_s_at
54780	219067_s_at
54780	211376_s_at
54780	219067_s_at
54780	211376_s_at
54780	211376_s_at
54780	211376_s_at
54780	
54780	
54780	
100033441	
201229	213195_at
201229	213195_at
201229	
201229	
201229	
201229	
201229	
253018	
253018	
253018	
100500840	
407018	
51206	
51206	
102465446	
143872	
143872	
143872	
143872	
143872	
143872	
143872	
143872	
255403	
255403	
100302265	
26797	
100033816	
100616230	
102465256	
100422919	
6917	216241_s_at
6917	216241_s_at
6917	216241_s_at
6917	216241_s_at
6917	
6917	
6917	
6917	
6917	
6917	
6917	
100874002	
100874002	
259296	
100500864	
126014	
126014	
126014	
126014	
126014	
10321	207802_at
10321	
10321	
10321	207802_at
100422874	
102466745	
10466	203629_s_at
10466	203630_s_at
10466	203629_s_at
10466	203630_s_at
10466	
10466	
10466	
10466	
10466	
10466	
10466	
10466	
100616480	
100033435	
3263	39763_at
3263	210013_at
3263	39763_at
3263	210013_at
3263	39763_at
3263	210013_at
3263	39763_at
3263	210013_at
3263	39763_at
3263	210013_at
3263	
3263	
3263	
3263	
3263	
3263	
3263	
3263	
102465248	
101928287	
101928287	
101928287	
101928287	
84692	
79165	
101927143	
101927143	
100033414	
84443	
84443	
84443	
84616	
677818	
8754	
8754	
8754	
8754	
8754	
102465472	
27120	220284_at
27120	220284_at
27120	220284_at
27120	220284_at
27120	220284_at
27120	220284_at
100313938	
654322	
100302226	
728072	
728072	
133060	
574469	
340390	
340390	
340390	
340390	
340390	
340390	
100616382	
26716	
26716	
26716	
26716	
26716	
26716	
26716	
338755	
101928539	
100616188	
100422989	
57674	
57674	
57674	
57674	
57674	
57674	
57674	
57674	
57674	
57674	
57674	
57674	
57674	
57674	
57674	
57674	
57674	
57674	
57674	
57674	
100126320	
102465480	
100616118	
102465500	
23120	214070_s_at
23120	
23120	
23120	
23120	
23120	220920_at
23120	220920_at
23120	220920_at
23120	
23120	
23120	
100126336	
79166	
79166	
8822	221376_at
8822	221376_at
8822	221376_at
8822	221376_at
284415	
284415	
284415	
284415	
284415	
100313838	
102466190	
5644	
5644	
5644	
5644	
5644	
5644	
5644	
6029	
767599	
102465449	
9972	202097_at
9972	202097_at
9972	202097_at
100616149	
100500886	
51156	
51156	
26869	
102466657	
94033	
56005	216483_s_at
56005	216483_s_at
56005	221739_at
56005	216483_s_at
56005	216483_s_at
3797	203390_s_at
3797	203389_at
3797	203390_s_at
3797	203389_at
3797	203390_s_at
3797	203389_at
3797	
3797	
3797	
3797	
3797	203390_s_at
3797	203389_at
7052	201042_at
7052	211573_x_at
7052	211003_x_at
7052	201042_at
7052	216183_at
7052	211573_x_at
7052	211003_x_at
7052	
7052	
7052	
619570	
26152	37860_at
26152	214760_at
26152	37860_at
26152	214760_at
26152	
100422957	
100422959	
100422844	
148206	
148206	
148206	
148206	
148206	
148206	
148206	
148206	
148206	
148206	
100500809	
100500820	
677820	
101929297	
102466880	
100616203	
1616	
1616	
1616	
1616	
1616	
1616	
1616	
1616	
1616	
1616	
1616	
1616	
1616	
29844	
100616441	
9907	209912_s_at
9907	209912_s_at
9907	209913_x_at
9907	209912_s_at
9907	
9907	
9907	209912_s_at
9907	209912_s_at
494335	
100526767	
100526767	
359	
359	206672_at
359	
65243	207219_at
65243	207219_at
65243	207219_at
65243	207219_at
401093	
401093	
158833	
158833	
100126340	
165631	
165631	
165631	
165631	
165631	
165631	
414196	
57189	
57189	
79690	219815_at
79690	219815_at
79690	219815_at
79690	219815_at
79690	219815_at
79690	
79690	
79690	
340205	
340205	
340205	
340205	
101928661	
6928	205313_at
6928	
6928	
6928	
6928	208135_at
6928	
6928	
677767	
26831	
693144	
677778	
767593	
1136	211587_x_at
1136	211772_x_at
1136	211587_x_at
1136	211772_x_at
1136	211772_x_at
1136	210221_at
1136	211587_x_at
1136	211772_x_at
1136	
1136	
1136	
100616339	
102465861	
100302190	
100313841	
441864	
101927694	
1351	201119_s_at
353513	206922_at
100505915	222145_at
100505915	81737_at
101928682	
101928682	
101928682	
101928682	
692209	
677814	212284_x_at
100847088	
105374896	
149086	
149086	
149086	
149086	
149086	
149086	
149086	
100616383	
100616165	
196500	
196500	
196500	
196500	
196500	
196500	
64112	212508_at
64112	212508_at
101340251	
100847040	
51594	202926_at
51594	202926_at
51594	202926_at
51594	202926_at
51594	202926_at
51594	
51594	
51594	
51594	
90025	
90025	
90025	
90025	
90025	
90025	
90025	
90025	
594838	
619564	
9656	
9656	
9656	
9656	
9656	
9656	
9656	
9656	
9656	
100313771	
100423025	
3106	208729_x_at
3106	209140_x_at
3106	208729_x_at
3106	209140_x_at
3106	208729_x_at
3106	208729_x_at
3106	208729_x_at
3106	209140_x_at
3106	209140_x_at
767611	
9730	204376_at
9730	204377_s_at
9730	204376_at
9730	204377_s_at
9730	
100008587	
102465944	
100423016	
100616347	
389831	
102723360	
102724219	
102724441	
102724843	
102724951	
574460	
692085	
102465490	
102465536	
100616298	
5817	214444_s_at
5817	32699_s_at
5817	216283_s_at
5817	212662_at
5817	214443_at
5817	214444_s_at
5817	32699_s_at
5817	216283_s_at
5817	212662_at
5817	214444_s_at
5817	32699_s_at
5817	216283_s_at
5817	212662_at
5817	214444_s_at
5817	32699_s_at
5817	216283_s_at
5817	212662_at
5817	214443_at
5817	32699_s_at
5817	216283_s_at
5817	214443_at
5817	214444_s_at
5817	32699_s_at
390245	
100302148	
100302126	
103504738	
442914	
693155	
407044	
100847042	
25853	
25853	
25853	
25853	
25853	
100313914	
389434	
389434	
389434	
389434	
389434	
389434	
389434	
389434	
389434	
100313895	
4012	
4012	207904_s_at
4012	207904_s_at
4012	
4012	
9698	201164_s_at
9698	201166_s_at
9698	201165_s_at
9698	201164_s_at
9698	201166_s_at
9698	201165_s_at
9698	201164_s_at
9698	201166_s_at
9698	201165_s_at
9698	201164_s_at
9698	201166_s_at
9698	201165_s_at
9698	201164_s_at
9698	201164_s_at
9698	201164_s_at
9698	201164_s_at
9698	201164_s_at
9698	201164_s_at
9698	
9698	
9698	
9698	
9698	
9698	
9698	
9698	
9698	
9698	
9698	
9698	
9698	
101928708	
100422926	
3987	212687_at
3987	212687_at
3987	
3987	
3987	
100288695	212687_at
100288695	212687_at
100288695	
100288695	
100288695	
100616255	
102465521	
102465136	
102465856	
100422835	
402055	213608_s_at
402055	213608_s_at
402055	213608_s_at
402055	213608_s_at
103625684	
100422904	
1474	206595_at
100381270	
26771	
164091	
255919	
255919	
255919	
255919	
255919	
255919	
255919	
255919	
255919	
255919	
255919	
677819	
142683	
142683	
142683	
54716	219614_s_at
54716	219614_s_at
54716	
54716	
54716	
54716	
54716	219614_s_at
100616157	
102465494	
100302133	
406972	
54660	
54660	
54660	
147948	
147948	
147948	
147948	
147948	
147948	
147948	
100500898	
105379554	
11149	
11149	
11149	
100033447	
100500884	
692199	
6477	
6477	
6477	202981_x_at
6477	202980_s_at
6477	202981_x_at
