hgnc_id	hgnc	previous	synonyms	entrez
HGNC:4512	ADGRG1	GPR56	TM7LN4, TM7XN1	9289
HGNC:4516	ADGRG2	GPR64	HE6, TM7LN2, EDDM6	10149
HGNC:13728	ADGRG3	GPR97	Pb99, PGR26	222487
HGNC:18992	ADGRG4	GPR112	RP1-299I16, PGR17	139378
HGNC:19010	ADGRG5	GPR114	PGR27	221188
HGNC:13841	ADGRG6	GPR126	FLJ14937	
HGNC:19241	ADGRG7	GPR128	FLJ14454	84873
HGNC:20973	ADGRL1	LPHN1	KIAA0821, CIRL1, LEC2	22859
HGNC:18582	ADGRL2	LPHH1, LPHN2	KIAA0786, LEC1	23266
HGNC:20974	ADGRL3	LPHN3	KIAA0768, LEC3	23284
HGNC:50604	ADGRL3-AS1	LPHN3-AS1		101927186
HGNC:20822	ADGRL4	ELTD1	ETL	64123
HGNC:17416	ADGRV1	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1	84059
HGNC:249	ADH1A	ADH1		124
HGNC:250	ADH1B	ADH2		125
HGNC:251	ADH1C	ADH3		126
HGNC:252	ADH4		ADH-2	127
HGNC:253	ADH5	FDH	ADH-3, ADHX	128
HGNC:254	ADH5P1~withdrawn			
HGNC:22976	ADH5P2			343296
HGNC:22991	ADH5P3			100131810
HGNC:21377	ADH5P4	ADH5B	bA707M13.2	642443
HGNC:255	ADH6		ADH-5	130
HGNC:256	ADH7		ADH-4	131
HGNC:16354	ADHFE1		ADHFe1, FLJ32430	137872
HGNC:30576	ADI1		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	55256
HGNC:28606	ADIG		MGC39724, SMAF1, RP5-1100H13.2	149685
HGNC:13633	ADIPOQ	ACDC	ACRP30, AdipoQ, apM1, GBP28, adiponectin	9370
HGNC:40648	ADIPOQ-AS1			100874095
HGNC:24040	ADIPOR1		PAQR1, ACDCR1	51094
HGNC:44910	ADIPOR1P1			645220
HGNC:44911	ADIPOR1P2			390503
HGNC:24041	ADIPOR2		PAQR2, ACDCR2	79602
HGNC:24043	ADIRF	C10orf116	APM2, AFRO	10974
HGNC:45127	ADIRF-AS1			100133190
HGNC:16477	ADIR~withdrawn			
HGNC:257	ADK		AK	132
HGNC:258	ADL~withdrawn			
HGNC:259	ADM		AM	133
HGNC:28898	ADM2		AM2, FLJ21135	79924
HGNC:27293	ADM5	C19orf76	AM5	199800
HGNC:260	ADMLX~withdrawn			
HGNC:261	ADMLY~withdrawn			
HGNC:15766	ADNP		KIAA0784, ADNP1	23394
HGNC:51227	ADNP-AS1			101927631
HGNC:23803	ADNP2	ZNF508	KIAA0863	22850
HGNC:23506	ADO	C10orf22	FLJ14547	84890
HGNC:262	ADORA1		RDC7	134
HGNC:263	ADORA2A	ADORA2	RDC8	135
HGNC:37122	ADORA2A-AS1	C22orf45	FLJ34651	646023
HGNC:264	ADORA2B			136
HGNC:265	ADORA2BP1	ADORA2BP		137
HGNC:266	ADORA2L1~withdrawn			
HGNC:267	ADORA2L2~withdrawn			
HGNC:268	ADORA3		AD026	140
HGNC:25250	ADPGK		DKFZp434B195, ADP-GK	83440
HGNC:44144	ADPGK-AS1			100287559
HGNC:269	ADPRH		ARH1	141
HGNC:21303	ADPRHL1		ARH2	113622
HGNC:21304	ADPRHL2		ARH3, FLJ20446	54936
HGNC:30925	ADPRM	C17orf48	MDS006	56985
HGNC:277	ADRA1A	ADRA1C	ADRA1L1	148
HGNC:278	ADRA1B			147
HGNC:279	ADRA1C~withdrawn			
HGNC:280	ADRA1D		ADRA1R, ADRA1A, ADRA1	146
HGNC:281	ADRA2A	ADRA2, ADRA2R	ADRAR	150
HGNC:282	ADRA2B	ADRA2L1, ADRA2RL1	ADRARL1	151
HGNC:283	ADRA2C	ADRA2L2, ADRA2RL2	ADRARL2	152
HGNC:284	ADRA2L1~withdrawn			
HGNC:285	ADRB1	ADRB1R		153
HGNC:286	ADRB2	ADRB2R	ADRBR, BAR, B2AR	154
HGNC:287	ADRB2RL1~withdrawn			
HGNC:288	ADRB3			155
HGNC:289	ADRBK1		GRK2, BARK1	156
HGNC:290	ADRBK2		GRK3, BARK2	157
HGNC:15759	ADRM1		GP110, Rpn13, ARM1	11047
HGNC:291	ADSL			158
HGNC:292	ADSS			159
HGNC:20093	ADSSL1		FLJ38602	122622
HGNC:294	ADTAA~withdrawn			
HGNC:295	ADTAB~withdrawn			
HGNC:296	ADTB1~withdrawn			
HGNC:299	ADTB2~withdrawn			
HGNC:300	ADTG~withdrawn			
HGNC:21214	ADTRP	C6orf105	dJ413H6.1, AIG1L	84830
HGNC:293	ADT~withdrawn			
HGNC:301	AE1~withdrawn			
HGNC:302	AE2~withdrawn			
HGNC:303	AEBP1		ACLP	165
HGNC:24051	AEBP2		MGC17922	121536
HGNC:305	AEMK~withdrawn			
HGNC:25722	AEN	ISG20L1	FLJ12484, FLJ12562	64782
HGNC:306	AEPLC~withdrawn			
HGNC:307	AES		GRG5, TLE5	166
HGNC:308	AEZ~withdrawn			
HGNC:309	AF8T			
HGNC:310	AFA			
HGNC:24017	AFAP1		AFAP-110, AFAP	60312
HGNC:28141	AFAP1-AS1	AFAP1AS, AFAP1-AS	MGC10981	84740
HGNC:26714	AFAP1L1		FLJ36748	134265
HGNC:25901	AFAP1L2	KIAA1914	FLJ14564, Em:AC005383.4, XB130	84632
HGNC:311	AFCP~withdrawn			
HGNC:312	AFD1			
HGNC:7135	AFF1	PBM1, MLLT2	AF-4, AF4	4299
HGNC:3776	AFF2	FMR2	FRAXE	2334
HGNC:41334	AFF2-IT1			
HGNC:6473	AFF3	LAF4	MLLT2-like	3899
HGNC:17869	AFF4		AF5Q31, MCEF	27125
HGNC:314	AFG3L1P	AFG3, AFG3L1		172
HGNC:315	AFG3L2	SCA28	SPAX5	10939
HGNC:24169	AFG3L2P1	AFG3L2P		347028
HGNC:313	AFG3~withdrawn			
HGNC:316	AFM		ALB2, ALBA	173
HGNC:20910	AFMID		DKFZp686F03259, KF	125061
HGNC:317	AFP	HPAFP	FETA	174
HGNC:25951	AFTPH		MGC33965, FLJ20080, FLJ23793, Nbla10388	54812
HGNC:318	AGA		ASRG	175
HGNC:16922	AGAP1	CENTG2	KIAA1099, GGAP1	116987
HGNC:41427	AGAP1-IT1			100506749
HGNC:16921	AGAP2	CENTG1		116986
HGNC:48633	AGAP2-AS1		LOC100130776, PUNISHER	100130776
HGNC:16923	AGAP3	CENTG3		116988
HGNC:23459	AGAP4	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2	119016
HGNC:23467	AGAP5	CTGLF2	Em:AC073389.1	729092
HGNC:23466	AGAP6	CTGLF3	bA324H6.1	414189
HGNC:23465	AGAP7P	CTGLF4, AGAP7	bA109G10.1	653268
HGNC:23464	AGAP8~withdrawn			
HGNC:23463	AGAP9	CTGLF6	bA301J7.2, FLJ00312	642517
HGNC:23659	AGAP10P	AGAP10, CTGLF7, CTGLF10P	bA358L16.1, bA144G6.2	653234
HGNC:23462	AGAP10~withdrawn			
HGNC:29421	AGAP11		KIAA1975	119385
HGNC:26504	AGBL1		FLJ32310, CCP4	123624
HGNC:48617	AGBL1-AS1			727915
HGNC:26296	AGBL2		FLJ23598, CCP2	79841
HGNC:27981	AGBL3		MGC32955, CCP3	340351
HGNC:25892	AGBL4		FLJ14442, CCP6	84871
HGNC:41482	AGBL4-IT1			
HGNC:26147	AGBL5		FLJ21839, CCP5	60509
HGNC:41133	AGBL5-AS1			
HGNC:41484	AGBL5-IT1			
HGNC:320	AGER		RAGE	177
HGNC:5175	AGFG1	HRB	RIP, RAB	3267
HGNC:5177	AGFG2	HRBL	RABR	3268
HGNC:24684	AGGF1		VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7	55109
HGNC:38051	AGGF1P1			100132380
HGNC:38052	AGGF1P2			644435
HGNC:38053	AGGF1P3			391552
HGNC:38054	AGGF1P4			100129351
HGNC:51741	AGGF1P5			100128103
HGNC:51744	AGGF1P6			
HGNC:51740	AGGF1P7			100132606
HGNC:51745	AGGF1P8			100128804
HGNC:51746	AGGF1P9			100127958
HGNC:51747	AGGF1P10			100288774
HGNC:21869	AGK	MULK	FLJ10842	55750
HGNC:37661	AGKP1		AGKY1	359793
HGNC:321	AGL			178
HGNC:18407	AGMAT		FLJ23384	79814
HGNC:33784	AGMO	TMEM195	FLJ16237	392636
HGNC:322	AGMX1~withdrawn			
HGNC:323	AGMX2			
HGNC:3262	AGO1	EIF2C1	hAGO1	26523
HGNC:3263	AGO2	EIF2C2	hAGO2, Q10	27161
HGNC:18421	AGO3	EIF2C3	hAGO3, FLJ12765	192669
HGNC:18424	AGO4	EIF2C4	hAGO4, KIAA1567, FLJ20033	192670
HGNC:324	AGPAT1		LPAAT-alpha	10554
HGNC:325	AGPAT2	BSCL	LPAAT-beta	10555
HGNC:326	AGPAT3		LPAAT-gamma	56894
HGNC:20885	AGPAT4		LPAAT-delta, dJ473J16.2	56895
HGNC:20988	AGPAT4-IT1	C6orf59, NCRNA00241	FLJ23112	79992
HGNC:20886	AGPAT5		FLJ11210, LPAAT-e, LPAAT-epsilon	55326
HGNC:37709	AGPAT5P1			646231
HGNC:20880	AGPAT6		DKFZp586M1819, LPAAT-zeta	137964
HGNC:28157	AGPAT9		MGC11324, LPAAT-theta, MAG1, HMFN0839	84803
HGNC:327	AGPS		ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S	8540
HGNC:328	AGR2		XAG-2, HAG-2, AG2, PDIA17	10551
HGNC:24167	AGR3		HAG3, hAG-3, BCMP11, PDIA18	155465
HGNC:329	AGRN		AGRIN	375790
HGNC:330	AGRP		Agrt, ART, ASIP2	181
HGNC:332	AGS1~withdrawn			
HGNC:31917	AGS2~withdrawn			
HGNC:331	AGS~withdrawn			
HGNC:333	AGT	SERPINA8		183
HGNC:334	AGTBP~withdrawn			
HGNC:335	AGTIL~withdrawn			
HGNC:17258	AGTPBP1		KIAA1035, Nna1, CCP1	23287
HGNC:336	AGTR1	AGTR1B	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B	185
HGNC:337	AGTR1B~withdrawn			
HGNC:338	AGTR2		AT2, MRX88	186
HGNC:13539	AGTRAP		ATRAP	57085
HGNC:340	AGTRL2~withdrawn			
HGNC:341	AGXT	SPAT	AGXT1, PH1, AGT, SPT, AGT1	189
HGNC:14412	AGXT2		AGT2	64902
HGNC:24618	AHCTF1		ELYS	25909
HGNC:24620	AHCTF1P1	AHCTF1P	ELYS-like	285116
HGNC:343	AHCY		SAHH	191
HGNC:344	AHCYL1		XPVKONA, IRBIT, PPP1R78	10768
HGNC:22204	AHCYL2		KIAA0828	23382
HGNC:44993	AHCYP1			340844
HGNC:44994	AHCYP2			392387
HGNC:44995	AHCYP3			402093
HGNC:44996	AHCYP4			129560
HGNC:44997	AHCYP5			391470
HGNC:44998	AHCYP6			100419714
HGNC:44999	AHCYP7			645486
HGNC:45000	AHCYP8			
HGNC:342	AHC~withdrawn			
HGNC:25230	AHDC1		DJ159A19.3, RP1-159A19.1	27245
HGNC:345	AHDS~withdrawn			
HGNC:21575	AHI1		FLJ20069, ORF1, JBTS3	54806
HGNC:347	AHNAK		MGC5395	79026
HGNC:20125	AHNAK2	C14orf78		113146
HGNC:348	AHR		bHLHe76	196
HGNC:346	AHRR	AHH, AHHR	KIAA1234, bHLHe77	57491
HGNC:1189	AHSA1	C14orf3	p38	10598
HGNC:20437	AHSA2		DKFZp564C236, Hch1	130872
HGNC:349	AHSG		FETUA, A2HS, HSGA	197
HGNC:18075	AHSP	ERAF	EDRF	51327
HGNC:350	AIC			192
HGNC:13203	AICDA		HIGM2, CDA2, ARP2, AID	57379
HGNC:25761	AIDA	C1orf80	FLJ12806	64853
HGNC:351	AIED~withdrawn			
HGNC:352	AIF1		IRT-1, AIF-1, Em:AF129756.17, IBA1	199
HGNC:28904	AIF1L	C9orf58	IBA2, FLJ12783	83543
HGNC:8768	AIFM1	PDCD8, NAMSD	AIF, CMTX4	9131
HGNC:44884	AIFM1P1			645120
HGNC:21411	AIFM2	AMID	FLJ14497, PRG3	84883
HGNC:26398	AIFM3		AIFL, FLJ30473	150209
HGNC:21607	AIG1		dJ95L4.1, AIG-1, FLJ10485	51390
HGNC:43926	AIG1P1			
HGNC:353	AIH1~withdrawn			
HGNC:354	AIH2~withdrawn			
HGNC:355	AIH3			
HGNC:356	AIM1	ST4	CRYBG1	202
HGNC:17295	AIM1L		CRYBG2, FLJ38020	55057
HGNC:357	AIM2		PYHIN4	9447
HGNC:10648	AIMP1	SCYE1	EMAPII, EMAP-2, p43	9255
HGNC:16543	AIMP1P1	SCYE1P	bA400P21.1	170547
HGNC:43693	AIMP1P2			100873064
HGNC:20609	AIMP2		p38, PRO0992, JTV-1, JTV1	7965
HGNC:358	AIP		XAP2, ARA9, FKBP16	9049
HGNC:359	AIPL1	LCA4		23746
HGNC:360	AIRE	APECED	PGA1, APS1	326
HGNC:34515	AIRN		AIR, NCRNA00088, IGF2RAS, IGF2R-AS1	100271873
HGNC:16304	AIS1			
HGNC:23054	AIS2			378426
HGNC:23083	AIS3			378427
HGNC:30801	AJAP1		SHREW1, SHREW-1, MOT8	55966
HGNC:20250	AJUBA	JUB	MGC15563	84962
HGNC:361	AK1			203
HGNC:362	AK2			204
HGNC:24037	AK2P1		AK2B	266920
HGNC:33542	AK2P2			339736
HGNC:17376	AK3	AK6, AK3L1	AKL3L1	50808
HGNC:31099	AK3P2		HsT26053	100419074
HGNC:39062	AK3P3			100419075
HGNC:39063	AK3P4			100129959
HGNC:39064	AK3P5			100288319
HGNC:39065	AK3P6			100873789
HGNC:363	AK4	AK3, AK3L1		205
HGNC:364	AK4P1	AK3P1		206
HGNC:39066	AK4P2			100132104
HGNC:21596	AK4P3	AK3L2	AK3L2P	645619
HGNC:39067	AK4P4			100128705
HGNC:39068	AK4P5			100526416
HGNC:39069	AK4P6			649288
HGNC:365	AK5			26289
HGNC:49151	AK6		CINAP	102157402
HGNC:51678	AK6P1			100132086
HGNC:51679	AK6P2			100128817
HGNC:366	AK6~withdrawn			
HGNC:20091	AK7		FLJ32864	122481
HGNC:26526	AK8	C9orf98	FLJ32704	158067
HGNC:33814	AK9	C6orf224, AKD2, C6orf199, AKD1	FLJ42177, FLJ25791, dJ70A9.1, MGC26954	221264
HGNC:367	AKAP1	PRKA1	AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84, D-AKAP1, PPP1R43, TDRD17	8165
HGNC:372	AKAP2	PRKA2	AKAP-KL, KIAA0920, DKFZp564L0716	11217
HGNC:373	AKAP3		FSP95, SOB1, AKAP110, CT82	10566
HGNC:374	AKAP4		p82, hAKAP82, AKAP82, Fsc1, HI, CT99	8852
HGNC:375	AKAP5		AKAP75, AKAP79	9495
HGNC:376	AKAP6		KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6	9472
HGNC:377	AKAP7		AKAP18, AKAP15	9465
HGNC:378	AKAP8		AKAP95, DKFZp586B1222	10270
HGNC:29857	AKAP8L		NAKAP95, HAP95	26993
HGNC:49758	AKAP8P1			646114
HGNC:379	AKAP9		KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A, PPP1R45, LQT11	10142
HGNC:368	AKAP10		D-AKAP2, PRKA10, MGC9414	11216
HGNC:369	AKAP11		KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44	11215
HGNC:39939	AKAP11-IT1~withdrawn			
HGNC:370	AKAP12		AKAP250, SSeCKS	9590
HGNC:371	AKAP13	LBC	Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13	11214
HGNC:24061	AKAP14		AKAP28	158798
HGNC:18783	AKAP17A	CXYorf3, SFRS17A	XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133	8227
HGNC:38514	AKAP17BP	AKAP16B, AKAP16BP		139516
HGNC:21618	AKD2~withdrawn			
HGNC:1170	AKIP1	C11orf17	BCA3	56672
HGNC:25744	AKIRIN1	C1orf108	FLJ12666	79647
HGNC:50794	AKIRIN1P1			100418731
HGNC:50797	AKIRIN1P2			
HGNC:21407	AKIRIN2	C6orf166	FLJ10342, dJ486L4.2	55122
HGNC:28822	AKIRIN2-AS1~withdrawn			
HGNC:50796	AKIRIN2P1			100216487
HGNC:24108	AKNA		KIAA1968	80709
HGNC:28398	AKNAD1	C1orf62	MGC26989	254268
HGNC:380	AKR1A1		ALR, DD3	10327
HGNC:381	AKR1B1	ALDR1	AR	231
HGNC:420	AKR1B1P1	ALDRL1		401982
HGNC:425	AKR1B1P2	ALDRP		236
HGNC:422	AKR1B1P3	ALDRL3		729347
HGNC:423	AKR1B1P4	ALDRL4		390402
HGNC:20002	AKR1B1P5	AKR1B1P		390482
HGNC:33498	AKR1B1P6			100129769
HGNC:33497	AKR1B1P7			126242
HGNC:33496	AKR1B1P8			392525
HGNC:382	AKR1B10	AKR1B11	AKR1B12, ARL-1, HIS, ARL1, HSI, ALDRLn	57016
HGNC:45062	AKR1B10P1			340888
HGNC:45063	AKR1B10P2			643582
HGNC:383	AKR1B11~withdrawn			
HGNC:37281	AKR1B15			441282
HGNC:384	AKR1C1	DDH1	DDH, MBAB, DD1, HAKRC	1645
HGNC:385	AKR1C2	DDH2, TDD	DD, BABP, DD2, HAKRD, MCDR2	1646
HGNC:386	AKR1C3	HSD17B5	KIAA0119, DDX, HAKRB, PGFS	8644
HGNC:387	AKR1C4	CHDR	DD4, HAKRA, C11, 3-alpha-HSD, CDR, MGC22581	1109
HGNC:44679	AKR1C5P			100996684
HGNC:44680	AKR1C6P		TAKR	389932
HGNC:44681	AKR1C7P			648947
HGNC:23469	AKR1C8P	AKR1CL1		340811
HGNC:388	AKR1D1	SRD5B1		6718
HGNC:11288	AKR1D1P1	SRD5BP1, AKR1D1P		80701
HGNC:23437	AKR1E2	AKRDC1, AKR1CL2	MGC10612	83592
HGNC:389	AKR7A2		AFAR	8574
HGNC:24062	AKR7A2P1		AFARP1	246182
HGNC:390	AKR7A3			22977
HGNC:24056	AKR7L		AFAR3	246181
HGNC:391	AKT1		RAC, PKB, PRKBA, AKT	207
HGNC:28426	AKT1S1		PRAS40, MGC2865, Lobe	84335
HGNC:392	AKT2			208
HGNC:393	AKT3		PKBG, RAC-gamma, PRKBG	10000
HGNC:41304	AKT3-IT1			
HGNC:16710	AKTIP	FTS	FLJ13258	64400
HGNC:394	AKU~withdrawn			
HGNC:395	ALAD		ALADH, PBGS	210
HGNC:396	ALAS1	ALAS3, ALAS		211
HGNC:397	ALAS2	ASB		212
HGNC:398	ALAS3~withdrawn			
HGNC:399	ALB			213
HGNC:400	ALCAM		CD166, MEMD	214
HGNC:402	ALDH1A1	PUMB1, ALDH1	RALDH1	216
HGNC:15472	ALDH1A2		RALDH2	8854
HGNC:409	ALDH1A3	ALDH6	RALDH3	220
HGNC:407	ALDH1B1	ALDH5	ALDHX	219
HGNC:3978	ALDH1L1	FTHFD	10-fTHF	10840
HGNC:40244	ALDH1L1-AS1			
HGNC:42446	ALDH1L1-AS2			
HGNC:26777	ALDH1L2		FLJ38508, mtFDH	160428
HGNC:404	ALDH2			217
HGNC:405	ALDH3A1	ALDH3		218
HGNC:403	ALDH3A2	SLS, ALDH10	FALDH	224
HGNC:410	ALDH3B1	ALDH7		221
HGNC:411	ALDH3B2	ALDH8		222
HGNC:406	ALDH4A1	ALDH4	P5CDh	8659
HGNC:408	ALDH5A1		SSADH, SSDH	7915
HGNC:7179	ALDH6A1	MMSDH		4329
HGNC:877	ALDH7A1	ATQ1	EPD, PDE	501
HGNC:878	ALDH7A1P1	ATQL1		541
HGNC:879	ALDH7A1P2	ATQL2		542
HGNC:880	ALDH7A1P3	ATQL3		543
HGNC:881	ALDH7A1P4	ATQL4		544
HGNC:15471	ALDH8A1		ALDH12	64577
HGNC:412	ALDH9A1	ALDH7, ALDH4, ALDH9	E3	223
HGNC:28114	ALDH16A1		MGC10204	126133
HGNC:9722	ALDH18A1	GSAS, PYCS	P5CS	5832
HGNC:413	ALDL1~withdrawn			
HGNC:414	ALDOA			226
HGNC:415	ALDOAP1			391538
HGNC:416	ALDOAP2			228
HGNC:417	ALDOB			229
HGNC:418	ALDOC			230
HGNC:419	ALDR1~withdrawn			
HGNC:421	ALDRL2~withdrawn			
HGNC:424	ALDRL5~withdrawn			
HGNC:401	ALD~withdrawn			
HGNC:426	ALFN1~withdrawn			
HGNC:18294	ALG1		HMT-1, HMAT1	56052
HGNC:33721	ALG1L		ALG1L1	200810
HGNC:37258	ALG1L2			644974
HGNC:44372	ALG1L3P			100132066
HGNC:44374	ALG1L5P			647415
HGNC:44375	ALG1L6P			339879
HGNC:44376	ALG1L7P			728263
HGNC:44377	ALG1L8P			645015
HGNC:44378	ALG1L9P			285407
HGNC:44379	ALG1L10P			
HGNC:44380	ALG1L11P			
HGNC:44381	ALG1L12P			100421097
HGNC:44382	ALG1L13P			
HGNC:44383	ALG1L14P			100996649
HGNC:44384	ALG1L15P			730086
HGNC:23159	ALG2		CDGIi, FLJ14511, hALPG2, NET38	85365
HGNC:23056	ALG3		NOT56L, Not56, CDGS4, D16Ertd36e	10195
HGNC:45159	ALG3P1			442131
HGNC:20266	ALG5		bA421P11.2	29880
HGNC:23157	ALG6			29929
HGNC:23161	ALG8		MGC2840	79053
HGNC:15672	ALG9	DIBD1		79796
HGNC:41409	ALG9-IT1			
HGNC:23162	ALG10		FLJ14751, DIE2, ALG10A	84920
HGNC:31088	ALG10B		KCR1	144245
HGNC:32456	ALG11		KIAA0266	440138
HGNC:19358	ALG12		ECM39	79087
HGNC:30881	ALG13	GLT28D1, CXorf45	MDS031, YGL047W, FLJ23018, TDRD13	79868
HGNC:41277	ALG13-AS1			
HGNC:28287	ALG14		MGC19780	199857
HGNC:427	ALK		CD246	238
HGNC:17911	ALKBH1	ALKBH	hABH, alkB, ABH	8846
HGNC:32487	ALKBH2		MGC90512, ABH2	121642
HGNC:30141	ALKBH3		DEPC-1	221120
HGNC:48670	ALKBH3-AS1			100507300
HGNC:21900	ALKBH4		FLJ20013	54784
HGNC:25996	ALKBH5	OFOXD1	FLJ20308	54890
HGNC:28243	ALKBH6		MGC15677	84964
HGNC:21306	ALKBH7	SPATA11	MGC10974	84266
HGNC:25189	ALKBH8		MGC10235	91801
HGNC:17377	ALLC		ALC	55821
HGNC:428	ALMS1		KIAA0328	7840
HGNC:41305	ALMS1-IT1			100874291
HGNC:29586	ALMS1P	ALMS1L		200420
HGNC:435	ALOX5		5-LOX	240
HGNC:436	ALOX5AP		FLAP	241
HGNC:429	ALOX12		12S-LOX	239
HGNC:51342	ALOX12-AS1			100506713
HGNC:430	ALOX12B		12R-LOX	242
HGNC:431	ALOX12P1	ALOX12P		243
HGNC:432	ALOX12P2			245
HGNC:433	ALOX15		15-LOX-1	246
HGNC:434	ALOX15B		15-LOX-2	247
HGNC:13742	ALOX15P1	ALOX15P		100652883
HGNC:39027	ALOX15P2			642959
HGNC:13743	ALOXE3		eLOX3, E-LOX	59344
HGNC:44238	ALOXE3P1			100420216
HGNC:437	ALPI			248
HGNC:20917	ALPK1		Lak, FLJ22670, KIAA1527	80216
HGNC:20565	ALPK2		HAK	115701
HGNC:17574	ALPK3		MAK, KIAA1330, Midori	57538
HGNC:438	ALPL	HOPS	TNSALP	249
HGNC:439	ALPP			250
HGNC:440	ALPPL1~withdrawn			
HGNC:441	ALPPL2			251
HGNC:14016	ALPPP			
HGNC:442	ALS1~withdrawn			
HGNC:443	ALS2	ALS2CR6		57679
HGNC:20605	ALS2CL		FLJ36525, RN49018, DKFZp686I0110	259173
HGNC:13204	ALS2CR1~withdrawn			
HGNC:14433	ALS2CR6~withdrawn			
HGNC:14438	ALS2CR11		FLJ25351	151254
HGNC:14439	ALS2CR12			130540
HGNC:14441	ALS2CR14~withdrawn			
HGNC:14443	ALS2CR16~withdrawn			
HGNC:14444	ALS2CR17~withdrawn			
HGNC:14445	ALS2CR18~withdrawn			
HGNC:444	ALS3			
HGNC:446	ALS5			
HGNC:34540	ALS6~withdrawn			
HGNC:34539	ALS7			406238
HGNC:448	ALUNC~withdrawn			
HGNC:1494	ALX1	CART1		8092
HGNC:449	ALX3	FND		257
HGNC:450	ALX4	PFM2	FPP, PFM, KIAA1788	60529
HGNC:19071	ALYREF	THOC4	ALY, BEF, ALY/REF, REF	10189
HGNC:451	AMACR		RACE	23600
HGNC:452	AMBN			258
HGNC:453	AMBP	ITI, ITIL	UTI, HCP, EDC1, HI30, IATIL, ITILC	259
HGNC:25990	AMBRA1		FLJ20294, KIAA1736, WDR94, DCAF3	55626
HGNC:454	AMCD1~withdrawn			
HGNC:455	AMCD2B~withdrawn			
HGNC:456	AMCN		AMC, AMCN1, AMC1	
HGNC:457	AMD1		SAMDC	262
HGNC:44898	AMD1P1			100133024
HGNC:460	AMD1P2	AMD2, AMD, AMDP1	AMDPX, AMDPY	263
HGNC:51608	AMD1P3			728931
HGNC:51609	AMD1P4			100129761
HGNC:458	AMD2~withdrawn			
HGNC:28577	AMDHD1		MGC35366	144193
HGNC:24262	AMDHD2		CGI-14	51005
HGNC:459	AMDM~withdrawn			
HGNC:461	AMELX	AMG, AIH1		265
HGNC:462	AMELY	AMGL		266
HGNC:26837	AMER1	FAM123B	RP11-403E24.2, FLJ39827, WTX	139285
HGNC:26360	AMER2	FAM123A	FLJ25477	219287
HGNC:26771	AMER3	FAM123C	FLJ38377	205147
HGNC:463	AMFR		RNF45, gp78	267
HGNC:464	AMH		MIS	268
HGNC:465	AMHR2		MISR2, MISRII	269
HGNC:19084	AMICA1		Gm638, AMICA	120425
HGNC:20824	AMIGO1		AMIGO, KIAA1163	57463
HGNC:24073	AMIGO2		ALI1, DEGA	347902
HGNC:24075	AMIGO3			386724
HGNC:466	AMLCR2			
HGNC:467	AMMECR1			9949
HGNC:41306	AMMECR1-IT1			
HGNC:28658	AMMECR1L		MGC4268	83607
HGNC:39809	AMMECR1LP1			100420921
HGNC:14604	AMN		amnionless	81693
HGNC:27281	AMN1			196394
HGNC:17810	AMOT		KIAA1071	154796
HGNC:17811	AMOTL1		JEAP	154810
HGNC:17812	AMOTL2		LCCP	51421
HGNC:468	AMPD1		MAD, MADA	270
HGNC:469	AMPD2		SPG63	271
HGNC:470	AMPD3			272
HGNC:471	AMPH			273
HGNC:472	AMPHL~withdrawn			
HGNC:473	AMT		GCST, NKH	275
HGNC:33188	AMTN		UNQ689, RSTI689	401138
HGNC:474	AMY1A	AMY1		276
HGNC:475	AMY1B	AMY1		277
HGNC:476	AMY1C	AMY1		278
HGNC:477	AMY2A	AMY2		279
HGNC:478	AMY2B	AMY2		280
HGNC:479	AMYP1	AMY2P		281
HGNC:22231	AMZ1		KIAA1950	155185
HGNC:28041	AMZ2			51321
HGNC:26491	AMZ2P1		FLJ32065	201283
HGNC:38072	AMZ2P2			100421018
HGNC:480	AN1~withdrawn			
HGNC:481	AN2~withdrawn			
HGNC:19988	ANAPC1		MCPR, TSG24, APC1	64682
HGNC:44150	ANAPC1P1			100286979
HGNC:19989	ANAPC2		APC2, KIAA1406	29882
HGNC:19990	ANAPC4		APC4	29945
HGNC:15713	ANAPC5		APC5	51433
HGNC:17380	ANAPC7		APC7	51434
HGNC:24077	ANAPC10		APC10, DOC1, DKFZP564L0562	10393
HGNC:33976	ANAPC10P1	ANAPC10P		729198
HGNC:14452	ANAPC11		HSPC214, APC11, Apc11p, MGC882	51529
HGNC:24540	ANAPC13		SWM1, APC13, DKFZP566D193	25847
HGNC:24531	ANAPC15	C11orf51	HSPC020, DKFZP564M082, APC15	25906
